Дата,Ваксина,Пол,Възрастова група,Брой заразени
2021/08/01,COM,Жена,40 - 49,1
2021/08/01,AZ,Жена,17 - 19,1
2021/08/01,COM,Мъж,20 - 29,1
2021/08/01,COM,Мъж,40 - 49,1
2021/08/01,COM,Жена,60 - 69,3
2021/08/01,AZ,Жена,40 - 49,1
2021/08/02,COM,Жена,40 - 49,2
2021/08/02,AZ,Мъж,20 - 29,1
2021/08/02,COM,Мъж,70 - 79,2
2021/08/02,JANSS,Жена,50 - 59,1
2021/08/02,MOD,Жена,50 - 59,1
2021/08/02,COM,Жена,50 - 59,3
2021/08/02,AZ,Мъж,50 - 59,2
2021/08/02,COM,Жена,60 - 69,3
2021/08/02,JANSS,Жена,30 - 39,1
2021/08/02,JANSS,Мъж,60 - 69,1
2021/08/02,JANSS,Мъж,50 - 59,1
2021/08/02,JANSS,Жена,20 - 29,1
2021/08/02,AZ,Мъж,40 - 49,4
2021/08/02,COM,Жена,70 - 79,1
2021/08/03,COM,Мъж,60 - 69,1
2021/08/03,AZ,Мъж,40 - 49,1
2021/08/03,COM,Мъж,50 - 59,1
2021/08/03,COM,Мъж,30 - 39,2
2021/08/03,AZ,Жена,30 - 39,1
2021/08/03,AZ,Мъж,20 - 29,1
2021/08/03,COM,Жена,40 - 49,1
2021/08/03,AZ,Мъж,60 - 69,2
2021/08/03,COM,Жена,50 - 59,1
2021/08/03,AZ,Мъж,50 - 59,2
2021/08/03,JANSS,Мъж,17 - 19,1
2021/08/03,AZ,Жена,20 - 29,2
2021/08/03,AZ,Жена,50 - 59,1
2021/08/03,AZ,Жена,40 - 49,1
2021/08/03,MOD,Жена,70 - 79,1
2021/08/03,COM,Мъж,40 - 49,5
2021/08/03,COM,Жена,60 - 69,1
2021/08/03,AZ,Жена,60 - 69,1
2021/08/04,AZ,Жена,20 - 29,1
2021/08/04,JANSS,Мъж,17 - 19,1
2021/08/04,AZ,Мъж,50 - 59,2
2021/08/04,AZ,Мъж,40 - 49,2
2021/08/04,AZ,Жена,70 - 79,2
2021/08/04,COM,Мъж,20 - 29,1
2021/08/04,JANSS,Жена,50 - 59,1
2021/08/04,JANSS,Мъж,20 - 29,1
2021/08/04,COM,Жена,40 - 49,1
2021/08/04,COM,Мъж,50 - 59,3
2021/08/04,COM,Мъж,30 - 39,1
2021/08/04,COM,Мъж,60 - 69,2
2021/08/04,AZ,Жена,40 - 49,2
2021/08/04,COM,Жена,50 - 59,2
2021/08/04,COM,Мъж,70 - 79,1
2021/08/04,AZ,Мъж,70 - 79,2
2021/08/04,MOD,Жена,17 - 19,1
2021/08/04,COM,Жена,70 - 79,2
2021/08/04,AZ,Мъж,17 - 19,1
2021/08/04,AZ,Жена,60 - 69,1
2021/08/04,JANSS,Жена,30 - 39,1
2021/08/04,COM,Жена,60 - 69,3
2021/08/05,COM,Жена,50 - 59,2
2021/08/05,COM,Мъж,30 - 39,1
2021/08/05,AZ,Жена,80 - 89,1
2021/08/05,COM,Мъж,80 - 89,1
2021/08/05,COM,Жена,70 - 79,2
2021/08/05,AZ,Мъж,40 - 49,2
2021/08/05,COM,Мъж,60 - 69,1
2021/08/05,COM,Мъж,50 - 59,2
2021/08/05,AZ,Мъж,60 - 69,5
2021/08/05,AZ,Жена,70 - 79,1
2021/08/05,AZ,Жена,30 - 39,2
2021/08/05,JANSS,Жена,30 - 39,1
2021/08/05,COM,Жена,60 - 69,2
2021/08/05,COM,Жена,30 - 39,2
2021/08/05,JANSS,Жена,40 - 49,1
2021/08/05,AZ,Мъж,30 - 39,1
2021/08/05,JANSS,Мъж,50 - 59,1
2021/08/05,AZ,Жена,20 - 29,1
2021/08/06,AZ,Мъж,80 - 89,1
2021/08/06,COM,Мъж,50 - 59,2
2021/08/06,COM,Жена,60 - 69,4
2021/08/06,MOD,Мъж,30 - 39,1
2021/08/06,COM,Жена,50 - 59,3
2021/08/06,MOD,Жена,80 - 89,1
2021/08/06,JANSS,Жена,60 - 69,1
2021/08/06,AZ,Мъж,70 - 79,2
2021/08/06,COM,Жена,20 - 29,1
2021/08/06,COM,Мъж,40 - 49,2
2021/08/06,MOD,Мъж,40 - 49,1
2021/08/06,JANSS,Жена,20 - 29,1
2021/08/06,JANSS,Жена,70 - 79,1
2021/08/06,AZ,Мъж,40 - 49,2
2021/08/06,JANSS,Мъж,40 - 49,2
2021/08/06,AZ,Мъж,60 - 69,1
2021/08/06,JANSS,Жена,40 - 49,1
2021/08/06,AZ,Мъж,20 - 29,2
2021/08/06,COM,Жена,30 - 39,3
2021/08/06,AZ,Жена,60 - 69,3
2021/08/06,COM,Мъж,60 - 69,2
2021/08/06,JANSS,Мъж,60 - 69,1
2021/08/06,COM,Жена,40 - 49,3
2021/08/06,COM,Жена,70 - 79,1
2021/08/06,AZ,Мъж,50 - 59,3
2021/08/06,AZ,Жена,70 - 79,2
2021/08/06,AZ,Жена,80 - 89,1
2021/08/06,AZ,Мъж,30 - 39,2
2021/08/06,JANSS,Жена,30 - 39,1
2021/08/06,COM,Мъж,70 - 79,2
2021/08/07,JANSS,Жена,20 - 29,1
2021/08/07,AZ,Жена,70 - 79,2
2021/08/07,MOD,Мъж,60 - 69,1
2021/08/07,COM,Жена,40 - 49,2
2021/08/07,COM,Мъж,30 - 39,1
2021/08/07,AZ,Жена,50 - 59,1
2021/08/07,AZ,Жена,60 - 69,1
2021/08/07,MOD,Мъж,70 - 79,2
2021/08/07,COM,Мъж,60 - 69,1
2021/08/07,COM,Мъж,50 - 59,1
2021/08/07,JANSS,Мъж,40 - 49,1
2021/08/07,COM,Мъж,70 - 79,1
2021/08/07,COM,Мъж,20 - 29,1
2021/08/07,COM,Жена,70 - 79,1
2021/08/07,COM,Жена,60 - 69,1
2021/08/07,COM,Жена,50 - 59,1
2021/08/07,JANSS,Мъж,60 - 69,1
2021/08/07,AZ,Мъж,40 - 49,1
2021/08/08,COM,Жена,15 - 16,1
2021/08/08,COM,Мъж,50 - 59,1
2021/08/08,JANSS,Мъж,30 - 39,1
2021/08/08,JANSS,Мъж,17 - 19,1
2021/08/08,JANSS,Жена,60 - 69,1
2021/08/08,COM,Жена,50 - 59,1
2021/08/08,COM,Мъж,20 - 29,1
2021/08/08,AZ,Жена,60 - 69,1
2021/08/08,AZ,Мъж,70 - 79,1
2021/08/08,COM,Жена,40 - 49,1
2021/08/08,AZ,Мъж,50 - 59,1
2021/08/08,AZ,Мъж,60 - 69,1
2021/08/09,JANSS,Мъж,40 - 49,3
2021/08/09,JANSS,Жена,80 - 89,1
2021/08/09,JANSS,Жена,40 - 49,1
2021/08/09,AZ,Мъж,50 - 59,2
2021/08/09,COM,Жена,70 - 79,3
2021/08/09,COM,Жена,50 - 59,3
2021/08/09,COM,Жена,60 - 69,2
2021/08/09,MOD,Жена,50 - 59,3
2021/08/09,AZ,Мъж,30 - 39,2
2021/08/09,JANSS,Жена,30 - 39,2
2021/08/09,COM,Жена,20 - 29,1
2021/08/09,JANSS,Жена,20 - 29,1
2021/08/09,AZ,Мъж,20 - 29,1
2021/08/09,COM,Мъж,20 - 29,1
2021/08/09,COM,Мъж,70 - 79,2
2021/08/09,AZ,Жена,30 - 39,2
2021/08/09,AZ,Жена,50 - 59,2
2021/08/09,COM,Мъж,40 - 49,1
2021/08/09,AZ,Мъж,70 - 79,2
2021/08/09,AZ - COM,Мъж,50 - 59,1
2021/08/09,JANSS,Мъж,20 - 29,1
2021/08/09,AZ,Жена,20 - 29,2
2021/08/09,AZ,Мъж,40 - 49,1
2021/08/09,COM,Мъж,50 - 59,4
2021/08/09,MOD,Мъж,70 - 79,3
2021/08/09,COM,Мъж,30 - 39,4
2021/08/09,AZ,Жена,40 - 49,1
2021/08/09,AZ,Жена,70 - 79,2
2021/08/09,JANSS,Мъж,50 - 59,2
2021/08/09,JANSS,Жена,70 - 79,1
2021/08/09,COM,Мъж,60 - 69,3
2021/08/10,AZ,Жена,70 - 79,1
2021/08/10,COM,Жена,30 - 39,1
2021/08/10,COM,Мъж,50 - 59,1
2021/08/10,JANSS,Жена,30 - 39,2
2021/08/10,MOD,Мъж,70 - 79,1
2021/08/10,AZ,Мъж,50 - 59,2
2021/08/10,AZ,Жена,60 - 69,1
2021/08/10,AZ,Мъж,30 - 39,2
2021/08/10,COM,Жена,50 - 59,5
2021/08/10,COM,Жена,80 - 89,1
2021/08/10,COM,Жена,40 - 49,2
2021/08/10,COM,Жена,20 - 29,2
2021/08/10,AZ,Мъж,70 - 79,1
2021/08/10,JANSS,Мъж,50 - 59,1
2021/08/10,COM,Жена,60 - 69,3
2021/08/10,COM,Мъж,70 - 79,1
2021/08/10,COM,Мъж,60 - 69,6
2021/08/10,AZ,Жена,80 - 89,1
2021/08/10,JANSS,Мъж,20 - 29,1
2021/08/10,COM,Жена,70 - 79,4
2021/08/10,MOD,Жена,40 - 49,1
2021/08/10,AZ,Жена,30 - 39,1
2021/08/10,AZ,Жена,20 - 29,2
2021/08/10,AZ,Мъж,60 - 69,3
2021/08/10,COM,Мъж,40 - 49,2
2021/08/11,COM,Мъж,60 - 69,1
2021/08/11,COM,Жена,90+,1
2021/08/11,JANSS,Мъж,17 - 19,1
2021/08/11,AZ,Мъж,80 - 89,1
2021/08/11,AZ,Мъж,40 - 49,3
2021/08/11,AZ,Мъж,70 - 79,1
2021/08/11,AZ,Мъж,30 - 39,1
2021/08/11,COM,Мъж,70 - 79,1
2021/08/11,COM,Жена,70 - 79,1
2021/08/11,AZ,Жена,20 - 29,1
2021/08/11,COM,Жена,40 - 49,1
2021/08/11,JANSS,Жена,30 - 39,1
2021/08/11,MOD,Жена,60 - 69,1
2021/08/11,COM,Мъж,40 - 49,1
2021/08/11,COM,Жена,20 - 29,2
2021/08/11,COM,Жена,50 - 59,5
2021/08/11,MOD,Жена,50 - 59,1
2021/08/11,JANSS,Мъж,30 - 39,1
2021/08/11,AZ,Жена,70 - 79,3
2021/08/11,COM,Мъж,20 - 29,1
2021/08/11,AZ,Мъж,20 - 29,1
2021/08/11,AZ,Мъж,60 - 69,3
2021/08/11,JANSS,Мъж,40 - 49,2
2021/08/11,COM,Мъж,30 - 39,3
2021/08/11,COM,Жена,30 - 39,2
2021/08/11,COM,Жена,60 - 69,2
2021/08/11,COM,Мъж,50 - 59,5
2021/08/11,MOD,Мъж,40 - 49,1
2021/08/11,JANSS,Мъж,20 - 29,1
2021/08/11,AZ,Жена,60 - 69,3
2021/08/12,COM,Жена,80 - 89,1
2021/08/12,COM,Жена,70 - 79,1
2021/08/12,AZ,Жена,40 - 49,3
2021/08/12,COM,Мъж,60 - 69,1
2021/08/12,JANSS,Мъж,30 - 39,1
2021/08/12,COM,Мъж,30 - 39,4
2021/08/12,JANSS,Жена,20 - 29,1
2021/08/12,JANSS,Жена,70 - 79,1
2021/08/12,MOD,Мъж,70 - 79,2
2021/08/12,COM,Жена,60 - 69,4
2021/08/12,AZ,Жена,60 - 69,1
2021/08/12,JANSS,Мъж,50 - 59,2
2021/08/12,JANSS,Жена,30 - 39,1
2021/08/12,AZ,Мъж,40 - 49,2
2021/08/12,AZ,Мъж,70 - 79,2
2021/08/12,COM,Жена,50 - 59,5
2021/08/12,MOD,Мъж,30 - 39,1
2021/08/12,COM,Жена,30 - 39,1
2021/08/12,MOD,Мъж,60 - 69,1
2021/08/12,AZ,Жена,30 - 39,2
2021/08/12,COM,Мъж,50 - 59,3
2021/08/12,JANSS,Мъж,40 - 49,1
2021/08/12,COM,Мъж,40 - 49,5
2021/08/12,COM,Жена,20 - 29,2
2021/08/12,AZ,Мъж,80 - 89,2
2021/08/12,AZ,Жена,70 - 79,1
2021/08/12,AZ,Жена,50 - 59,1
2021/08/12,MOD,Жена,30 - 39,1
2021/08/12,MOD,Мъж,50 - 59,1
2021/08/12,JANSS,Мъж,20 - 29,1
2021/08/12,COM,Мъж,20 - 29,2
2021/08/12,COM,Мъж,70 - 79,5
2021/08/12,AZ,Жена,20 - 29,2
2021/08/12,MOD,Жена,40 - 49,1
2021/08/12,MOD,Жена,50 - 59,1
2021/08/13,AZ,Мъж,50 - 59,3
2021/08/13,COM,Мъж,60 - 69,3
2021/08/13,JANSS,Жена,30 - 39,1
2021/08/13,MOD,Мъж,70 - 79,1
2021/08/13,COM,Мъж,40 - 49,1
2021/08/13,AZ,Жена,30 - 39,2
2021/08/13,JANSS,Мъж,60 - 69,2
2021/08/13,COM,Жена,50 - 59,2
2021/08/13,COM,Жена,80 - 89,1
2021/08/13,MOD,Жена,50 - 59,1
2021/08/13,JANSS,Жена,40 - 49,1
2021/08/13,COM,Жена,15 - 16,1
2021/08/13,AZ,Мъж,30 - 39,1
2021/08/13,COM,Жена,60 - 69,4
2021/08/13,JANSS,Мъж,20 - 29,1
2021/08/13,AZ,Мъж,60 - 69,3
2021/08/13,COM,Жена,40 - 49,9
2021/08/13,JANSS,Жена,20 - 29,1
2021/08/13,COM,Мъж,50 - 59,2
2021/08/13,COM,Жена,30 - 39,3
2021/08/13,COM,Жена,70 - 79,2
2021/08/13,AZ,Жена,60 - 69,3
2021/08/13,MOD,Жена,30 - 39,1
2021/08/13,AZ,Жена,70 - 79,1
2021/08/13,JANSS,Жена,60 - 69,1
2021/08/13,COM,Мъж,80 - 89,2
2021/08/13,AZ,Жена,50 - 59,3
2021/08/13,COM,Мъж,20 - 29,2
2021/08/13,AZ,Мъж,20 - 29,2
2021/08/13,AZ,Мъж,70 - 79,1
2021/08/13,COM,Мъж,30 - 39,4
2021/08/14,JANSS,Мъж,20 - 29,1
2021/08/14,COM,Жена,30 - 39,2
2021/08/14,AZ,Жена,70 - 79,1
2021/08/14,COM,Жена,50 - 59,2
2021/08/14,COM,Мъж,60 - 69,1
2021/08/14,JANSS,Мъж,40 - 49,2
2021/08/14,AZ,Мъж,20 - 29,3
2021/08/14,COM,Жена,40 - 49,2
2021/08/14,COM,Мъж,50 - 59,4
2021/08/14,COM,Жена,60 - 69,3
2021/08/14,AZ,Жена,20 - 29,1
2021/08/14,JANSS,Жена,70 - 79,1
2021/08/14,JANSS,Жена,40 - 49,2
2021/08/14,COM,Мъж,30 - 39,3
2021/08/14,AZ,Жена,40 - 49,1
2021/08/14,JANSS,Жена,60 - 69,1
2021/08/14,AZ,Мъж,40 - 49,3
2021/08/14,COM,Мъж,40 - 49,1
2021/08/14,AZ,Мъж,70 - 79,1
2021/08/14,COM,Мъж,20 - 29,2
2021/08/14,AZ,Мъж,30 - 39,1
2021/08/14,AZ,Жена,60 - 69,1
2021/08/14,JANSS,Жена,30 - 39,1
2021/08/14,AZ,Мъж,50 - 59,1
2021/08/14,AZ,Жена,30 - 39,1
2021/08/14,COM,Мъж,80 - 89,1
2021/08/14,COM,Жена,70 - 79,1
2021/08/15,AZ,Жена,40 - 49,1
2021/08/15,MOD,Мъж,20 - 29,1
2021/08/15,AZ,Мъж,60 - 69,1
2021/08/15,AZ,Жена,50 - 59,3
2021/08/15,AZ,Жена,30 - 39,1
2021/08/15,AZ,Жена,20 - 29,1
2021/08/15,COM,Жена,40 - 49,3
2021/08/15,JANSS,Жена,70 - 79,1
2021/08/15,COM,Жена,30 - 39,1
2021/08/15,JANSS,Жена,50 - 59,1
2021/08/15,MOD,Жена,40 - 49,1
2021/08/15,AZ,Мъж,50 - 59,1
2021/08/15,AZ,Мъж,30 - 39,1
2021/08/15,COM,Жена,50 - 59,1
2021/08/16,JANSS,Жена,40 - 49,1
2021/08/16,AZ,Мъж,60 - 69,5
2021/08/16,COM,Жена,70 - 79,3
2021/08/16,JANSS,Жена,30 - 39,1
2021/08/16,COM,Мъж,80 - 89,1
2021/08/16,COM,Жена,50 - 59,11
2021/08/16,COM,Жена,20 - 29,4
2021/08/16,MOD,Мъж,60 - 69,2
2021/08/16,JANSS,Жена,50 - 59,1
2021/08/16,AZ,Мъж,17 - 19,1
2021/08/16,AZ,Мъж,30 - 39,2
2021/08/16,COM,Жена,17 - 19,1
2021/08/16,AZ,Мъж,50 - 59,1
2021/08/16,COM,Жена,60 - 69,6
2021/08/16,AZ,Жена,50 - 59,5
2021/08/16,JANSS,Жена,17 - 19,1
2021/08/16,MOD,Жена,30 - 39,1
2021/08/16,AZ,Мъж,70 - 79,2
2021/08/16,JANSS,Мъж,20 - 29,3
2021/08/16,MOD,Жена,80 - 89,1
2021/08/16,MOD,Мъж,40 - 49,2
2021/08/16,AZ,Жена,40 - 49,1
2021/08/16,COM,Жена,40 - 49,7
2021/08/16,MOD,Жена,60 - 69,3
2021/08/16,AZ,Жена,60 - 69,2
2021/08/16,JANSS,Жена,70 - 79,1
2021/08/16,COM,Мъж,20 - 29,4
2021/08/16,COM,Мъж,40 - 49,3
2021/08/16,COM,Мъж,50 - 59,8
2021/08/16,JANSS,Мъж,80 - 89,1
2021/08/16,JANSS,Жена,60 - 69,1
2021/08/16,MOD,Мъж,50 - 59,1
2021/08/16,MOD,Мъж,20 - 29,2
2021/08/16,AZ,Жена,70 - 79,2
2021/08/16,COM,Мъж,60 - 69,5
2021/08/16,COM,Мъж,30 - 39,6
2021/08/16,AZ,Мъж,40 - 49,4
2021/08/16,COM,Жена,80 - 89,1
2021/08/16,COM,Мъж,70 - 79,2
2021/08/16,COM,Жена,30 - 39,4
2021/08/17,COM,Жена,70 - 79,3
2021/08/17,MOD,Жена,40 - 49,1
2021/08/17,MOD,Жена,50 - 59,1
2021/08/17,COM,Жена,50 - 59,4
2021/08/17,JANSS,Мъж,60 - 69,2
2021/08/17,COM,Мъж,60 - 69,10
2021/08/17,MOD,Жена,70 - 79,1
2021/08/17,MOD,Мъж,20 - 29,1
2021/08/17,AZ,Мъж,60 - 69,3
2021/08/17,JANSS,Мъж,50 - 59,1
2021/08/17,JANSS,Жена,70 - 79,1
2021/08/17,JANSS,Мъж,40 - 49,4
2021/08/17,MOD,Мъж,40 - 49,1
2021/08/17,AZ,Мъж,40 - 49,1
2021/08/17,JANSS,Мъж,30 - 39,3
2021/08/17,COM,Жена,17 - 19,1
2021/08/17,COM,Жена,80 - 89,1
2021/08/17,JANSS,Жена,20 - 29,4
2021/08/17,JANSS,Мъж,20 - 29,4
2021/08/17,AZ,Жена,50 - 59,2
2021/08/17,AZ,Жена,80 - 89,2
2021/08/17,AZ,Мъж,50 - 59,4
2021/08/17,AZ,Мъж,30 - 39,2
2021/08/17,AZ,Жена,30 - 39,1
2021/08/17,COM,Жена,40 - 49,7
2021/08/17,JANSS,Жена,60 - 69,2
2021/08/17,COM,Жена,30 - 39,6
2021/08/17,MOD,Жена,20 - 29,1
2021/08/17,COM,Мъж,20 - 29,5
2021/08/17,AZ,Мъж,20 - 29,3
2021/08/17,AZ,Мъж,70 - 79,3
2021/08/17,AZ,Мъж,80 - 89,1
2021/08/17,COM,Мъж,70 - 79,4
2021/08/17,AZ,Жена,70 - 79,1
2021/08/17,COM,Мъж,17 - 19,1
2021/08/17,COM,Жена,60 - 69,6
2021/08/17,COM,Мъж,30 - 39,5
2021/08/17,AZ,Жена,60 - 69,2
2021/08/17,COM,Мъж,40 - 49,8
2021/08/17,JANSS,Жена,40 - 49,1
2021/08/17,COM,Мъж,50 - 59,7
2021/08/18,AZ,Мъж,20 - 29,3
2021/08/18,COM,Жена,30 - 39,1
2021/08/18,JANSS,Мъж,40 - 49,1
2021/08/18,AZ,Жена,20 - 29,3
2021/08/18,AZ,Жена,30 - 39,4
2021/08/18,AZ,Мъж,70 - 79,5
2021/08/18,MOD,Жена,40 - 49,3
2021/08/18,JANSS,Жена,40 - 49,1
2021/08/18,COM,Жена,50 - 59,5
2021/08/18,AZ,Мъж,40 - 49,1
2021/08/18,COM,Мъж,80 - 89,1
2021/08/18,COM,Мъж,30 - 39,2
2021/08/18,JANSS,Жена,80 - 89,2
2021/08/18,AZ,Жена,40 - 49,2
2021/08/18,AZ,Мъж,60 - 69,2
2021/08/18,COM,Мъж,20 - 29,5
2021/08/18,AZ,Мъж,30 - 39,2
2021/08/18,JANSS,Мъж,20 - 29,2
2021/08/18,AZ,Мъж,50 - 59,4
2021/08/18,AZ,Жена,70 - 79,6
2021/08/18,COM,Жена,80 - 89,4
2021/08/18,JANSS,Жена,50 - 59,1
2021/08/18,JANSS,Жена,70 - 79,1
2021/08/18,JANSS,Мъж,60 - 69,1
2021/08/18,JANSS,Мъж,30 - 39,2
2021/08/18,COM,Жена,17 - 19,1
2021/08/18,AZ,Жена,50 - 59,3
2021/08/18,COM,Мъж,70 - 79,4
2021/08/18,COM,Жена,40 - 49,3
2021/08/18,JANSS,Жена,60 - 69,3
2021/08/18,MOD,Мъж,30 - 39,1
2021/08/18,AZ,Жена,60 - 69,2
2021/08/18,COM,Мъж,50 - 59,5
2021/08/18,COM,Жена,70 - 79,7
2021/08/18,COM,Мъж,40 - 49,4
2021/08/18,COM,Мъж,60 - 69,7
2021/08/18,COM,Жена,60 - 69,11
2021/08/18,AZ,Жена,80 - 89,1
2021/08/18,COM,Жена,20 - 29,6
2021/08/18,JANSS,Жена,20 - 29,2
2021/08/19,COM,Жена,20 - 29,4
2021/08/19,COM,Мъж,50 - 59,4
2021/08/19,AZ,Жена,60 - 69,3
2021/08/19,MOD,Жена,80 - 89,1
2021/08/19,MOD,Мъж,60 - 69,1
2021/08/19,MOD,Мъж,30 - 39,1
2021/08/19,AZ,Жена,40 - 49,1
2021/08/19,JANSS,Мъж,60 - 69,1
2021/08/19,AZ,Мъж,60 - 69,1
2021/08/19,COM,Жена,40 - 49,4
2021/08/19,JANSS,Мъж,40 - 49,1
2021/08/19,MOD,Мъж,80 - 89,1
2021/08/19,COM,Жена,50 - 59,6
2021/08/19,COM,Жена,70 - 79,6
2021/08/19,MOD,Жена,50 - 59,2
2021/08/19,JANSS,Жена,50 - 59,1
2021/08/19,MOD,Жена,30 - 39,1
2021/08/19,JANSS,Жена,30 - 39,1
2021/08/19,COM,Мъж,80 - 89,1
2021/08/19,AZ,Жена,50 - 59,1
2021/08/19,AZ,Мъж,50 - 59,3
2021/08/19,AZ,Жена,70 - 79,2
2021/08/19,COM,Мъж,30 - 39,7
2021/08/19,JANSS,Мъж,20 - 29,2
2021/08/19,AZ,Мъж,30 - 39,2
2021/08/19,COM,Жена,30 - 39,6
2021/08/19,COM,Мъж,40 - 49,1
2021/08/19,AZ,Мъж,80 - 89,1
2021/08/19,COM,Мъж,60 - 69,9
2021/08/19,AZ,Мъж,40 - 49,1
2021/08/19,AZ,Жена,30 - 39,1
2021/08/19,AZ,Мъж,20 - 29,1
2021/08/19,MOD,Мъж,50 - 59,1
2021/08/19,COM,Мъж,70 - 79,6
2021/08/19,AZ,Мъж,70 - 79,3
2021/08/19,MOD,Мъж,70 - 79,1
2021/08/19,COM,Жена,60 - 69,7
2021/08/19,JANSS,Жена,20 - 29,1
2021/08/20,COM,Жена,40 - 49,1
2021/08/20,JANSS,Жена,50 - 59,4
2021/08/20,COM,Мъж,20 - 29,4
2021/08/20,JANSS,Мъж,50 - 59,2
2021/08/20,AZ,Жена,40 - 49,1
2021/08/20,COM,Мъж,40 - 49,7
2021/08/20,AZ,Жена,20 - 29,1
2021/08/20,JANSS,Жена,30 - 39,1
2021/08/20,AZ,Мъж,50 - 59,1
2021/08/20,COM,Жена,17 - 19,1
2021/08/20,AZ,Мъж,30 - 39,4
2021/08/20,MOD,Жена,70 - 79,1
2021/08/20,JANSS,Мъж,60 - 69,2
2021/08/20,JANSS,Мъж,30 - 39,3
2021/08/20,COM,Жена,70 - 79,6
2021/08/20,COM,Мъж,80 - 89,1
2021/08/20,MOD,Мъж,60 - 69,3
2021/08/20,COM,Мъж,50 - 59,5
2021/08/20,AZ,Мъж,70 - 79,4
2021/08/20,COM,Жена,60 - 69,12
2021/08/20,AZ - COM,Мъж,70 - 79,1
2021/08/20,AZ,Мъж,40 - 49,3
2021/08/20,JANSS,Мъж,40 - 49,1
2021/08/20,AZ,Жена,60 - 69,5
2021/08/20,COM,Мъж,60 - 69,6
2021/08/20,COM,Жена,50 - 59,4
2021/08/20,COM,Жена,30 - 39,4
2021/08/20,COM,Жена,20 - 29,4
2021/08/20,MOD,Мъж,50 - 59,3
2021/08/20,AZ,Жена,70 - 79,2
2021/08/20,AZ,Мъж,60 - 69,2
2021/08/20,JANSS,Жена,17 - 19,1
2021/08/20,MOD,Жена,60 - 69,1
2021/08/20,COM,Мъж,17 - 19,1
2021/08/20,JANSS,Жена,80 - 89,1
2021/08/20,COM,Мъж,70 - 79,4
2021/08/20,COM,Мъж,30 - 39,7
2021/08/20,AZ,Жена,50 - 59,3
2021/08/21,AZ,Мъж,70 - 79,2
2021/08/21,AZ,Мъж,40 - 49,1
2021/08/21,AZ,Мъж,50 - 59,3
2021/08/21,COM,Мъж,70 - 79,2
2021/08/21,COM,Жена,60 - 69,4
2021/08/21,AZ,Жена,40 - 49,1
2021/08/21,COM,Мъж,50 - 59,4
2021/08/21,JANSS,Жена,40 - 49,1
2021/08/21,AZ,Жена,50 - 59,2
2021/08/21,AZ,Жена,60 - 69,3
2021/08/21,COM,Жена,70 - 79,3
2021/08/21,JANSS,Мъж,50 - 59,2
2021/08/21,AZ,Жена,70 - 79,5
2021/08/21,AZ,Мъж,60 - 69,1
2021/08/21,AZ,Мъж,30 - 39,1
2021/08/21,COM,Мъж,60 - 69,4
2021/08/21,COM,Жена,50 - 59,9
2021/08/21,MOD,Жена,20 - 29,1
2021/08/21,AZ,Жена,30 - 39,1
2021/08/21,MOD,Жена,40 - 49,1
2021/08/21,COM,Мъж,40 - 49,3
2021/08/21,COM,Жена,40 - 49,2
2021/08/21,COM,Жена,20 - 29,1
2021/08/21,MOD,Мъж,20 - 29,1
2021/08/21,COM,Мъж,30 - 39,1
2021/08/21,JANSS,Жена,30 - 39,1
2021/08/21,COM,Жена,30 - 39,2
2021/08/22,COM,Жена,70 - 79,1
2021/08/22,MOD,Жена,70 - 79,1
2021/08/22,MOD,Жена,30 - 39,1
2021/08/22,COM,Мъж,30 - 39,2
2021/08/22,AZ,Мъж,40 - 49,1
2021/08/22,COM,Жена,40 - 49,1
2021/08/22,AZ,Жена,40 - 49,2
2021/08/22,AZ,Мъж,50 - 59,1
2021/08/22,COM,Жена,60 - 69,1
2021/08/22,COM,Мъж,60 - 69,1
2021/08/22,COM,Жена,30 - 39,2
2021/08/22,JANSS,Мъж,60 - 69,1
2021/08/22,COM,Мъж,70 - 79,2
2021/08/22,MOD,Мъж,50 - 59,1
2021/08/22,COM,Мъж,40 - 49,2
2021/08/22,COM,Мъж,80 - 89,1
2021/08/22,COM,Мъж,17 - 19,1
2021/08/22,JANSS,Жена,70 - 79,1
2021/08/22,MOD,Жена,40 - 49,1
2021/08/22,AZ,Жена,70 - 79,3
2021/08/22,COM,Мъж,20 - 29,1
2021/08/22,COM,Жена,50 - 59,3
2021/08/22,JANSS,Мъж,30 - 39,1
2021/08/22,AZ,Жена,30 - 39,1
2021/08/23,AZ,Жена,50 - 59,1
2021/08/23,MOD,Жена,40 - 49,1
2021/08/23,AZ,Мъж,50 - 59,6
2021/08/23,MOD,Мъж,50 - 59,1
2021/08/23,JANSS,Жена,30 - 39,3
2021/08/23,AZ,Жена,60 - 69,5
2021/08/23,AZ,Жена,20 - 29,3
2021/08/23,JANSS,Жена,20 - 29,2
2021/08/23,AZ,Жена,80 - 89,1
2021/08/23,JANSS,Жена,60 - 69,1
2021/08/23,MOD,Мъж,60 - 69,1
2021/08/23,MOD,Жена,60 - 69,1
2021/08/23,COM,Жена,30 - 39,1
2021/08/23,COM,Жена,50 - 59,11
2021/08/23,MOD,Жена,30 - 39,1
2021/08/23,JANSS,Жена,17 - 19,2
2021/08/23,AZ,Мъж,80 - 89,2
2021/08/23,JANSS,Мъж,20 - 29,1
2021/08/23,AZ,Мъж,90+,1
2021/08/23,JANSS,Мъж,30 - 39,2
