Дата,Ваксина,Пол,Възрастова група,Брой заразени
2021/09/08,AZ,Жена,60 - 69,6
2021/09/08,JANSS,Жена,70 - 79,1
2021/09/08,COM,Жена,60 - 69,15
2021/09/08,AZ,Мъж,80 - 89,2
2021/09/08,AZ,Мъж,30 - 39,4
2021/09/08,AZ,Мъж,20 - 29,1
2021/09/08,COM,Жена,40 - 49,9
2021/09/09,MOD,Жена,80 - 89,1
2021/09/09,COM,Мъж,70 - 79,6
2021/09/09,COM,Жена,20 - 29,1
2021/09/09,COM,Жена,70 - 79,11
2021/09/09,JANSS,Мъж,50 - 59,2
2021/09/09,COM,Жена,30 - 39,2
2021/09/09,MOD,Жена,50 - 59,2
2021/09/09,AZ,Мъж,70 - 79,7
2021/09/09,MOD,Мъж,50 - 59,4
2021/09/09,MOD,Мъж,60 - 69,1
2021/09/09,JANSS,Жена,30 - 39,1
2021/09/09,AZ,Мъж,60 - 69,6
2021/09/09,MOD,Жена,30 - 39,3
2021/09/09,COM,Мъж,80 - 89,2
2021/09/09,MOD,Жена,70 - 79,2
2021/09/09,COM,Мъж,40 - 49,6
2021/09/09,AZ,Жена,60 - 69,8
2021/09/09,COM,Мъж,20 - 29,1
2021/09/09,AZ,Мъж,50 - 59,4
2021/09/09,JANSS,Мъж,60 - 69,1
2021/09/09,COM,Жена,90+,1
2021/09/09,COM,Мъж,60 - 69,11
2021/09/09,AZ,Мъж,40 - 49,4
2021/09/09,COM,Жена,60 - 69,15
2021/09/09,JANSS,Мъж,30 - 39,1
2021/09/09,COM,Жена,80 - 89,6
2021/09/09,JANSS,Мъж,40 - 49,1
2021/09/09,AZ,Мъж,80 - 89,1
2021/09/09,JANSS,Жена,60 - 69,1
2021/09/09,AZ,Жена,80 - 89,1
2021/09/09,MOD,Мъж,70 - 79,1
2021/09/09,COM,Мъж,30 - 39,4
2021/09/09,AZ,Жена,70 - 79,1
2021/09/09,AZ,Жена,50 - 59,4
2021/09/09,JANSS,Жена,40 - 49,1
2021/09/09,COM,Жена,40 - 49,8
2021/09/09,MOD,Жена,60 - 69,4
2021/09/09,AZ,Жена,40 - 49,6
2021/09/09,COM,Мъж,50 - 59,10
2021/09/09,COM,Жена,50 - 59,14
2021/09/09,AZ,Мъж,30 - 39,4
2021/09/09,AZ - COM,Мъж,40 - 49,1
2021/09/10,JANSS,Жена,60 - 69,2
2021/09/10,MOD,Жена,70 - 79,2
2021/09/10,MOD,Мъж,60 - 69,1
2021/09/10,JANSS,Мъж,30 - 39,2
2021/09/10,COM,Мъж,90+,1
2021/09/10,JANSS,Жена,70 - 79,2
2021/09/10,AZ,Мъж,30 - 39,4
2021/09/10,COM,Жена,40 - 49,2
2021/09/10,JANSS,Жена,30 - 39,3
2021/09/10,MOD,Мъж,20 - 29,1
2021/09/10,MOD,Мъж,50 - 59,1
2021/09/10,COM,Жена,30 - 39,3
2021/09/10,JANSS,Жена,40 - 49,4
2021/09/10,JANSS,Жена,50 - 59,1
2021/09/10,JANSS,Мъж,20 - 29,2
2021/09/10,COM,Мъж,80 - 89,4
2021/09/10,MOD,Мъж,70 - 79,2
2021/09/10,COM,Жена,70 - 79,10
2021/09/10,COM,Жена,50 - 59,13
2021/09/10,AZ,Жена,50 - 59,4
2021/09/10,MOD,Жена,20 - 29,1
2021/09/10,AZ,Мъж,60 - 69,7
2021/09/10,JANSS,Мъж,50 - 59,1
2021/09/10,AZ,Мъж,40 - 49,1
2021/09/10,AZ,Жена,60 - 69,3
2021/09/10,AZ,Жена,70 - 79,7
2021/09/10,COM,Жена,60 - 69,14
2021/09/10,COM,Мъж,50 - 59,7
2021/09/10,MOD,Жена,40 - 49,1
2021/09/10,COM,Мъж,70 - 79,8
2021/09/10,COM,Мъж,40 - 49,5
2021/09/10,AZ,Жена,30 - 39,1
2021/09/10,AZ,Мъж,70 - 79,2
2021/09/10,AZ,Мъж,50 - 59,6
2021/09/10,COM,Мъж,60 - 69,6
2021/09/10,JANSS,Мъж,40 - 49,1
2021/09/10,COM,Жена,80 - 89,3
2021/09/10,AZ,Жена,40 - 49,3
2021/09/10,MOD,Мъж,40 - 49,1
2021/09/10,MOD,Жена,50 - 59,1
2021/09/10,COM,Мъж,20 - 29,1
2021/09/10,JANSS,Жена,20 - 29,2
2021/09/10,COM,Мъж,30 - 39,1
2021/09/11,COM,Жена,40 - 49,2
2021/09/11,AZ,Жена,70 - 79,7
2021/09/11,COM,Мъж,30 - 39,2
2021/09/11,JANSS,Жена,40 - 49,1
2021/09/11,COM,Жена,70 - 79,3
2021/09/11,AZ,Мъж,70 - 79,5
2021/09/11,COM,Мъж,60 - 69,1
2021/09/11,AZ,Мъж,40 - 49,3
2021/09/11,AZ,Мъж,50 - 59,1
2021/09/11,JANSS,Мъж,30 - 39,1
2021/09/11,COM,Жена,50 - 59,2
2021/09/11,JANSS,Жена,20 - 29,1
2021/09/11,JANSS,Жена,70 - 79,1
2021/09/11,JANSS,Мъж,40 - 49,3
2021/09/11,MOD,Жена,40 - 49,2
2021/09/11,JANSS,Мъж,50 - 59,1
2021/09/11,AZ,Мъж,80 - 89,1
2021/09/11,COM,Мъж,20 - 29,1
2021/09/11,AZ,Мъж,60 - 69,4
2021/09/11,COM,Мъж,70 - 79,5
2021/09/11,COM,Жена,60 - 69,5
2021/09/11,AZ,Жена,80 - 89,2
2021/09/11,AZ,Жена,50 - 59,2
2021/09/11,JANSS,Жена,50 - 59,1
2021/09/11,JANSS,Жена,30 - 39,1
2021/09/11,AZ,Жена,17 - 19,1
2021/09/11,MOD,Жена,80 - 89,1
2021/09/11,COM,Мъж,50 - 59,4
2021/09/11,MOD,Жена,30 - 39,1
2021/09/11,JANSS,Мъж,60 - 69,2
2021/09/11,COM,Жена,30 - 39,1
2021/09/11,COM,Мъж,40 - 49,3
2021/09/11,AZ,Мъж,30 - 39,1
2021/09/12,COM,Жена,60 - 69,1
2021/09/12,JANSS,Жена,40 - 49,1
2021/09/12,JANSS,Мъж,60 - 69,1
2021/09/12,MOD,Мъж,60 - 69,1
2021/09/12,COM,Мъж,60 - 69,2
2021/09/12,JANSS,Мъж,20 - 29,1
2021/09/12,MOD,Жена,40 - 49,1
2021/09/12,COM,Мъж,70 - 79,1
2021/09/12,MOD,Мъж,30 - 39,1
2021/09/12,COM,Жена,30 - 39,3
2021/09/12,COM,Жена,70 - 79,3
2021/09/12,JANSS,Мъж,40 - 49,2
2021/09/12,COM,Жена,80 - 89,2
2021/09/12,COM,Жена,50 - 59,2
2021/09/12,AZ,Мъж,70 - 79,2
2021/09/12,AZ,Мъж,80 - 89,1
2021/09/12,AZ,Мъж,50 - 59,1
2021/09/12,AZ,Жена,80 - 89,1
2021/09/12,AZ,Мъж,40 - 49,1
2021/09/12,AZ,Жена,40 - 49,1
2021/09/12,AZ,Жена,70 - 79,2
2021/09/12,AZ,Жена,50 - 59,1
2021/09/12,COM,Мъж,30 - 39,1
2021/09/12,AZ,Жена,60 - 69,2
2021/09/12,AZ,Мъж,30 - 39,1
2021/09/12,COM,Мъж,50 - 59,2
2021/09/12,AZ,Жена,30 - 39,1
2021/09/13,JANSS,Мъж,60 - 69,2
2021/09/13,JANSS,Мъж,50 - 59,2
2021/09/13,JANSS,Мъж,40 - 49,4
2021/09/13,MOD,Мъж,80 - 89,1
2021/09/13,COM,Мъж,20 - 29,3
2021/09/13,AZ,Жена,40 - 49,3
2021/09/13,MOD,Жена,40 - 49,1
2021/09/13,JANSS,Жена,70 - 79,3
2021/09/13,JANSS,Жена,20 - 29,2
2021/09/13,JANSS,Жена,60 - 69,4
2021/09/13,COM,Жена,80 - 89,3
2021/09/13,JANSS,Мъж,70 - 79,3
2021/09/13,JANSS,Жена,40 - 49,6
2021/09/13,COM,Мъж,70 - 79,11
2021/09/13,MOD,Жена,50 - 59,1
2021/09/13,JANSS,Жена,30 - 39,4
2021/09/13,COM,Жена,40 - 49,12
2021/09/13,JANSS,Мъж,30 - 39,3
2021/09/13,AZ,Мъж,30 - 39,1
2021/09/13,JANSS,Мъж,20 - 29,3
2021/09/13,COM,Жена,60 - 69,13
2021/09/13,COM,Жена,50 - 59,14
2021/09/13,COM,Мъж,30 - 39,3
2021/09/13,COM,Жена,30 - 39,6
2021/09/13,AZ,Мъж,60 - 69,5
2021/09/13,AZ,Жена,60 - 69,12
2021/09/13,AZ,Мъж,50 - 59,5
2021/09/13,AZ,Мъж,80 - 89,2
2021/09/13,AZ,Жена,80 - 89,3
2021/09/13,AZ,Жена,50 - 59,4
2021/09/13,MOD,Мъж,70 - 79,3
2021/09/13,COM,Мъж,50 - 59,11
2021/09/13,MOD,Жена,60 - 69,1
2021/09/13,COM,Жена,20 - 29,3
2021/09/13,MOD,Мъж,30 - 39,1
2021/09/13,COM,Жена,70 - 79,10
2021/09/13,COM,Мъж,40 - 49,3
2021/09/13,AZ,Мъж,40 - 49,7
2021/09/13,AZ,Мъж,70 - 79,9
2021/09/13,JANSS,Жена,50 - 59,1
2021/09/13,AZ,Мъж,20 - 29,1
2021/09/13,AZ,Жена,70 - 79,6
2021/09/13,COM,Мъж,60 - 69,11
2021/09/14,AZ,Мъж,50 - 59,6
2021/09/14,MOD,Жена,40 - 49,3
2021/09/14,JANSS,Жена,30 - 39,3
2021/09/14,MOD,Мъж,70 - 79,1
2021/09/14,JANSS,Мъж,40 - 49,9
2021/09/14,MOD,Жена,50 - 59,2
2021/09/14,AZ,Жена,40 - 49,3
2021/09/14,JANSS,Мъж,60 - 69,1
2021/09/14,MOD,Жена,60 - 69,1
2021/09/14,MOD,Мъж,40 - 49,1
2021/09/14,COM,Мъж,20 - 29,2
2021/09/14,JANSS,Мъж,30 - 39,1
2021/09/14,JANSS,Жена,70 - 79,3
2021/09/14,MOD,Жена,30 - 39,2
2021/09/14,MOD,Жена,17 - 19,1
2021/09/14,COM,Жена,60 - 69,15
2021/09/14,AZ,Мъж,20 - 29,1
2021/09/14,COM,Жена,80 - 89,2
2021/09/14,AZ,Жена,20 - 29,1
2021/09/14,COM,Жена,70 - 79,12
2021/09/14,MOD,Мъж,60 - 69,2
2021/09/14,JANSS,Жена,50 - 59,3
2021/09/14,MOD,Мъж,50 - 59,3
2021/09/14,COM,Мъж,30 - 39,5
2021/09/14,AZ,Жена,70 - 79,5
2021/09/14,JANSS,Жена,60 - 69,2
2021/09/14,JANSS,Мъж,50 - 59,1
2021/09/14,COM,Мъж,70 - 79,4
2021/09/14,AZ,Мъж,40 - 49,7
2021/09/14,AZ,Мъж,60 - 69,7
2021/09/14,AZ,Жена,50 - 59,1
2021/09/14,COM,Жена,20 - 29,4
2021/09/14,COM,Мъж,80 - 89,3
2021/09/14,AZ,Мъж,70 - 79,7
2021/09/14,COM,Жена,50 - 59,10
2021/09/14,AZ,Мъж,80 - 89,1
2021/09/14,COM,Мъж,50 - 59,11
2021/09/14,AZ,Мъж,30 - 39,3
2021/09/14,COM,Жена,30 - 39,11
2021/09/14,COM,Мъж,60 - 69,19
2021/09/14,AZ,Жена,80 - 89,2
2021/09/14,JANSS,Жена,40 - 49,2
2021/09/14,COM,Жена,40 - 49,10
2021/09/14,COM,Мъж,40 - 49,16
2021/09/14,AZ,Жена,60 - 69,4
2021/09/15,COM,Жена,70 - 79,10
2021/09/15,MOD,Жена,60 - 69,3
2021/09/15,MOD,Мъж,60 - 69,1
2021/09/15,MOD,Мъж,70 - 79,1
2021/09/15,JANSS,Мъж,60 - 69,2
2021/09/15,AZ,Жена,70 - 79,7
2021/09/15,MOD,Жена,70 - 79,2
2021/09/15,JANSS,Мъж,40 - 49,2
2021/09/15,JANSS,Мъж,50 - 59,3
2021/09/15,JANSS,Жена,30 - 39,3
2021/09/15,JANSS,Жена,20 - 29,1
2021/09/15,AZ,Мъж,30 - 39,3
2021/09/15,JANSS,Жена,70 - 79,1
2021/09/15,COM,Мъж,80 - 89,4
2021/09/15,JANSS,Мъж,20 - 29,1
2021/09/15,AZ,Мъж,40 - 49,2
2021/09/15,COM,Мъж,50 - 59,6
2021/09/15,MOD,Жена,80 - 89,1
2021/09/15,JANSS,Мъж,70 - 79,2
2021/09/15,COM,Жена,40 - 49,6
2021/09/15,AZ,Мъж,20 - 29,1
2021/09/15,AZ,Мъж,70 - 79,9
2021/09/15,AZ,Жена,50 - 59,6
2021/09/15,AZ,Мъж,80 - 89,2
2021/09/15,JANSS,Мъж,30 - 39,1
2021/09/15,COM,Жена,15 - 16,1
2021/09/15,AZ,Жена,80 - 89,1
2021/09/15,COM,Мъж,60 - 69,14
2021/09/15,COM,Мъж,40 - 49,6
2021/09/15,COM,Мъж,70 - 79,10
2021/09/15,MOD,Жена,30 - 39,1
2021/09/15,MOD,Мъж,50 - 59,3
2021/09/15,COM,Мъж,20 - 29,3
2021/09/15,AZ,Мъж,60 - 69,13
2021/09/15,JANSS,Жена,40 - 49,2
2021/09/15,COM,Жена,20 - 29,1
2021/09/15,MOD,Мъж,30 - 39,1
2021/09/15,JANSS,Жена,60 - 69,1
2021/09/15,COM,Жена,80 - 89,5
2021/09/15,COM,Мъж,30 - 39,6
2021/09/15,COM,Жена,60 - 69,17
2021/09/15,COM,Жена,30 - 39,1
2021/09/15,AZ,Мъж,50 - 59,6
2021/09/15,AZ,Жена,40 - 49,4
2021/09/15,JANSS,Жена,50 - 59,2
2021/09/15,AZ,Жена,60 - 69,9
2021/09/15,COM,Жена,50 - 59,21
2021/09/16,AZ,Жена,70 - 79,8
2021/09/16,AZ,Жена,60 - 69,3
2021/09/16,COM,Жена,60 - 69,19
2021/09/16,COM,Мъж,60 - 69,11
2021/09/16,JANSS,Жена,30 - 39,3
2021/09/16,COM,Жена,70 - 79,7
2021/09/16,MOD,Жена,70 - 79,2
2021/09/16,JANSS,Мъж,20 - 29,1
2021/09/16,AZ,Жена,80 - 89,3
2021/09/16,COM,Жена,80 - 89,2
2021/09/16,COM,Жена,40 - 49,6
2021/09/16,JANSS,Жена,70 - 79,1
2021/09/16,COM,Мъж,70 - 79,7
2021/09/16,JANSS,Жена,50 - 59,1
2021/09/16,JANSS,Жена,20 - 29,1
2021/09/16,MOD,Жена,50 - 59,1
2021/09/16,COM,Жена,50 - 59,16
2021/09/16,MOD,Мъж,70 - 79,1
2021/09/16,JANSS,Жена,17 - 19,1
2021/09/16,JANSS,Жена,60 - 69,2
2021/09/16,JANSS,Мъж,30 - 39,2
2021/09/16,AZ,Мъж,30 - 39,2
2021/09/16,COM,Мъж,80 - 89,3
2021/09/16,AZ,Мъж,70 - 79,4
2021/09/16,JANSS,Мъж,50 - 59,2
2021/09/16,COM,Мъж,20 - 29,3
2021/09/16,AZ,Мъж,60 - 69,10
2021/09/16,JANSS,Мъж,40 - 49,2
2021/09/16,COM,Мъж,50 - 59,5
2021/09/16,COM,Мъж,40 - 49,7
2021/09/16,AZ,Мъж,80 - 89,4
2021/09/16,COM,Жена,30 - 39,6
2021/09/16,AZ,Мъж,20 - 29,2
2021/09/16,COM,Жена,20 - 29,4
2021/09/16,AZ,Мъж,50 - 59,4
2021/09/16,MOD,Жена,60 - 69,1
2021/09/16,JANSS,Жена,80 - 89,1
2021/09/16,AZ,Жена,40 - 49,7
2021/09/16,AZ,Жена,50 - 59,4
2021/09/16,MOD,Жена,40 - 49,2
2021/09/16,AZ,Мъж,40 - 49,4
2021/09/16,COM,Мъж,30 - 39,5
2021/09/16,AZ,Жена,30 - 39,1
2021/09/17,JANSS,Жена,70 - 79,1
2021/09/17,MOD,Мъж,60 - 69,3
2021/09/17,AZ,Жена,40 - 49,5
2021/09/17,JANSS,Жена,20 - 29,1
2021/09/17,MOD,Мъж,30 - 39,1
2021/09/17,AZ,Мъж,60 - 69,9
2021/09/17,AZ,Мъж,70 - 79,7
2021/09/17,COM,Жена,50 - 59,14
2021/09/17,MOD,Жена,40 - 49,3
2021/09/17,JANSS,Жена,60 - 69,4
2021/09/17,JANSS,Жена,40 - 49,2
2021/09/17,COM,Мъж,50 - 59,13
2021/09/17,COM,Жена,80 - 89,5
2021/09/17,COM,Мъж,80 - 89,1
2021/09/17,AZ,Жена,50 - 59,9
2021/09/17,JANSS,Мъж,50 - 59,1
2021/09/17,COM,Жена,40 - 49,7
2021/09/17,MOD,Жена,50 - 59,1
2021/09/17,MOD,Жена,60 - 69,1
2021/09/17,MOD,Мъж,70 - 79,1
2021/09/17,JANSS,Жена,30 - 39,3
2021/09/17,AZ,Мъж,50 - 59,11
2021/09/17,COM,Мъж,30 - 39,4
2021/09/17,JANSS,Мъж,30 - 39,3
2021/09/17,JANSS,Мъж,70 - 79,2
2021/09/17,JANSS,Мъж,60 - 69,2
2021/09/17,AZ,Мъж,30 - 39,2
2021/09/17,COM,Жена,20 - 29,3
2021/09/17,AZ,Мъж,40 - 49,4
2021/09/17,MOD,Мъж,20 - 29,1
2021/09/17,JANSS,Мъж,40 - 49,5
2021/09/17,JANSS,Мъж,17 - 19,1
2021/09/17,COM,Мъж,60 - 69,16
2021/09/17,COM,Мъж,40 - 49,3
2021/09/17,COM,Жена,30 - 39,4
2021/09/17,COM,Мъж,70 - 79,11
2021/09/17,COM,Жена,70 - 79,15
2021/09/17,JANSS,Жена,50 - 59,1
2021/09/17,AZ,Жена,60 - 69,12
2021/09/17,AZ,Жена,70 - 79,13
2021/09/17,AZ,Мъж,80 - 89,5
2021/09/17,COM,Жена,60 - 69,22
2021/09/17,AZ,Жена,30 - 39,2
2021/09/17,MOD,Мъж,50 - 59,1
2021/09/18,JANSS,Мъж,50 - 59,2
2021/09/18,AZ,Мъж,40 - 49,4
2021/09/18,AZ,Жена,80 - 89,2
2021/09/18,AZ,Жена,30 - 39,2
2021/09/18,MOD,Мъж,80 - 89,1
2021/09/18,COM,Мъж,80 - 89,2
2021/09/18,JANSS,Мъж,30 - 39,1
2021/09/18,AZ,Жена,70 - 79,2
2021/09/18,COM,Мъж,40 - 49,2
2021/09/18,AZ,Мъж,60 - 69,4
2021/09/18,COM,Мъж,20 - 29,1
2021/09/18,MOD,Жена,50 - 59,1
2021/09/18,COM,Жена,70 - 79,1
2021/09/18,MOD,Мъж,60 - 69,1
2021/09/18,COM,Мъж,12 - 14,1
2021/09/18,COM,Жена,80 - 89,2
2021/09/18,COM,Жена,30 - 39,4
2021/09/18,COM,Мъж,30 - 39,1
2021/09/18,AZ,Жена,40 - 49,1
2021/09/18,AZ,Мъж,50 - 59,3
2021/09/18,COM,Жена,50 - 59,7
2021/09/18,COM,Жена,20 - 29,1
2021/09/18,JANSS,Жена,60 - 69,1
2021/09/18,JANSS,Жена,20 - 29,1
2021/09/18,AZ,Мъж,30 - 39,1
2021/09/18,AZ,Мъж,80 - 89,1
2021/09/18,AZ,Жена,60 - 69,5
2021/09/18,JANSS,Жена,40 - 49,1
2021/09/18,COM,Мъж,70 - 79,6
2021/09/18,COM,Мъж,60 - 69,6
2021/09/18,JANSS,Жена,70 - 79,1
2021/09/18,COM,Жена,40 - 49,3
2021/09/18,AZ,Жена,50 - 59,3
2021/09/18,COM,Мъж,50 - 59,6
2021/09/18,AZ,Мъж,20 - 29,1
2021/09/18,JANSS,Жена,30 - 39,2
2021/09/18,JANSS,Мъж,20 - 29,1
2021/09/18,COM,Жена,60 - 69,6
2021/09/19,COM,Жена,40 - 49,1
2021/09/19,JANSS,Жена,40 - 49,2
2021/09/19,COM,Жена,20 - 29,3
2021/09/19,COM,Жена,80 - 89,1
2021/09/19,JANSS,Мъж,40 - 49,1
2021/09/19,COM,Мъж,80 - 89,3
2021/09/19,COM,Мъж,90+,1
2021/09/19,COM,Жена,70 - 79,4
2021/09/19,JANSS,Жена,60 - 69,2
2021/09/19,COM,Жена,50 - 59,2
2021/09/19,MOD,Жена,40 - 49,1
2021/09/19,COM,Жена,30 - 39,1
2021/09/19,COM,Жена,60 - 69,2
2021/09/19,COM,Мъж,70 - 79,2
2021/09/19,AZ,Мъж,60 - 69,1
2021/09/19,AZ,Жена,60 - 69,1
2021/09/19,COM,Мъж,60 - 69,7
2021/09/19,AZ,Мъж,40 - 49,1
2021/09/19,COM,Мъж,40 - 49,1
2021/09/19,AZ,Мъж,50 - 59,2
2021/09/19,COM,Мъж,50 - 59,2
2021/09/19,AZ,Мъж,80 - 89,1
2021/09/19,AZ,Жена,50 - 59,1
2021/09/19,AZ,Мъж,70 - 79,3
2021/09/19,AZ,Жена,30 - 39,1
2021/09/20,COM,Мъж,40 - 49,9
2021/09/20,MOD,Мъж,70 - 79,1
2021/09/20,JANSS,Мъж,20 - 29,1
2021/09/20,MOD,Мъж,90+,1
2021/09/20,JANSS,Мъж,50 - 59,4
2021/09/20,MOD,Жена,80 - 89,1
2021/09/20,AZ,Жена,80 - 89,1
2021/09/20,COM,Жена,90+,2
2021/09/20,MOD,Жена,20 - 29,1
2021/09/20,JANSS,Мъж,40 - 49,5
2021/09/20,AZ,Жена,60 - 69,11
2021/09/20,COM,Мъж,80 - 89,3
2021/09/20,JANSS,Жена,70 - 79,3
2021/09/20,AZ,Мъж,40 - 49,2
2021/09/20,MOD,Жена,50 - 59,1
2021/09/20,COM,Жена,50 - 59,23
2021/09/20,JANSS,Жена,20 - 29,3
2021/09/20,COM,Мъж,30 - 39,11
2021/09/20,JANSS,Жена,30 - 39,4
2021/09/20,MOD,Мъж,50 - 59,2
2021/09/20,MOD,Жена,60 - 69,6
2021/09/20,AZ,Жена,40 - 49,4
2021/09/20,AZ,Жена,70 - 79,7
2021/09/20,AZ,Мъж,20 - 29,1
2021/09/20,JANSS,Жена,50 - 59,3
2021/09/20,MOD,Мъж,40 - 49,1
2021/09/20,COM,Жена,60 - 69,22
2021/09/20,JANSS,Мъж,60 - 69,2
2021/09/20,COM,Мъж,20 - 29,1
2021/09/20,COM,Мъж,50 - 59,20
2021/09/20,MOD,Мъж,60 - 69,4
2021/09/20,COM,Жена,20 - 29,6
2021/09/20,COM,Жена,30 - 39,7
2021/09/20,COM,Жена,80 - 89,6
2021/09/20,JANSS,Жена,60 - 69,1
2021/09/20,COM,Мъж,60 - 69,18
2021/09/20,COM,Жена,40 - 49,8
2021/09/20,COM,Жена,70 - 79,12
2021/09/20,AZ,Мъж,60 - 69,11
2021/09/20,AZ,Жена,30 - 39,1
2021/09/20,AZ,Мъж,50 - 59,8
2021/09/20,MOD,Мъж,30 - 39,2
2021/09/20,JANSS,Мъж,70 - 79,2
2021/09/20,MOD,Жена,40 - 49,2
2021/09/20,JANSS,Мъж,30 - 39,2
2021/09/20,AZ,Мъж,30 - 39,1
2021/09/20,MOD,Жена,30 - 39,1
2021/09/20,COM,Мъж,70 - 79,15
2021/09/20,JANSS,Мъж,80 - 89,1
2021/09/20,AZ,Мъж,70 - 79,6
2021/09/20,AZ,Жена,50 - 59,10
2021/09/20,JANSS,Жена,40 - 49,9
2021/09/21,COM,Мъж,40 - 49,5
2021/09/21,COM,Жена,20 - 29,1
2021/09/21,AZ,Жена,20 - 29,1
2021/09/21,MOD,Жена,60 - 69,2
2021/09/21,MOD,Мъж,70 - 79,2
2021/09/21,MOD,Жена,30 - 39,1
2021/09/21,COM,Мъж,50 - 59,12
2021/09/21,JANSS,Жена,50 - 59,4
2021/09/21,JANSS,Мъж,50 - 59,4
2021/09/21,JANSS,Мъж,20 - 29,1
2021/09/21,AZ,Жена,70 - 79,7
2021/09/21,JANSS,Мъж,80 - 89,1
2021/09/21,JANSS,Жена,70 - 79,1
2021/09/21,COM,Жена,70 - 79,12
2021/09/21,AZ,Жена,40 - 49,3
2021/09/21,AZ,Мъж,30 - 39,1
2021/09/21,COM,Жена,60 - 69,17
2021/09/21,MOD,Жена,70 - 79,2
2021/09/21,AZ,Жена,50 - 59,6
2021/09/21,AZ,Жена,60 - 69,5
2021/09/21,AZ,Мъж,80 - 89,4
2021/09/21,COM,Жена,50 - 59,16
2021/09/21,JANSS,Мъж,70 - 79,1
2021/09/21,JANSS,Жена,40 - 49,2
2021/09/21,AZ,Мъж,60 - 69,13
2021/09/21,AZ,Мъж,40 - 49,4
2021/09/21,COM,Жена,30 - 39,7
2021/09/21,AZ,Жена,30 - 39,5
2021/09/21,COM,Мъж,20 - 29,2
2021/09/21,AZ,Мъж,70 - 79,6
2021/09/21,JANSS,Мъж,40 - 49,4
2021/09/21,COM,Жена,40 - 49,20
2021/09/21,JANSS,Жена,30 - 39,2
2021/09/21,MOD,Мъж,40 - 49,2
2021/09/21,COM,Мъж,60 - 69,14
2021/09/21,COM,Мъж,80 - 89,4
2021/09/21,COM,Жена,80 - 89,4
2021/09/21,JANSS,Мъж,60 - 69,1
2021/09/21,AZ,Мъж,20 - 29,1
2021/09/21,AZ,Жена,80 - 89,2
2021/09/21,COM,Мъж,30 - 39,8
2021/09/21,COM,Мъж,70 - 79,12
2021/09/21,MOD,Жена,50 - 59,2
2021/09/21,AZ,Мъж,50 - 59,6
2021/09/21,AZ,Мъж,90+,1
2021/09/22,JANSS,Мъж,40 - 49,1
2021/09/22,MOD,Мъж,60 - 69,1
2021/09/22,MOD,Мъж,50 - 59,1
2021/09/22,COM,Жена,60 - 69,15
2021/09/22,AZ,Мъж,60 - 69,4
2021/09/22,MOD,Мъж,70 - 79,2
2021/09/22,COM,Жена,50 - 59,10
2021/09/22,MOD,Мъж,40 - 49,1
2021/09/22,COM,Жена,70 - 79,2
2021/09/22,MOD,Жена,50 - 59,2
2021/09/22,AZ,Жена,40 - 49,1
2021/09/22,MOD,Жена,90+,1
2021/09/22,COM,Жена,80 - 89,2
2021/09/22,JANSS,Жена,20 - 29,1
2021/09/22,COM,Жена,40 - 49,6
2021/09/22,COM,Мъж,40 - 49,3
2021/09/22,COM,Жена,30 - 39,4
2021/09/22,COM,Мъж,80 - 89,1
2021/09/22,MOD,Мъж,80 - 89,1
2021/09/22,AZ - COM,Жена,40 - 49,1
2021/09/22,COM,Мъж,17 - 19,1
2021/09/22,COM,Жена,20 - 29,3
2021/09/22,COM,Мъж,30 - 39,2
2021/09/22,COM,Мъж,20 - 29,2
2021/09/22,AZ,Мъж,70 - 79,2
2021/09/22,AZ,Мъж,40 - 49,3
2021/09/22,AZ,Мъж,30 - 39,1
2021/09/22,AZ,Жена,60 - 69,3
2021/09/22,JANSS,Мъж,60 - 69,2
2021/09/22,JANSS,Жена,40 - 49,1
2021/09/22,JANSS,Жена,30 - 39,1
2021/09/22,AZ,Жена,50 - 59,2
2021/09/22,AZ,Жена,70 - 79,1
2021/09/22,JANSS,Мъж,30 - 39,2
2021/09/22,COM,Мъж,60 - 69,7
2021/09/22,COM,Мъж,70 - 79,4
2021/09/22,AZ,Жена,30 - 39,1
2021/09/23,MOD,Мъж,60 - 69,2
2021/09/23,COM,Жена,70 - 79,10
2021/09/23,MOD,Жена,60 - 69,1
2021/09/23,JANSS,Мъж,40 - 49,4
2021/09/23,MOD,Жена,17 - 19,1
2021/09/23,JANSS,Жена,90+,1
2021/09/23,AZ,Жена,60 - 69,7
2021/09/23,MOD,Мъж,70 - 79,1
2021/09/23,AZ,Мъж,40 - 49,6
2021/09/23,JANSS,Мъж,17 - 19,1
2021/09/23,COM,Жена,80 - 89,7
2021/09/23,COM,Мъж,50 - 59,14
2021/09/23,JANSS,Жена,60 - 69,2
2021/09/23,JANSS,Мъж,60 - 69,9
2021/09/23,MOD,Мъж,50 - 59,5
2021/09/23,JANSS,Мъж,20 - 29,1
2021/09/23,MOD,Жена,50 - 59,4
2021/09/23,COM,Мъж,40 - 49,3
2021/09/23,AZ,Мъж,60 - 69,7
2021/09/23,COM,Жена,20 - 29,2
2021/09/23,COM,Мъж,70 - 79,12
2021/09/23,JANSS,Мъж,70 - 79,2
2021/09/23,AZ,Мъж,80 - 89,3
2021/09/23,JANSS,Жена,20 - 29,1
2021/09/23,COM,Жена,50 - 59,17
2021/09/23,COM,Мъж,60 - 69,13
2021/09/23,COM,Мъж,30 - 39,5
