Дата,Ваксина,Пол,Възрастова група,Брой починали
2021/11/26,AZ,Мъж,70 - 79,2
2021/11/26,JANSS,Жена,70 - 79,1
2021/11/26,MOD,Жена,80 - 89,1
2021/11/26,COM,Жена,70 - 79,2
2021/11/27,COM,Мъж,90+,1
2021/11/27,AZ,Мъж,60 - 69,1
2021/11/27,AZ,Мъж,70 - 79,1
2021/11/27,AZ,Жена,60 - 69,1
2021/11/28,JANSS,Мъж,60 - 69,1
2021/11/28,AZ,Жена,70 - 79,2
2021/11/28,AZ,Мъж,60 - 69,1
2021/11/29,JANSS,Жена,50 - 59,1
2021/11/29,JANSS,Мъж,50 - 59,1
2021/11/29,AZ,Жена,80 - 89,1
2021/11/29,AZ,Мъж,60 - 69,1
2021/11/29,AZ,Мъж,70 - 79,1
2021/11/29,COM,Мъж,50 - 59,1
2021/11/29,COM,Жена,80 - 89,1
2021/11/29,JANSS,Жена,60 - 69,1
2021/11/29,COM,Жена,60 - 69,3
2021/11/29,JANSS,Мъж,70 - 79,2
2021/11/29,COM,Мъж,80 - 89,3
2021/11/29,MOD,Мъж,80 - 89,1
2021/11/29,JANSS,Мъж,80 - 89,2
2021/11/30,JANSS,Мъж,40 - 49,1
2021/11/30,COM,Мъж,70 - 79,2
2021/11/30,COM,Жена,60 - 69,2
2021/11/30,AZ,Мъж,80 - 89,1
2021/11/30,COM,Жена,80 - 89,2
2021/11/30,AZ,Жена,70 - 79,1
2021/11/30,AZ,Мъж,70 - 79,1
2021/11/30,MOD,Жена,70 - 79,1
2021/11/30,JANSS,Жена,70 - 79,1
2021/11/30,JANSS,Мъж,30 - 39,1
2021/11/30,AZ,Жена,80 - 89,1
2021/12/01,COM,Мъж,70 - 79,3
2021/12/01,COM,Мъж,80 - 89,1
2021/12/01,JANSS,Жена,60 - 69,1
2021/12/01,COM,Жена,80 - 89,1
2021/12/01,AZ,Мъж,80 - 89,1
2021/12/01,MOD,Мъж,70 - 79,1
2021/12/01,AZ,Мъж,70 - 79,2
2021/12/01,JANSS,Мъж,40 - 49,1
2021/12/01,MOD,Жена,70 - 79,1
2021/12/02,AZ,Мъж,70 - 79,2
2021/12/02,MOD,Жена,70 - 79,1
2021/12/02,COM,Жена,60 - 69,1
2021/12/02,JANSS,Мъж,30 - 39,1
2021/12/02,COM,Мъж,60 - 69,1
2021/12/02,COM,Мъж,70 - 79,1
2021/12/02,AZ,Жена,60 - 69,1
2021/12/03,COM,Мъж,70 - 79,1
2021/12/03,COM,Жена,60 - 69,1
2021/12/03,JANSS,Жена,60 - 69,1
2021/12/03,JANSS,Мъж,60 - 69,1
2021/12/03,AZ,Мъж,70 - 79,1
2021/12/03,MOD,Мъж,80 - 89,1
2021/12/03,COM,Мъж,80 - 89,1
2021/12/03,COM,Мъж,50 - 59,1
2021/12/03,JANSS,Мъж,40 - 49,1
2021/12/03,JANSS,Мъж,50 - 59,1
2021/12/03,AZ,Жена,70 - 79,1
2021/12/03,COM,Жена,80 - 89,1
2021/12/03,JANSS,Жена,70 - 79,2
2021/12/04,AZ,Мъж,60 - 69,1
2021/12/04,AZ,Мъж,70 - 79,1
2021/12/04,AZ,Жена,50 - 59,1
2021/12/04,COM,Жена,50 - 59,1
2021/12/04,JANSS,Мъж,70 - 79,1
2021/12/05,-,-,-,0
2021/12/06,COM,Мъж,80 - 89,3
2021/12/06,AZ,Мъж,70 - 79,3
2021/12/06,COM,Жена,60 - 69,1
2021/12/06,COM,Мъж,70 - 79,1
2021/12/06,AZ,Мъж,60 - 69,1
2021/12/06,COM,Жена,70 - 79,1
2021/12/06,COM,Жена,80 - 89,1
2021/12/06,JANSS,Жена,50 - 59,1
2021/12/06,AZ - COM,Мъж,60 - 69,1
2021/12/07,COM,Мъж,80 - 89,1
2021/12/07,COM,Мъж,70 - 79,1
2021/12/07,AZ,Жена,70 - 79,1
2021/12/08,COM,Жена,80 - 89,1
2021/12/08,AZ,Жена,60 - 69,1
2021/12/08,JANSS,Мъж,60 - 69,3
2021/12/08,COM,Мъж,70 - 79,2
2021/12/08,COM,Жена,60 - 69,1
2021/12/08,AZ,Мъж,80 - 89,2
2021/12/08,JANSS,Мъж,30 - 39,1
2021/12/09,MOD,Мъж,70 - 79,1
2021/12/09,JANSS,Мъж,70 - 79,2
2021/12/09,COM,Мъж,70 - 79,2
2021/12/10,AZ,Мъж,70 - 79,2
2021/12/10,JANSS,Мъж,50 - 59,1
2021/12/10,COM,Мъж,60 - 69,1
2021/12/10,COM,Жена,70 - 79,1
2021/12/10,JANSS,Мъж,60 - 69,1
2021/12/11,AZ,Мъж,80 - 89,1
2021/12/11,COM,Мъж,70 - 79,1
2021/12/11,COM,Мъж,80 - 89,1
2021/12/11,JANSS,Мъж,40 - 49,1
2021/12/12,COM,Жена,70 - 79,1
2021/12/12,COM,Мъж,80 - 89,1
2021/12/12,COM,Жена,80 - 89,1
2021/12/13,AZ,Мъж,70 - 79,1
2021/12/13,AZ,Жена,70 - 79,2
2021/12/13,COM,Мъж,70 - 79,1
2021/12/13,JANSS,Жена,80 - 89,1
2021/12/13,COM,Мъж,80 - 89,1
2021/12/13,COM,Мъж,60 - 69,1
2021/12/13,COM,Жена,80 - 89,2
2021/12/13,JANSS,Мъж,70 - 79,1
2021/12/13,COM,Мъж,40 - 49,1
2021/12/14,COM,Жена,60 - 69,1
2021/12/14,COM,Мъж,60 - 69,2
2021/12/14,AZ,Мъж,60 - 69,1
2021/12/14,COM,Жена,70 - 79,1
2021/12/14,COM,Мъж,80 - 89,2
2021/12/14,AZ,Мъж,70 - 79,1
2021/12/14,AZ,Мъж,80 - 89,1
2021/12/15,COM,Мъж,60 - 69,1
2021/12/15,MOD,Жена,90+,1
2021/12/15,JANSS,Мъж,80 - 89,1
2021/12/16,MOD,Жена,80 - 89,1
2021/12/16,COM,Жена,70 - 79,1
2021/12/16,COM,Мъж,70 - 79,1
2021/12/16,JANSS,Мъж,60 - 69,2
2021/12/16,AZ,Мъж,70 - 79,1
2021/12/16,JANSS,Мъж,70 - 79,1
2021/12/16,MOD,Мъж,70 - 79,1
2021/12/16,COM,Мъж,60 - 69,2
2021/12/16,JANSS,Жена,50 - 59,1
2021/12/17,COM,Мъж,70 - 79,1
2021/12/17,COM,Жена,80 - 89,1
2021/12/17,AZ,Мъж,90+,1
2021/12/17,AZ,Жена,70 - 79,1
2021/12/17,AZ,Мъж,70 - 79,1
2021/12/18,COM,Жена,70 - 79,2
2021/12/19,AZ,Жена,60 - 69,1
2021/12/19,JANSS,Жена,80 - 89,1
2021/12/19,COM,Мъж,70 - 79,1
2021/12/19,JANSS,Мъж,50 - 59,2
2021/12/19,COM,Мъж,80 - 89,2
2021/12/19,AZ,Жена,80 - 89,1
2021/12/20,COM,Жена,60 - 69,1
2021/12/20,COM,Мъж,40 - 49,1
2021/12/20,COM,Мъж,80 - 89,1
2021/12/20,AZ,Мъж,70 - 79,1
2021/12/20,JANSS,Жена,50 - 59,1
2021/12/20,JANSS,Мъж,60 - 69,1
2021/12/20,COM,Мъж,70 - 79,3
2021/12/21,COM,Мъж,60 - 69,1
2021/12/21,JANSS,Мъж,40 - 49,2
2021/12/21,AZ,Мъж,80 - 89,1
2021/12/21,JANSS,Мъж,50 - 59,1
2021/12/21,AZ,Жена,70 - 79,1
2021/12/21,AZ,Мъж,70 - 79,1
2021/12/21,MOD,Мъж,70 - 79,1
2021/12/21,MOD,Жена,70 - 79,1
2021/12/22,COM,Мъж,60 - 69,1
2021/12/22,AZ,Мъж,60 - 69,1
2021/12/22,COM,Мъж,70 - 79,1
2021/12/23,AZ,Мъж,80 - 89,1
2021/12/23,COM,Мъж,80 - 89,1
2021/12/23,AZ,Мъж,60 - 69,1
2021/12/23,AZ,Жена,80 - 89,1
2021/12/23,AZ,Мъж,70 - 79,1
2021/12/24,AZ,Мъж,70 - 79,1
2021/12/24,COM,Мъж,70 - 79,1
2021/12/24,COM,Мъж,80 - 89,1
2021/12/24,COM,Мъж,60 - 69,1
2021/12/24,MOD,Мъж,70 - 79,1
2021/12/24,COM,Жена,80 - 89,1
2021/12/25,COM,Мъж,60 - 69,2
2021/12/26,JANSS,Мъж,60 - 69,1
2021/12/26,AZ,Мъж,60 - 69,1
2021/12/26,COM,Мъж,70 - 79,1
2021/12/26,COM,Жена,80 - 89,1
2021/12/27,COM,Мъж,90+,1
2021/12/27,AZ,Жена,70 - 79,1
2021/12/28,JANSS,Жена,30 - 39,1
2021/12/28,COM,Мъж,80 - 89,1
2021/12/28,AZ,Мъж,70 - 79,1
2021/12/28,MOD,Жена,70 - 79,1
2021/12/28,COM,Мъж,70 - 79,1
2021/12/29,COM,Мъж,70 - 79,3
2021/12/29,JANSS,Жена,70 - 79,1
2021/12/29,MOD,Мъж,70 - 79,1
2021/12/29,AZ,Мъж,70 - 79,1
2021/12/29,JANSS,Мъж,20 - 29,1
2021/12/29,COM,Жена,70 - 79,1
2021/12/29,AZ,Мъж,60 - 69,1
2021/12/29,JANSS,Мъж,70 - 79,1
2021/12/29,COM,Жена,80 - 89,2
2021/12/30,COM,Мъж,50 - 59,1
2021/12/30,COM,Жена,70 - 79,1
2021/12/30,AZ,Мъж,60 - 69,1
2021/12/30,COM,Жена,60 - 69,1
2021/12/30,COM,Мъж,70 - 79,1
2021/12/31,JANSS,Мъж,70 - 79,1
2021/12/31,JANSS,Мъж,60 - 69,1
2021/12/31,COM,Мъж,70 - 79,1
2021/12/31,COM,Мъж,50 - 59,1
2022/01/01,MOD,Жена,50 - 59,1
2022/01/02,COM,Мъж,70 - 79,1
2022/01/02,AZ,Мъж,60 - 69,1
2022/01/02,JANSS,Жена,70 - 79,1
2022/01/02,JANSS,Мъж,60 - 69,1
2022/01/03,COM,Мъж,70 - 79,1
2022/01/03,AZ,Мъж,60 - 69,1
2022/01/04,MOD,Мъж,70 - 79,1
2022/01/04,COM,Мъж,80 - 89,2
2022/01/04,JANSS,Мъж,50 - 59,1
2022/01/04,COM,Мъж,70 - 79,2
2022/01/04,JANSS,Жена,80 - 89,1
2022/01/04,JANSS,Мъж,60 - 69,1
2022/01/04,COM,Жена,70 - 79,2
2022/01/04,AZ,Мъж,70 - 79,2
2022/01/04,COM,Жена,90+,1
2022/01/04,JANSS,Жена,40 - 49,1
2022/01/04,AZ - COM,Жена,80 - 89,1
2022/01/05,COM,Жена,50 - 59,1
2022/01/05,AZ,Мъж,60 - 69,1
2022/01/05,COM,Мъж,80 - 89,1
2022/01/05,COM,Жена,70 - 79,1
2022/01/06,JANSS,Мъж,70 - 79,1
2022/01/06,JANSS,Мъж,50 - 59,1
2022/01/07,COM,Мъж,60 - 69,1
2022/01/07,COM,Жена,70 - 79,1
2022/01/07,COM,Жена,80 - 89,1
2022/01/07,AZ,Мъж,80 - 89,1
2022/01/07,COM,Мъж,70 - 79,1
2022/01/07,COM,Мъж,40 - 49,1
2022/01/07,AZ,Мъж,60 - 69,1
2022/01/08,-,-,-,0
2022/01/09,AZ,Жена,70 - 79,1
2022/01/09,JANSS,Мъж,70 - 79,1
2022/01/09,JANSS,Мъж,40 - 49,1
2022/01/09,COM,Мъж,60 - 69,1
2022/01/09,COM,Жена,70 - 79,1
2022/01/09,COM,Жена,80 - 89,1
2022/01/09,JANSS,Мъж,60 - 69,1
2022/01/10,AZ,Мъж,70 - 79,1
2022/01/10,AZ,Мъж,30 - 39,1
2022/01/10,JANSS,Мъж,80 - 89,1
2022/01/10,JANSS,Мъж,50 - 59,1
2022/01/10,COM,Жена,80 - 89,1
2022/01/10,COM,Жена,50 - 59,1
2022/01/11,MOD,Мъж,70 - 79,1
2022/01/11,AZ,Мъж,70 - 79,2
2022/01/11,AZ,Мъж,80 - 89,1
2022/01/11,COM,Мъж,60 - 69,1
2022/01/11,COM,Жена,80 - 89,2
2022/01/12,COM,Жена,60 - 69,1
2022/01/12,JANSS,Жена,50 - 59,1
2022/01/12,JANSS,Мъж,50 - 59,1
2022/01/12,COM,Мъж,60 - 69,1
2022/01/12,AZ,Мъж,80 - 89,1
2022/01/12,AZ,Мъж,70 - 79,1
2022/01/13,MOD,Мъж,60 - 69,1
2022/01/13,JANSS,Жена,60 - 69,1
2022/01/13,JANSS,Мъж,60 - 69,1
2022/01/13,COM,Мъж,80 - 89,1
2022/01/14,JANSS,Жена,60 - 69,1
2022/01/14,COM,Жена,70 - 79,1
2022/01/14,COM,Жена,60 - 69,1
2022/01/14,COM,Мъж,70 - 79,3
2022/01/14,AZ - COM,Мъж,80 - 89,1
2022/01/14,MOD,Мъж,70 - 79,1
2022/01/15,JANSS,Мъж,80 - 89,1
2022/01/15,COM,Мъж,70 - 79,1
2022/01/16,COM,Мъж,70 - 79,1
2022/01/16,COM,Жена,60 - 69,1
2022/01/16,JANSS,Мъж,70 - 79,1
2022/01/17,COM,Мъж,80 - 89,2
2022/01/17,MOD,Жена,80 - 89,1
2022/01/17,MOD,Мъж,70 - 79,2
2022/01/17,COM,Жена,60 - 69,1
2022/01/17,COM,Мъж,70 - 79,3
2022/01/17,JANSS,Жена,80 - 89,1
2022/01/17,AZ,Мъж,60 - 69,1
2022/01/17,JANSS,Мъж,80 - 89,1
2022/01/17,COM,Мъж,60 - 69,1
2022/01/18,JANSS,Мъж,40 - 49,1
2022/01/18,COM,Мъж,80 - 89,1
2022/01/18,AZ - COM,Мъж,60 - 69,1
2022/01/18,COM,Жена,80 - 89,1
2022/01/18,AZ,Мъж,70 - 79,1
2022/01/18,JANSS,Жена,40 - 49,1
2022/01/18,COM,Мъж,50 - 59,1
2022/01/19,COM,Жена,70 - 79,1
2022/01/19,JANSS,Мъж,50 - 59,2
2022/01/19,COM,Мъж,40 - 49,1
2022/01/19,COM,Мъж,70 - 79,1
2022/01/20,JANSS,Мъж,50 - 59,2
2022/01/20,COM,Жена,60 - 69,1
2022/01/20,COM,Мъж,70 - 79,3
2022/01/20,JANSS,Жена,50 - 59,1
2022/01/20,AZ - COM,Мъж,80 - 89,1
2022/01/20,COM,Жена,70 - 79,1
2022/01/21,COM,Мъж,70 - 79,1
2022/01/21,COM,Жена,70 - 79,1
2022/01/21,COM,Мъж,80 - 89,2
2022/01/21,COM,Жена,30 - 39,1
2022/01/22,MOD,Мъж,70 - 79,1
2022/01/22,COM,Мъж,80 - 89,1
2022/01/22,COM,Жена,70 - 79,1
2022/01/22,COM,Мъж,70 - 79,1
2022/01/22,JANSS,Жена,40 - 49,1
2022/01/22,COM,Жена,80 - 89,1
2022/01/23,-,-,-,0
2022/01/24,JANSS,Мъж,70 - 79,1
2022/01/24,COM,Мъж,70 - 79,3
2022/01/24,COM,Мъж,40 - 49,1
2022/01/24,JANSS,Мъж,60 - 69,1
2022/01/24,COM,Мъж,80 - 89,2
2022/01/24,AZ,Жена,70 - 79,1
2022/01/24,MOD,Мъж,70 - 79,1
2022/01/24,JANSS,Жена,70 - 79,1
2022/01/24,MOD,Мъж,50 - 59,1
2022/01/25,MOD,Мъж,70 - 79,1
2022/01/25,JANSS,Мъж,80 - 89,1
2022/01/25,COM,Жена,80 - 89,1
2022/01/25,AZ,Мъж,50 - 59,1
2022/01/25,JANSS,Жена,70 - 79,1
2022/01/25,COM - MOD,Мъж,70 - 79,1
2022/01/25,AZ,Мъж,70 - 79,1
2022/01/25,MOD,Жена,70 - 79,1
2022/01/25,JANSS,Мъж,70 - 79,2
2022/01/25,JANSS,Мъж,50 - 59,1
2022/01/25,COM,Мъж,60 - 69,1
2022/01/26,AZ,Мъж,40 - 49,1
2022/01/26,JANSS,Жена,50 - 59,1
2022/01/26,COM - MOD,Мъж,80 - 89,1
2022/01/26,JANSS,Мъж,70 - 79,1
2022/01/26,COM,Мъж,80 - 89,2
2022/01/26,COM,Мъж,60 - 69,1
2022/01/26,MOD,Мъж,50 - 59,1
2022/01/26,MOD,Мъж,60 - 69,1
2022/01/26,COM,Мъж,70 - 79,1
2022/01/27,COM,Жена,60 - 69,1
2022/01/27,COM,Жена,70 - 79,2
2022/01/27,JANSS,Мъж,60 - 69,1
2022/01/27,COM,Мъж,70 - 79,1
2022/01/27,AZ,Мъж,50 - 59,1
2022/01/27,MOD,Мъж,60 - 69,1
2022/01/27,AZ,Жена,80 - 89,1
2022/01/28,AZ,Жена,80 - 89,1
2022/01/28,MOD,Мъж,30 - 39,1
2022/01/28,COM,Мъж,70 - 79,1
2022/01/28,MOD,Мъж,70 - 79,1
2022/01/28,JANSS,Жена,70 - 79,1
2022/01/28,JANSS,Мъж,70 - 79,1
2022/01/28,COM,Мъж,50 - 59,1
2022/01/28,COM,Жена,70 - 79,1
2022/01/29,-,-,-,0
2022/01/30,JANSS,Жена,30 - 39,1
2022/01/30,COM,Мъж,80 - 89,2
2022/01/31,JANSS,Жена,60 - 69,1
2022/01/31,COM,Жена,60 - 69,1
2022/01/31,JANSS,Мъж,40 - 49,1
2022/01/31,COM,Жена,80 - 89,2
2022/01/31,JANSS,Жена,70 - 79,2
2022/01/31,COM,Мъж,80 - 89,2
2022/01/31,COM,Жена,70 - 79,1
2022/01/31,AZ,Мъж,60 - 69,1
2022/01/31,AZ - COM,Мъж,70 - 79,1
2022/01/31,JANSS,Мъж,30 - 39,1
2022/01/31,COM,Мъж,70 - 79,3
2022/01/31,AZ,Жена,80 - 89,1
2022/01/31,COM,Жена,40 - 49,1
2022/01/31,AZ - COM,Мъж,80 - 89,1
2022/02/01,JANSS,Жена,70 - 79,2
2022/02/01,MOD,Мъж,70 - 79,2
2022/02/01,AZ,Жена,70 - 79,1
2022/02/01,COM,Жена,80 - 89,1
2022/02/01,COM,Мъж,40 - 49,1
2022/02/01,COM,Мъж,80 - 89,2
2022/02/01,COM,Жена,70 - 79,1
2022/02/01,AZ - COM,Мъж,80 - 89,1
2022/02/01,JANSS,Мъж,70 - 79,2
2022/02/01,COM,Мъж,70 - 79,2
2022/02/02,JANSS,Жена,70 - 79,1
2022/02/02,COM,Мъж,60 - 69,1
2022/02/02,COM,Мъж,80 - 89,1
2022/02/02,COM,Жена,50 - 59,1
2022/02/02,COM,Мъж,70 - 79,3
2022/02/02,COM,Мъж,50 - 59,1
2022/02/02,COM,Жена,80 - 89,1
2022/02/02,COM,Жена,70 - 79,1
2022/02/02,AZ,Мъж,70 - 79,1
2022/02/02,COM,Жена,60 - 69,1
2022/02/03,COM,Мъж,80 - 89,2
2022/02/03,MOD,Мъж,70 - 79,2
2022/02/03,COM,Мъж,60 - 69,2
2022/02/03,COM,Жена,50 - 59,1
2022/02/03,COM,Жена,70 - 79,1
2022/02/03,COM - MOD,Мъж,60 - 69,1
2022/02/03,AZ,Жена,70 - 79,1
2022/02/03,COM,Мъж,70 - 79,1
2022/02/04,AZ,Жена,80 - 89,1
2022/02/04,COM,Мъж,70 - 79,2
2022/02/04,COM,Мъж,60 - 69,1
2022/02/04,COM,Мъж,80 - 89,2
2022/02/04,JANSS,Мъж,70 - 79,1
2022/02/04,COM,Жена,60 - 69,1
2022/02/04,JANSS,Мъж,80 - 89,1
2022/02/04,MOD,Жена,70 - 79,1
2022/02/05,COM,Мъж,60 - 69,1
2022/02/05,COM,Мъж,80 - 89,1
2022/02/05,JANSS,Мъж,70 - 79,1
2022/02/05,JANSS,Мъж,50 - 59,1
2022/02/06,COM,Мъж,80 - 89,2
2022/02/06,COM,Мъж,30 - 39,1
2022/02/07,COM,Мъж,60 - 69,3
2022/02/07,JANSS,Мъж,70 - 79,3
2022/02/07,JANSS,Мъж,50 - 59,1
2022/02/07,COM,Жена,70 - 79,1
2022/02/07,COM,Мъж,70 - 79,5
2022/02/07,AZ,Жена,70 - 79,1
2022/02/07,COM,Жена,80 - 89,1
2022/02/07,COM,Жена,50 - 59,1
2022/02/07,JANSS,Жена,60 - 69,1
2022/02/08,COM,Мъж,40 - 49,1
2022/02/08,COM,Мъж,80 - 89,1
2022/02/08,COM,Жена,60 - 69,1
2022/02/08,JANSS,Жена,60 - 69,1
2022/02/08,COM,Мъж,70 - 79,1
2022/02/08,AZ,Жена,70 - 79,1
2022/02/08,COM,Жена,70 - 79,2
2022/02/09,MOD,Жена,50 - 59,1
2022/02/09,JANSS,Мъж,80 - 89,1
2022/02/09,COM,Мъж,60 - 69,2
2022/02/09,COM,Жена,80 - 89,1
2022/02/09,COM,Жена,60 - 69,1
2022/02/09,COM,Мъж,80 - 89,1
2022/02/09,MOD,Мъж,70 - 79,1
2022/02/09,JANSS,Мъж,50 - 59,2
2022/02/09,COM,Мъж,70 - 79,2
2022/02/09,JANSS,Мъж,70 - 79,1
2022/02/10,COM,Жена,80 - 89,2
2022/02/10,COM,Мъж,80 - 89,2
2022/02/10,COM,Мъж,90+,1
2022/02/10,COM,Мъж,60 - 69,1
2022/02/10,COM - JANSS,Мъж,90+,1
2022/02/10,JANSS,Мъж,70 - 79,1
2022/02/10,COM,Мъж,70 - 79,2
2022/02/10,JANSS,Мъж,40 - 49,1
2022/02/11,JANSS,Жена,70 - 79,1
2022/02/11,COM,Жена,70 - 79,1
2022/02/11,COM,Мъж,50 - 59,1
2022/02/11,AZ - COM,Мъж,80 - 89,1
2022/02/11,COM,Мъж,70 - 79,3
2022/02/11,JANSS,Мъж,70 - 79,1
2022/02/11,COM,Жена,80 - 89,1
2022/02/11,MOD,Мъж,50 - 59,1
2022/02/11,JANSS,Мъж,50 - 59,1
2022/02/11,JANSS,Мъж,60 - 69,1
2022/02/12,COM,Мъж,80 - 89,1
2022/02/12,JANSS,Жена,60 - 69,1
2022/02/12,JANSS,Мъж,80 - 89,1
2022/02/13,COM,Мъж,70 - 79,1
2022/02/13,COM,Жена,80 - 89,1
2022/02/13,COM,Мъж,80 - 89,1
2022/02/14,COM,Жена,90+,1
2022/02/14,AZ,Мъж,70 - 79,1
2022/02/14,MOD,Жена,80 - 89,2
2022/02/14,COM,Мъж,90+,1
2022/02/14,JANSS,Мъж,60 - 69,1
2022/02/14,JANSS,Жена,60 - 69,1
2022/02/14,JANSS,Мъж,70 - 79,1
2022/02/14,MOD,Мъж,80 - 89,1
2022/02/14,AZ,Мъж,60 - 69,1
2022/02/14,COM,Мъж,70 - 79,3
2022/02/14,COM,Жена,50 - 59,1
2022/02/14,COM,Жена,80 - 89,5
2022/02/14,COM,Мъж,60 - 69,2
2022/02/14,COM,Жена,70 - 79,2
2022/02/14,COM,Мъж,80 - 89,6
2022/02/15,COM,Мъж,80 - 89,1
2022/02/15,JANSS,Жена,30 - 39,1
2022/02/15,COM,Жена,80 - 89,2
2022/02/15,JANSS,Жена,70 - 79,1
2022/02/15,COM,Мъж,70 - 79,1
2022/02/15,JANSS,Мъж,70 - 79,2
2022/02/15,JANSS,Мъж,50 - 59,1
2022/02/15,COM,Мъж,50 - 59,1
2022/02/15,COM,Мъж,60 - 69,1
2022/02/16,COM,Жена,80 - 89,1
2022/02/16,COM,Мъж,70 - 79,2
2022/02/16,COM,Мъж,90+,1
2022/02/16,JANSS,Мъж,60 - 69,1
2022/02/16,COM,Жена,60 - 69,1
2022/02/16,COM,Мъж,80 - 89,1
2022/02/16,JANSS,Жена,70 - 79,1
2022/02/16,AZ,Жена,80 - 89,1
2022/02/16,COM - JANSS,Мъж,80 - 89,1
2022/02/17,COM,Жена,60 - 69,1
2022/02/17,JANSS,Жена,60 - 69,1
2022/02/17,JANSS,Жена,50 - 59,1
2022/02/17,JANSS,Мъж,70 - 79,1
2022/02/17,COM,Мъж,90+,2
2022/02/17,COM,Мъж,80 - 89,2
2022/02/17,COM,Жена,70 - 79,1
2022/02/17,COM,Жена,90+,1
2022/02/17,COM,Мъж,60 - 69,1
2022/02/18,MOD,Мъж,80 - 89,1
2022/02/18,JANSS,Мъж,70 - 79,1
2022/02/19,MOD,Мъж,80 - 89,1
2022/02/19,COM,Мъж,70 - 79,1
2022/02/20,COM,Жена,80 - 89,1
2022/02/20,COM,Мъж,80 - 89,1
2022/02/20,COM,Мъж,90+,1
2022/02/20,AZ,Жена,60 - 69,1
2022/02/21,MOD,Жена,40 - 49,1
2022/02/21,JANSS,Жена,50 - 59,1
2022/02/21,COM,Мъж,80 - 89,1
2022/02/21,COM,Жена,90+,1
2022/02/21,COM,Мъж,60 - 69,1
2022/02/21,JANSS,Жена,60 - 69,1
2022/02/21,COM,Мъж,70 - 79,2
2022/02/21,JANSS,Мъж,70 - 79,2
2022/02/21,COM,Жена,60 - 69,1
2022/02/21,AZ,Жена,70 - 79,1
2022/02/21,COM - MOD,Мъж,80 - 89,1
2022/02/22,JANSS,Мъж,50 - 59,1
2022/02/22,AZ,Мъж,80 - 89,1
2022/02/22,JANSS,Мъж,90+,1
2022/02/22,COM,Мъж,80 - 89,1
2022/02/22,JANSS,Мъж,70 - 79,1
2022/02/23,AZ - COM,Жена,70 - 79,1
2022/02/23,MOD,Мъж,80 - 89,1
2022/02/23,COM,Мъж,60 - 69,1
2022/02/24,AZ - COM,Мъж,60 - 69,1
2022/02/24,COM - MOD,Мъж,80 - 89,1
2022/02/24,JANSS,Мъж,70 - 79,1
2022/02/24,COM,Жена,70 - 79,1
2022/02/24,COM,Мъж,60 - 69,2
2022/02/24,COM,Мъж,70 - 79,5
2022/02/25,COM,Мъж,70 - 79,1
2022/02/25,COM,Жена,50 - 59,1
2022/02/25,JANSS,Жена,60 - 69,1
2022/02/25,AZ,Мъж,60 - 69,1
2022/02/25,COM,Мъж,80 - 89,1
2022/02/25,MOD,Мъж,70 - 79,1
2022/02/26,AZ,Жена,80 - 89,1
2022/02/26,COM,Мъж,90+,1
2022/02/26,JANSS,Мъж,50 - 59,1
2022/02/26,JANSS,Мъж,80 - 89,1
2022/02/27,COM,Мъж,60 - 69,2
2022/02/28,COM,Мъж,80 - 89,3
2022/02/28,COM,Мъж,70 - 79,2
2022/02/28,COM,Жена,80 - 89,1
2022/02/28,AZ - COM,Жена,60 - 69,1
2022/02/28,AZ,Мъж,70 - 79,1
2022/02/28,MOD,Мъж,50 - 59,1
2022/02/28,AZ,Мъж,80 - 89,1
2022/02/28,AZ - COM,Мъж,80 - 89,1
2022/02/28,JANSS,Жена,60 - 69,2
2022/03/01,COM,Мъж,80 - 89,1
2022/03/01,COM,Мъж,70 - 79,1
2022/03/01,AZ,Мъж,70 - 79,1
2022/03/01,COM,Жена,70 - 79,1
2022/03/02,JANSS,Мъж,70 - 79,1
2022/03/02,COM,Жена,80 - 89,1
2022/03/02,COM,Мъж,80 - 89,1
2022/03/02,AZ - COM,Мъж,80 - 89,1
2022/03/03,AZ - COM,Мъж,80 - 89,1
2022/03/04,AZ,Жена,80 - 89,1
2022/03/04,COM,Жена,50 - 59,1
2022/03/04,COM,Мъж,70 - 79,2
2022/03/04,COM,Мъж,80 - 89,1
2022/03/04,COM,Жена,60 - 69,1
2022/03/05,COM,Мъж,50 - 59,1
2022/03/05,COM,Жена,80 - 89,1
2022/03/05,JANSS,Мъж,70 - 79,1
2022/03/06,-,-,-,0
2022/03/07,COM,Жена,30 - 39,1
2022/03/07,AZ,Жена,70 - 79,1
2022/03/07,COM,Жена,40 - 49,1
2022/03/07,COM,Жена,80 - 89,1
2022/03/07,JANSS,Мъж,60 - 69,2
2022/03/07,JANSS,Мъж,70 - 79,1
2022/03/07,AZ,Мъж,90+,1
2022/03/07,COM,Мъж,70 - 79,1
2022/03/07,COM,Мъж,80 - 89,1
2022/03/08,AZ,Мъж,60 - 69,1
2022/03/08,COM,Мъж,60 - 69,1
2022/03/09,AZ - COM,Мъж,80 - 89,1
2022/03/09,JANSS,Мъж,70 - 79,1
2022/03/09,JANSS,Жена,80 - 89,1
2022/03/10,MOD,Жена,70 - 79,1
2022/03/10,JANSS,Мъж,50 - 59,1
2022/03/10,COM,Мъж,80 - 89,1
2022/03/11,COM,Жена,80 - 89,1
2022/03/11,COM,Жена,70 - 79,1
2022/03/11,AZ - COM,Мъж,80 - 89,1
