Дата,Ваксина,Пол,Възрастова група,Брой починали
2021/09/26,-,-,-,0
2021/09/26,AZ,Жена,80 - 89,1
2021/09/26,AZ,Жена,70 - 79,1
2021/09/26,AZ,Мъж,70 - 79,1
2021/09/27,COM,Мъж,80 - 89,1
2021/09/27,COM,Мъж,50 - 59,2
2021/09/27,COM,Жена,70 - 79,1
2021/09/27,JANSS,Мъж,70 - 79,2
2021/09/27,AZ,Мъж,70 - 79,2
2021/09/27,COM,Мъж,40 - 49,1
2021/09/27,AZ,Мъж,80 - 89,1
2021/09/28,COM,Мъж,60 - 69,1
2021/09/28,JANSS,Мъж,60 - 69,2
2021/09/29,AZ,Жена,80 - 89,2
2021/09/29,COM,Мъж,80 - 89,1
2021/09/29,COM,Мъж,70 - 79,2
2021/09/29,JANSS,Мъж,70 - 79,1
2021/09/29,AZ,Жена,60 - 69,1
2021/09/29,AZ,Жена,70 - 79,1
2021/09/29,COM,Мъж,60 - 69,1
2021/09/30,AZ,Жена,60 - 69,1
2021/09/30,COM,Мъж,70 - 79,1
2021/09/30,AZ,Мъж,80 - 89,1
2021/09/30,MOD,Жена,60 - 69,1
2021/09/30,COM,Жена,70 - 79,1
2021/10/01,COM,Мъж,80 - 89,1
2021/10/01,COM,Жена,70 - 79,1
2021/10/01,JANSS,Мъж,90+,1
2021/10/02,JANSS,Жена,70 - 79,1
2021/10/02,COM,Жена,60 - 69,1
2021/10/03,JANSS,Мъж,50 - 59,1
2021/10/03,COM,Мъж,90+,1
2021/10/03,AZ,Мъж,80 - 89,1
2021/10/04,AZ,Мъж,70 - 79,2
2021/10/04,JANSS,Мъж,40 - 49,1
2021/10/04,AZ,Мъж,60 - 69,1
2021/10/04,COM,Мъж,80 - 89,1
2021/10/04,COM,Мъж,50 - 59,1
2021/10/04,JANSS,Жена,60 - 69,1
2021/10/05,JANSS,Мъж,70 - 79,1
2021/10/05,MOD,Мъж,60 - 69,1
2021/10/05,MOD,Мъж,50 - 59,1
2021/10/05,AZ,Мъж,70 - 79,1
2021/10/06,JANSS,Мъж,50 - 59,1
2021/10/06,JANSS,Мъж,60 - 69,1
2021/10/06,MOD,Мъж,50 - 59,1
2021/10/06,COM,Мъж,60 - 69,1
2021/10/06,AZ,Мъж,70 - 79,1
2021/10/06,JANSS,Жена,70 - 79,1
2021/10/07,MOD,Мъж,80 - 89,1
2021/10/07,AZ,Жена,70 - 79,1
2021/10/07,JANSS,Мъж,40 - 49,2
2021/10/07,COM,Жена,70 - 79,1
2021/10/07,COM,Мъж,90+,1
2021/10/07,JANSS,Жена,70 - 79,1
2021/10/07,COM,Мъж,80 - 89,3
2021/10/08,JANSS,Мъж,50 - 59,1
2021/10/08,JANSS,Жена,70 - 79,1
2021/10/08,COM,Мъж,80 - 89,1
2021/10/08,MOD,Мъж,80 - 89,1
2021/10/09,COM,Мъж,80 - 89,1
2021/10/09,JANSS,Мъж,50 - 59,1
2021/10/10,AZ,Мъж,50 - 59,1
2021/10/10,AZ,Мъж,70 - 79,1
2021/10/11,COM,Мъж,70 - 79,1
2021/10/11,COM,Мъж,60 - 69,2
2021/10/11,JANSS,Мъж,60 - 69,1
2021/10/11,JANSS,Жена,90+,1
2021/10/11,JANSS,Мъж,50 - 59,1
2021/10/11,COM,Мъж,90+,1
2021/10/11,AZ,Мъж,70 - 79,3
2021/10/11,COM,Жена,70 - 79,1
2021/10/12,COM,Мъж,60 - 69,1
2021/10/12,JANSS,Мъж,70 - 79,1
2021/10/12,JANSS,Жена,60 - 69,1
2021/10/12,AZ,Мъж,70 - 79,1
2021/10/12,AZ,Жена,70 - 79,1
2021/10/12,COM,Мъж,70 - 79,1
2021/10/12,JANSS,Жена,80 - 89,1
2021/10/12,AZ,Жена,50 - 59,1
2021/10/13,AZ,Жена,50 - 59,1
2021/10/13,COM,Мъж,70 - 79,1
2021/10/13,MOD,Жена,70 - 79,1
2021/10/13,AZ,Жена,70 - 79,1
2021/10/14,AZ,Мъж,60 - 69,1
2021/10/14,JANSS,Жена,60 - 69,1
2021/10/14,JANSS,Мъж,50 - 59,1
2021/10/14,AZ,Мъж,70 - 79,2
2021/10/14,MOD,Мъж,60 - 69,1
2021/10/15,COM,Жена,70 - 79,1
2021/10/15,AZ,Мъж,80 - 89,1
2021/10/15,AZ,Жена,70 - 79,2
2021/10/15,COM,Жена,80 - 89,1
2021/10/15,COM,Мъж,70 - 79,1
2021/10/15,COM,Жена,60 - 69,1
2021/10/16,JANSS,Мъж,40 - 49,1
2021/10/16,JANSS,Мъж,60 - 69,1
2021/10/16,COM,Мъж,70 - 79,1
2021/10/16,COM,Жена,80 - 89,1
2021/10/17,COM,Жена,60 - 69,1
2021/10/17,COM,Жена,70 - 79,1
2021/10/18,AZ,Жена,70 - 79,1
2021/10/18,AZ,Мъж,60 - 69,1
2021/10/18,COM,Мъж,50 - 59,2
2021/10/18,COM,Мъж,60 - 69,2
2021/10/18,COM,Жена,70 - 79,2
2021/10/18,COM,Мъж,80 - 89,2
2021/10/18,AZ,Мъж,70 - 79,1
2021/10/18,COM,Мъж,70 - 79,1
2021/10/19,JANSS,Жена,60 - 69,1
2021/10/19,COM,Мъж,60 - 69,1
2021/10/19,COM,Мъж,50 - 59,2
2021/10/19,COM,Жена,70 - 79,1
2021/10/19,JANSS,Мъж,80 - 89,1
2021/10/20,MOD,Мъж,80 - 89,1
2021/10/20,COM,Мъж,60 - 69,1
2021/10/20,AZ,Мъж,70 - 79,1
2021/10/20,COM,Мъж,80 - 89,1
2021/10/20,JANSS,Мъж,30 - 39,1
2021/10/20,COM,Жена,70 - 79,1
2021/10/20,JANSS,Мъж,80 - 89,1
2021/10/21,JANSS,Мъж,70 - 79,1
2021/10/21,AZ,Жена,50 - 59,1
2021/10/21,JANSS,Мъж,80 - 89,1
2021/10/21,AZ,Мъж,40 - 49,2
2021/10/21,COM,Жена,80 - 89,3
2021/10/21,JANSS,Мъж,60 - 69,1
2021/10/22,COM,Мъж,70 - 79,1
2021/10/22,COM,Мъж,60 - 69,1
2021/10/22,AZ,Жена,70 - 79,1
2021/10/22,AZ,Мъж,70 - 79,3
2021/10/22,COM,Жена,70 - 79,2
2021/10/22,JANSS,Жена,60 - 69,1
2021/10/22,COM,Мъж,80 - 89,1
2021/10/23,COM,Жена,60 - 69,1
2021/10/23,COM,Мъж,80 - 89,1
2021/10/23,AZ,Мъж,70 - 79,1
2021/10/24,COM,Мъж,80 - 89,1
2021/10/25,JANSS,Мъж,80 - 89,1
2021/10/25,COM,Мъж,70 - 79,2
2021/10/25,JANSS,Мъж,40 - 49,1
2021/10/25,AZ,Мъж,60 - 69,1
2021/10/25,AZ,Жена,80 - 89,1
2021/10/25,AZ,Мъж,50 - 59,1
2021/10/25,MOD,Жена,80 - 89,1
2021/10/25,JANSS,Жена,80 - 89,1
2021/10/26,AZ,Мъж,60 - 69,1
2021/10/26,COM,Мъж,80 - 89,1
2021/10/26,COM,Жена,80 - 89,1
2021/10/26,AZ,Мъж,70 - 79,1
2021/10/26,COM,Мъж,60 - 69,1
2021/10/26,COM,Жена,70 - 79,2
2021/10/27,COM,Жена,80 - 89,2
2021/10/27,AZ,Жена,70 - 79,1
2021/10/27,COM,Мъж,60 - 69,3
2021/10/27,JANSS,Мъж,60 - 69,1
2021/10/27,COM,Мъж,70 - 79,2
2021/10/27,COM,Жена,70 - 79,1
2021/10/28,AZ,Жена,80 - 89,1
2021/10/28,COM,Мъж,70 - 79,1
2021/10/28,COM,Мъж,60 - 69,1
2021/10/28,AZ,Мъж,60 - 69,1
2021/10/28,AZ,Мъж,70 - 79,1
2021/10/28,JANSS,Жена,60 - 69,1
2021/10/28,AZ,Жена,70 - 79,1
2021/10/28,JANSS,Мъж,70 - 79,1
2021/10/29,AZ,Мъж,80 - 89,1
2021/10/29,COM,Жена,70 - 79,1
2021/10/29,COM,Мъж,70 - 79,2
2021/10/29,COM,Мъж,60 - 69,1
2021/10/29,AZ,Мъж,70 - 79,2
2021/10/29,AZ,Жена,70 - 79,3
2021/10/29,COM,Жена,80 - 89,1
2021/10/29,MOD,Жена,50 - 59,1
2021/10/30,JANSS,Мъж,50 - 59,1
2021/10/30,AZ,Мъж,80 - 89,1
2021/10/30,COM,Мъж,70 - 79,1
2021/10/30,JANSS,Мъж,70 - 79,1
2021/10/31,JANSS,Жена,60 - 69,2
2021/10/31,MOD,Жена,70 - 79,1
2021/10/31,JANSS,Мъж,60 - 69,1
2021/10/31,COM,Мъж,60 - 69,1
2021/10/31,COM,Жена,70 - 79,1
2021/11/01,AZ,Жена,70 - 79,1
2021/11/01,COM,Жена,60 - 69,1
2021/11/01,JANSS,Жена,80 - 89,1
2021/11/01,MOD,Жена,70 - 79,1
2021/11/01,COM,Мъж,50 - 59,1
2021/11/01,COM,Мъж,70 - 79,3
2021/11/01,JANSS,Мъж,60 - 69,1
2021/11/01,COM,Жена,80 - 89,2
2021/11/01,AZ,Мъж,70 - 79,2
2021/11/01,JANSS,Мъж,50 - 59,1
2021/11/01,COM,Мъж,60 - 69,4
2021/11/01,COM,Жена,70 - 79,1
2021/11/02,JANSS,Мъж,50 - 59,2
2021/11/02,COM,Жена,70 - 79,1
2021/11/02,COM,Мъж,80 - 89,1
2021/11/02,COM,Мъж,60 - 69,1
2021/11/02,COM,Мъж,70 - 79,2
2021/11/02,AZ,Жена,70 - 79,1
2021/11/02,COM,Жена,60 - 69,1
2021/11/02,AZ,Мъж,60 - 69,3
2021/11/02,AZ,Жена,80 - 89,1
2021/11/03,COM,Мъж,80 - 89,2
2021/11/03,AZ,Мъж,50 - 59,1
2021/11/03,COM,Жена,70 - 79,1
2021/11/03,AZ,Мъж,70 - 79,1
2021/11/03,AZ,Жена,80 - 89,1
2021/11/03,COM,Мъж,70 - 79,1
2021/11/03,COM,Жена,60 - 69,1
2021/11/03,JANSS,Мъж,50 - 59,1
2021/11/04,COM,Жена,80 - 89,2
2021/11/04,MOD,Мъж,80 - 89,1
2021/11/04,COM,Жена,70 - 79,1
2021/11/04,AZ,Мъж,60 - 69,1
2021/11/04,AZ,Мъж,80 - 89,2
2021/11/04,AZ,Мъж,70 - 79,1
2021/11/04,COM,Мъж,60 - 69,1
2021/11/04,COM,Мъж,70 - 79,2
2021/11/04,AZ,Жена,60 - 69,1
2021/11/04,AZ,Жена,70 - 79,3
2021/11/04,COM,Жена,90+,1
2021/11/05,AZ,Мъж,70 - 79,4
2021/11/05,JANSS,Мъж,60 - 69,1
2021/11/05,AZ,Жена,60 - 69,1
2021/11/05,AZ,Жена,80 - 89,1
2021/11/05,COM,Мъж,70 - 79,1
2021/11/05,COM,Жена,60 - 69,1
2021/11/05,COM,Жена,90+,1
2021/11/05,AZ,Жена,70 - 79,1
2021/11/05,MOD,Мъж,40 - 49,1
2021/11/05,COM,Жена,80 - 89,1
2021/11/06,COM,Мъж,70 - 79,1
2021/11/07,MOD,Жена,70 - 79,1
2021/11/07,COM,Жена,70 - 79,1
2021/11/07,JANSS,Мъж,70 - 79,1
2021/11/07,AZ,Мъж,80 - 89,1
2021/11/07,COM,Мъж,70 - 79,1
2021/11/07,AZ,Мъж,70 - 79,1
2021/11/07,MOD,Мъж,80 - 89,1
2021/11/08,COM,Жена,70 - 79,3
2021/11/08,COM,Мъж,60 - 69,1
2021/11/08,JANSS,Мъж,40 - 49,1
2021/11/08,JANSS,Мъж,60 - 69,1
2021/11/08,MOD,Мъж,60 - 69,1
2021/11/08,COM,Мъж,80 - 89,3
2021/11/08,JANSS,Мъж,90+,1
2021/11/08,AZ,Мъж,70 - 79,4
2021/11/08,COM,Мъж,50 - 59,1
2021/11/08,MOD,Жена,80 - 89,1
2021/11/08,COM,Жена,80 - 89,1
2021/11/08,COM,Мъж,70 - 79,1
2021/11/09,JANSS,Мъж,60 - 69,1
2021/11/09,JANSS,Мъж,50 - 59,3
2021/11/09,MOD,Мъж,40 - 49,1
2021/11/09,JANSS,Мъж,70 - 79,1
2021/11/10,AZ,Мъж,70 - 79,2
2021/11/10,MOD,Мъж,70 - 79,1
2021/11/10,AZ,Жена,70 - 79,2
2021/11/10,COM,Мъж,30 - 39,1
2021/11/10,COM,Жена,70 - 79,1
2021/11/10,JANSS,Жена,80 - 89,1
2021/11/10,COM,Мъж,80 - 89,5
2021/11/10,MOD,Мъж,50 - 59,1
2021/11/10,JANSS,Мъж,70 - 79,1
2021/11/11,AZ,Мъж,50 - 59,1
2021/11/11,JANSS,Жена,70 - 79,1
2021/11/11,COM,Жена,80 - 89,1
2021/11/11,AZ,Мъж,60 - 69,1
2021/11/11,AZ,Мъж,80 - 89,1
2021/11/11,COM,Жена,50 - 59,1
2021/11/12,JANSS,Жена,60 - 69,2
2021/11/12,COM,Мъж,60 - 69,1
2021/11/12,AZ - COM,Мъж,60 - 69,1
2021/11/12,AZ,Жена,60 - 69,1
2021/11/12,COM,Мъж,90+,1
2021/11/12,JANSS,Мъж,80 - 89,1
2021/11/12,COM,Жена,60 - 69,1
2021/11/12,JANSS,Мъж,60 - 69,1
2021/11/13,JANSS,Жена,40 - 49,2
2021/11/13,COM,Мъж,80 - 89,2
2021/11/13,COM,Жена,80 - 89,1
2021/11/13,AZ,Мъж,80 - 89,1
2021/11/14,AZ,Мъж,70 - 79,1
2021/11/14,JANSS,Мъж,50 - 59,1
2021/11/15,AZ,Жена,60 - 69,1
2021/11/15,AZ,Мъж,60 - 69,1
2021/11/15,AZ,Мъж,70 - 79,4
2021/11/15,COM,Мъж,30 - 39,1
2021/11/15,MOD,Мъж,80 - 89,1
2021/11/15,AZ,Мъж,80 - 89,1
2021/11/16,AZ,Мъж,80 - 89,1
2021/11/16,COM,Мъж,80 - 89,2
2021/11/16,AZ,Мъж,70 - 79,1
2021/11/16,JANSS,Жена,70 - 79,1
2021/11/16,JANSS,Мъж,50 - 59,2
2021/11/16,COM,Мъж,60 - 69,1
2021/11/16,COM,Жена,80 - 89,1
2021/11/16,MOD,Мъж,70 - 79,1
2021/11/16,MOD,Мъж,80 - 89,1
2021/11/16,COM,Жена,70 - 79,1
2021/11/17,COM,Мъж,80 - 89,4
2021/11/17,MOD,Мъж,70 - 79,1
2021/11/17,MOD,Жена,90+,1
2021/11/17,AZ,Жена,80 - 89,1
2021/11/17,COM,Жена,70 - 79,1
2021/11/17,JANSS,Мъж,50 - 59,1
2021/11/17,JANSS,Жена,70 - 79,1
2021/11/17,AZ,Жена,70 - 79,1
2021/11/17,COM,Жена,80 - 89,1
2021/11/17,AZ,Мъж,70 - 79,1
2021/11/18,COM,Мъж,60 - 69,1
2021/11/18,MOD,Мъж,40 - 49,1
2021/11/18,COM,Жена,70 - 79,1
2021/11/18,COM,Жена,80 - 89,1
2021/11/18,AZ,Жена,60 - 69,1
2021/11/18,AZ,Мъж,70 - 79,1
2021/11/18,COM,Мъж,70 - 79,4
2021/11/18,COM,Жена,60 - 69,1
2021/11/18,AZ,Жена,70 - 79,1
2021/11/18,AZ,Мъж,60 - 69,1
2021/11/19,COM,Жена,90+,1
2021/11/19,JANSS,Мъж,20 - 29,1
2021/11/19,AZ,Мъж,70 - 79,3
2021/11/19,MOD,Мъж,70 - 79,1
2021/11/19,COM,Жена,70 - 79,1
2021/11/19,COM,Мъж,60 - 69,1
2021/11/19,COM,Мъж,80 - 89,1
2021/11/20,COM,Жена,80 - 89,1
2021/11/20,JANSS,Жена,70 - 79,1
2021/11/20,COM,Мъж,40 - 49,1
2021/11/20,JANSS,Мъж,40 - 49,1
2021/11/21,AZ,Мъж,70 - 79,1
2021/11/21,COM,Мъж,70 - 79,1
2021/11/21,COM,Жена,80 - 89,2
2021/11/21,COM,Мъж,50 - 59,1
2021/11/21,MOD,Мъж,70 - 79,1
2021/11/22,COM,Мъж,40 - 49,1
2021/11/22,AZ,Мъж,70 - 79,1
2021/11/22,COM,Жена,70 - 79,1
2021/11/22,AZ,Жена,70 - 79,3
2021/11/22,AZ,Жена,80 - 89,2
2021/11/22,JANSS,Мъж,60 - 69,1
2021/11/22,COM,Мъж,80 - 89,1
2021/11/22,AZ,Мъж,60 - 69,1
2021/11/22,COM,Мъж,70 - 79,3
2021/11/22,COM,Мъж,50 - 59,2
2021/11/22,COM,Мъж,60 - 69,1
2021/11/22,MOD,Жена,80 - 89,1
2021/11/22,JANSS,Мъж,40 - 49,1
2021/11/23,JANSS,Жена,70 - 79,1
2021/11/23,AZ,Жена,80 - 89,1
2021/11/23,COM,Мъж,80 - 89,1
2021/11/23,JANSS,Мъж,40 - 49,1
2021/11/23,MOD,Мъж,70 - 79,1
2021/11/23,MOD,Жена,60 - 69,1
2021/11/23,COM,Жена,70 - 79,1
2021/11/23,AZ,Мъж,70 - 79,2
2021/11/24,AZ,Мъж,70 - 79,1
2021/11/24,COM,Мъж,80 - 89,1
2021/11/24,AZ,Жена,70 - 79,1
2021/11/24,COM,Мъж,70 - 79,1
2021/11/24,JANSS,Мъж,70 - 79,1
2021/11/24,JANSS,Мъж,80 - 89,1
2021/11/25,JANSS,Жена,70 - 79,1
2021/11/25,COM,Жена,80 - 89,2
2021/11/25,AZ,Мъж,70 - 79,2
2021/11/25,AZ,Жена,70 - 79,1
2021/11/25,COM,Мъж,70 - 79,1
2021/11/25,AZ,Жена,60 - 69,1
2021/11/25,COM,Мъж,60 - 69,3
2021/11/25,JANSS,Мъж,40 - 49,1
2021/11/26,COM,Мъж,70 - 79,2
2021/11/26,COM,Мъж,60 - 69,1
