,date,province,total_cases,new_cases
0,2020-06-07,Burgas,54,0.0
1,2020-06-08,Burgas,54,0.0
2,2020-06-09,Burgas,54,0.0
3,2020-06-10,Burgas,56,2.0
4,2020-06-11,Burgas,56,0.0
5,2020-06-12,Burgas,57,1.0
6,2020-06-13,Burgas,57,0.0
7,2020-06-14,Burgas,57,0.0
8,2020-06-15,Burgas,57,0.0
9,2020-06-16,Burgas,57,0.0
10,2020-06-17,Burgas,57,0.0
11,2020-06-18,Burgas,57,0.0
12,2020-06-19,Burgas,58,1.0
13,2020-06-20,Burgas,58,0.0
14,2020-06-21,Burgas,61,3.0
15,2020-06-22,Burgas,62,1.0
16,2020-06-23,Burgas,66,4.0
17,2020-06-24,Burgas,75,9.0
18,2020-06-25,Burgas,80,5.0
19,2020-06-26,Burgas,84,4.0
20,2020-06-27,Burgas,99,15.0
21,2020-06-28,Burgas,107,8.0
22,2020-06-29,Burgas,108,1.0
23,2020-06-30,Burgas,113,5.0
24,2020-07-01,Burgas,117,4.0
25,2020-07-02,Burgas,124,7.0
26,2020-07-03,Burgas,132,8.0
27,2020-07-04,Burgas,133,1.0
28,2020-07-05,Burgas,141,8.0
29,2020-07-06,Burgas,141,0.0
30,2020-07-07,Burgas,141,0.0
31,2020-07-08,Burgas,147,6.0
32,2020-07-09,Burgas,151,4.0
33,2020-07-10,Burgas,156,5.0
34,2020-07-11,Burgas,167,11.0
35,2020-07-12,Burgas,179,12.0
36,2020-07-13,Burgas,184,5.0
37,2020-07-14,Burgas,184,0.0
38,2020-07-15,Burgas,194,10.0
39,2020-07-16,Burgas,208,14.0
40,2020-07-17,Burgas,222,14.0
41,2020-07-18,Burgas,223,1.0
42,2020-07-19,Burgas,242,19.0
43,2020-07-20,Burgas,243,1.0
44,2020-07-21,Burgas,250,7.0
45,2020-07-22,Burgas,255,5.0
46,2020-07-23,Burgas,271,16.0
47,2020-07-24,Burgas,277,6.0
48,2020-07-25,Burgas,286,9.0
49,2020-07-26,Burgas,290,4.0
50,2020-07-27,Burgas,295,5.0
51,2020-07-28,Burgas,301,6.0
52,2020-07-29,Burgas,309,8.0
53,2020-07-30,Burgas,316,7.0
54,2020-07-31,Burgas,323,7.0
55,2020-08-01,Burgas,332,9.0
56,2020-08-02,Burgas,333,1.0
57,2020-08-03,Burgas,334,1.0
58,2020-08-04,Burgas,335,1.0
59,2020-08-05,Burgas,344,9.0
60,2020-08-06,Burgas,347,3.0
61,2020-08-07,Burgas,357,10.0
62,2020-08-08,Burgas,363,6.0
63,2020-08-09,Burgas,364,1.0
64,2020-08-10,Burgas,364,0.0
65,2020-08-11,Burgas,367,3.0
66,2020-08-12,Burgas,372,5.0
67,2020-08-13,Burgas,373,1.0
68,2020-08-14,Burgas,377,4.0
69,2020-08-15,Burgas,381,4.0
70,2020-08-16,Burgas,383,2.0
71,2020-08-17,Burgas,383,0.0
72,2020-08-18,Burgas,384,1.0
73,2020-08-19,Burgas,390,6.0
74,2020-08-20,Burgas,393,3.0
75,2020-08-21,Burgas,396,3.0
76,2020-08-22,Burgas,399,3.0
77,2020-08-23,Burgas,400,1.0
78,2020-08-24,Burgas,402,2.0
79,2020-08-25,Burgas,406,4.0
80,2020-08-26,Burgas,416,10.0
81,2020-08-27,Burgas,417,1.0
82,2020-08-28,Burgas,418,1.0
83,2020-08-29,Burgas,421,3.0
84,2020-08-30,Burgas,427,6.0
85,2020-08-31,Burgas,427,0.0
86,2020-09-01,Burgas,429,2.0
87,2020-09-02,Burgas,455,26.0
88,2020-09-03,Burgas,464,9.0
89,2020-09-04,Burgas,466,2.0
90,2020-09-05,Burgas,469,3.0
91,2020-09-06,Burgas,491,22.0
92,2020-09-07,Burgas,492,1.0
93,2020-09-08,Burgas,499,7.0
94,2020-09-09,Burgas,513,14.0
95,2020-09-10,Burgas,528,15.0
96,2020-09-11,Burgas,535,7.0
97,2020-09-12,Burgas,547,12.0
98,2020-09-13,Burgas,549,2.0
99,2020-09-14,Burgas,549,0.0
100,2020-09-15,Burgas,573,24.0
101,2020-09-16,Burgas,582,9.0
102,2020-09-17,Burgas,596,14.0
103,2020-09-18,Burgas,605,9.0
104,2020-09-19,Burgas,611,6.0
105,2020-09-20,Burgas,615,4.0
106,2020-09-21,Burgas,616,1.0
107,2020-09-22,Burgas,632,16.0
108,2020-09-23,Burgas,641,9.0
109,2020-09-24,Burgas,666,25.0
110,2020-09-25,Burgas,682,16.0
111,2020-09-26,Burgas,706,24.0
112,2020-09-27,Burgas,716,10.0
113,2020-09-28,Burgas,718,2.0
114,2020-09-29,Burgas,782,64.0
115,2020-09-30,Burgas,806,24.0
116,2020-10-01,Burgas,825,19.0
117,2020-10-02,Burgas,843,18.0
118,2020-10-03,Burgas,869,26.0
119,2020-10-04,Burgas,875,6.0
120,2020-10-05,Burgas,879,4.0
121,2020-10-06,Burgas,886,7.0
122,2020-10-07,Burgas,924,38.0
123,2020-10-08,Burgas,952,28.0
124,2020-10-09,Burgas,983,31.0
125,2020-10-10,Burgas,1011,28.0
126,2020-10-11,Burgas,1016,5.0
127,2020-10-12,Burgas,1016,0.0
128,2020-10-13,Burgas,1058,42.0
129,2020-10-14,Burgas,1089,31.0
130,2020-10-15,Burgas,1122,33.0
131,2020-10-16,Burgas,1184,62.0
132,2020-10-17,Burgas,1229,45.0
133,2020-10-18,Burgas,1261,32.0
134,2020-10-19,Burgas,1267,6.0
135,2020-10-20,Burgas,1330,63.0
136,2020-10-21,Burgas,1408,78.0
137,2020-10-22,Burgas,1467,59.0
138,2020-10-23,Burgas,1508,41.0
139,2020-10-24,Burgas,1553,45.0
140,2020-10-25,Burgas,1585,32.0
141,2020-10-26,Burgas,1594,9.0
142,2020-10-27,Burgas,1671,77.0
143,2020-10-28,Burgas,1772,101.0
144,2020-10-29,Burgas,1859,87.0
145,2020-10-30,Burgas,1972,113.0
146,2020-10-31,Burgas,2045,73.0
147,2020-11-01,Burgas,2129,84.0
148,2020-11-02,Burgas,2145,16.0
149,2020-11-03,Burgas,2202,57.0
150,2020-11-04,Burgas,2316,114.0
151,2020-11-05,Burgas,2457,141.0
152,2020-11-06,Burgas,2723,266.0
153,2020-11-07,Burgas,2792,69.0
154,2020-11-08,Burgas,2920,128.0
155,2020-11-09,Burgas,2933,13.0
156,2020-11-10,Burgas,3075,142.0
157,2020-11-11,Burgas,3231,156.0
158,2020-11-12,Burgas,3512,281.0
159,2020-11-13,Burgas,3647,135.0
160,2020-11-14,Burgas,3924,277.0
161,2020-11-15,Burgas,4042,118.0
162,2020-11-16,Burgas,4123,81.0
163,2020-11-17,Burgas,4270,147.0
164,2020-11-18,Burgas,4552,282.0
165,2020-11-19,Burgas,4735,183.0
166,2020-11-20,Burgas,4976,241.0
167,2020-11-21,Burgas,5133,157.0
168,2020-11-22,Burgas,5312,179.0
169,2020-11-23,Burgas,5445,133.0
170,2020-11-24,Burgas,5496,51.0
171,2020-11-25,Burgas,5803,307.0
172,2020-11-26,Burgas,6024,221.0
173,2020-11-27,Burgas,6302,278.0
174,2020-11-28,Burgas,6477,175.0
175,2020-11-29,Burgas,6610,133.0
176,2020-11-30,Burgas,6728,118.0
177,2020-12-01,Burgas,6880,152.0
178,2020-12-02,Burgas,7198,318.0
179,2020-12-03,Burgas,7440,242.0
180,2020-12-04,Burgas,7818,378.0
181,2020-12-05,Burgas,8075,257.0
182,2020-12-06,Burgas,8257,182.0
183,2020-12-07,Burgas,8342,85.0
184,2020-12-08,Burgas,8415,73.0
185,2020-12-09,Burgas,8886,471.0
186,2020-12-10,Burgas,9050,164.0
187,2020-12-11,Burgas,9427,377.0
188,2020-12-12,Burgas,9727,300.0
189,2020-12-13,Burgas,9793,66.0
190,2020-12-14,Burgas,9858,65.0
191,2020-12-15,Burgas,9968,110.0
192,2020-12-16,Burgas,10215,247.0
193,2020-12-17,Burgas,10323,108.0
194,2020-12-18,Burgas,10525,202.0
195,2020-06-07,Blagoevgrad,144,0.0
196,2020-06-08,Blagoevgrad,146,2.0
197,2020-06-09,Blagoevgrad,148,2.0
198,2020-06-10,Blagoevgrad,148,0.0
199,2020-06-11,Blagoevgrad,150,2.0
200,2020-06-12,Blagoevgrad,150,0.0
201,2020-06-13,Blagoevgrad,151,1.0
202,2020-06-14,Blagoevgrad,151,0.0
203,2020-06-15,Blagoevgrad,151,0.0
204,2020-06-16,Blagoevgrad,151,0.0
205,2020-06-17,Blagoevgrad,151,0.0
206,2020-06-18,Blagoevgrad,154,3.0
207,2020-06-19,Blagoevgrad,158,4.0
208,2020-06-20,Blagoevgrad,163,5.0
209,2020-06-21,Blagoevgrad,170,7.0
210,2020-06-22,Blagoevgrad,171,1.0
211,2020-06-23,Blagoevgrad,172,1.0
212,2020-06-24,Blagoevgrad,173,1.0
213,2020-06-25,Blagoevgrad,174,1.0
214,2020-06-26,Blagoevgrad,180,6.0
215,2020-06-27,Blagoevgrad,182,2.0
216,2020-06-28,Blagoevgrad,183,1.0
217,2020-06-29,Blagoevgrad,185,2.0
218,2020-06-30,Blagoevgrad,186,1.0
219,2020-07-01,Blagoevgrad,191,5.0
220,2020-07-02,Blagoevgrad,202,11.0
221,2020-07-03,Blagoevgrad,207,5.0
222,2020-07-04,Blagoevgrad,211,4.0
223,2020-07-05,Blagoevgrad,214,3.0
224,2020-07-06,Blagoevgrad,219,5.0
225,2020-07-07,Blagoevgrad,226,7.0
226,2020-07-08,Blagoevgrad,236,10.0
227,2020-07-09,Blagoevgrad,253,17.0
228,2020-07-10,Blagoevgrad,272,19.0
229,2020-07-11,Blagoevgrad,291,19.0
230,2020-07-12,Blagoevgrad,304,13.0
231,2020-07-13,Blagoevgrad,311,7.0
232,2020-07-14,Blagoevgrad,313,2.0
233,2020-07-15,Blagoevgrad,332,19.0
234,2020-07-16,Blagoevgrad,347,15.0
235,2020-07-17,Blagoevgrad,362,15.0
236,2020-07-18,Blagoevgrad,374,12.0
237,2020-07-19,Blagoevgrad,402,28.0
238,2020-07-20,Blagoevgrad,411,9.0
239,2020-07-21,Blagoevgrad,417,6.0
240,2020-07-22,Blagoevgrad,442,25.0
241,2020-07-23,Blagoevgrad,477,35.0
242,2020-07-24,Blagoevgrad,511,34.0
243,2020-07-25,Blagoevgrad,537,26.0
244,2020-07-26,Blagoevgrad,552,15.0
245,2020-07-27,Blagoevgrad,572,20.0
246,2020-07-28,Blagoevgrad,591,19.0
247,2020-07-29,Blagoevgrad,613,22.0
248,2020-07-30,Blagoevgrad,651,38.0
249,2020-07-31,Blagoevgrad,679,28.0
250,2020-08-01,Blagoevgrad,734,55.0
251,2020-08-02,Blagoevgrad,745,11.0
252,2020-08-03,Blagoevgrad,746,1.0
253,2020-08-04,Blagoevgrad,756,10.0
254,2020-08-05,Blagoevgrad,799,43.0
255,2020-08-06,Blagoevgrad,896,97.0
256,2020-08-07,Blagoevgrad,909,13.0
257,2020-08-08,Blagoevgrad,932,23.0
258,2020-08-09,Blagoevgrad,947,15.0
259,2020-08-10,Blagoevgrad,952,5.0
260,2020-08-11,Blagoevgrad,963,11.0
261,2020-08-12,Blagoevgrad,987,24.0
262,2020-08-13,Blagoevgrad,1010,23.0
263,2020-08-14,Blagoevgrad,1045,35.0
264,2020-08-15,Blagoevgrad,1065,20.0
265,2020-08-16,Blagoevgrad,1079,14.0
266,2020-08-17,Blagoevgrad,1085,6.0
267,2020-08-18,Blagoevgrad,1097,12.0
268,2020-08-19,Blagoevgrad,1125,28.0
269,2020-08-20,Blagoevgrad,1149,24.0
270,2020-08-21,Blagoevgrad,1160,11.0
271,2020-08-22,Blagoevgrad,1181,21.0
272,2020-08-23,Blagoevgrad,1197,16.0
273,2020-08-24,Blagoevgrad,1214,17.0
274,2020-08-25,Blagoevgrad,1221,7.0
275,2020-08-26,Blagoevgrad,1257,36.0
276,2020-08-27,Blagoevgrad,1279,22.0
277,2020-08-28,Blagoevgrad,1300,21.0
278,2020-08-29,Blagoevgrad,1319,19.0
279,2020-08-30,Blagoevgrad,1344,25.0
280,2020-08-31,Blagoevgrad,1348,4.0
281,2020-09-01,Blagoevgrad,1352,4.0
282,2020-09-02,Blagoevgrad,1387,35.0
283,2020-09-03,Blagoevgrad,1416,29.0
284,2020-09-04,Blagoevgrad,1444,28.0
285,2020-09-05,Blagoevgrad,1473,29.0
286,2020-09-06,Blagoevgrad,1487,14.0
287,2020-09-07,Blagoevgrad,1498,11.0
288,2020-09-08,Blagoevgrad,1512,14.0
289,2020-09-09,Blagoevgrad,1527,15.0
290,2020-09-10,Blagoevgrad,1548,21.0
291,2020-09-11,Blagoevgrad,1567,19.0
292,2020-09-12,Blagoevgrad,1626,59.0
293,2020-09-13,Blagoevgrad,1644,18.0
294,2020-09-14,Blagoevgrad,1645,1.0
295,2020-09-15,Blagoevgrad,1657,12.0
296,2020-09-16,Blagoevgrad,1683,26.0
297,2020-09-17,Blagoevgrad,1711,28.0
298,2020-09-18,Blagoevgrad,1740,29.0
299,2020-09-19,Blagoevgrad,1769,29.0
300,2020-09-20,Blagoevgrad,1780,11.0
301,2020-09-21,Blagoevgrad,1788,8.0
302,2020-09-22,Blagoevgrad,1801,13.0
303,2020-09-23,Blagoevgrad,1826,25.0
304,2020-09-24,Blagoevgrad,1833,7.0
305,2020-09-25,Blagoevgrad,1891,58.0
306,2020-09-26,Blagoevgrad,1922,31.0
307,2020-09-27,Blagoevgrad,1949,27.0
308,2020-09-28,Blagoevgrad,1952,3.0
309,2020-09-29,Blagoevgrad,1960,8.0
310,2020-09-30,Blagoevgrad,2009,49.0
311,2020-10-01,Blagoevgrad,2043,34.0
312,2020-10-02,Blagoevgrad,2067,24.0
313,2020-10-03,Blagoevgrad,2083,16.0
314,2020-10-04,Blagoevgrad,2093,10.0
315,2020-10-05,Blagoevgrad,2100,7.0
316,2020-10-06,Blagoevgrad,2124,24.0
317,2020-10-07,Blagoevgrad,2149,25.0
318,2020-10-08,Blagoevgrad,2179,30.0
319,2020-10-09,Blagoevgrad,2228,49.0
320,2020-10-10,Blagoevgrad,2282,54.0
321,2020-10-11,Blagoevgrad,2337,55.0
322,2020-10-12,Blagoevgrad,2343,6.0
323,2020-10-13,Blagoevgrad,2394,51.0
324,2020-10-14,Blagoevgrad,2476,82.0
325,2020-10-15,Blagoevgrad,2529,53.0
326,2020-10-16,Blagoevgrad,2620,91.0
327,2020-10-17,Blagoevgrad,2669,49.0
328,2020-10-18,Blagoevgrad,2700,31.0
329,2020-10-19,Blagoevgrad,2717,17.0
330,2020-10-20,Blagoevgrad,2777,60.0
331,2020-10-21,Blagoevgrad,2846,69.0
332,2020-10-22,Blagoevgrad,2904,58.0
333,2020-10-23,Blagoevgrad,2994,90.0
334,2020-10-24,Blagoevgrad,3103,109.0
335,2020-10-25,Blagoevgrad,3150,47.0
336,2020-10-26,Blagoevgrad,3181,31.0
337,2020-10-27,Blagoevgrad,3311,130.0
338,2020-10-28,Blagoevgrad,3402,91.0
339,2020-10-29,Blagoevgrad,3562,160.0
340,2020-10-30,Blagoevgrad,3685,123.0
341,2020-10-31,Blagoevgrad,3834,149.0
342,2020-11-01,Blagoevgrad,3872,38.0
343,2020-11-02,Blagoevgrad,3940,68.0
344,2020-11-03,Blagoevgrad,4076,136.0
345,2020-11-04,Blagoevgrad,4253,177.0
346,2020-11-05,Blagoevgrad,4441,188.0
347,2020-11-06,Blagoevgrad,4640,199.0
348,2020-11-07,Blagoevgrad,4877,237.0
349,2020-11-08,Blagoevgrad,4952,75.0
350,2020-11-09,Blagoevgrad,4985,33.0
351,2020-11-10,Blagoevgrad,5183,198.0
352,2020-11-11,Blagoevgrad,5412,229.0
353,2020-11-12,Blagoevgrad,5604,192.0
354,2020-11-13,Blagoevgrad,5783,179.0
355,2020-11-14,Blagoevgrad,5950,167.0
356,2020-11-15,Blagoevgrad,6047,97.0
357,2020-11-16,Blagoevgrad,6085,38.0
358,2020-11-17,Blagoevgrad,6309,224.0
359,2020-11-18,Blagoevgrad,6509,200.0
360,2020-11-19,Blagoevgrad,6719,210.0
361,2020-11-20,Blagoevgrad,6908,189.0
362,2020-11-21,Blagoevgrad,7061,153.0
363,2020-11-22,Blagoevgrad,7127,66.0
364,2020-11-23,Blagoevgrad,7134,7.0
365,2020-11-24,Blagoevgrad,7328,194.0
366,2020-11-25,Blagoevgrad,7475,147.0
367,2020-11-26,Blagoevgrad,7630,155.0
368,2020-11-27,Blagoevgrad,7759,129.0
369,2020-11-28,Blagoevgrad,7885,126.0
370,2020-11-29,Blagoevgrad,7952,67.0
371,2020-11-30,Blagoevgrad,7965,13.0
372,2020-12-01,Blagoevgrad,8096,131.0
373,2020-12-02,Blagoevgrad,8215,119.0
374,2020-12-03,Blagoevgrad,8411,196.0
375,2020-12-04,Blagoevgrad,8527,116.0
376,2020-12-05,Blagoevgrad,8714,187.0
377,2020-12-06,Blagoevgrad,8767,53.0
378,2020-12-07,Blagoevgrad,8777,10.0
379,2020-12-08,Blagoevgrad,8955,178.0
380,2020-12-09,Blagoevgrad,9069,114.0
381,2020-12-10,Blagoevgrad,9194,125.0
382,2020-12-11,Blagoevgrad,9300,106.0
383,2020-12-12,Blagoevgrad,9418,118.0
384,2020-12-13,Blagoevgrad,9461,43.0
385,2020-12-14,Blagoevgrad,9470,9.0
386,2020-12-15,Blagoevgrad,9580,110.0
387,2020-12-16,Blagoevgrad,9686,106.0
388,2020-12-17,Blagoevgrad,9754,68.0
389,2020-12-18,Blagoevgrad,9842,88.0
390,2020-06-07,Dobrich,14,0.0
391,2020-06-08,Dobrich,14,0.0
392,2020-06-09,Dobrich,14,0.0
393,2020-06-10,Dobrich,14,0.0
394,2020-06-11,Dobrich,14,0.0
395,2020-06-12,Dobrich,15,1.0
396,2020-06-13,Dobrich,16,1.0
397,2020-06-14,Dobrich,16,0.0
398,2020-06-15,Dobrich,17,1.0
399,2020-06-16,Dobrich,18,1.0
400,2020-06-17,Dobrich,19,1.0
401,2020-06-18,Dobrich,19,0.0
402,2020-06-19,Dobrich,20,1.0
403,2020-06-20,Dobrich,20,0.0
404,2020-06-21,Dobrich,20,0.0
405,2020-06-22,Dobrich,20,0.0
406,2020-06-23,Dobrich,20,0.0
407,2020-06-24,Dobrich,20,0.0
408,2020-06-25,Dobrich,20,0.0
409,2020-06-26,Dobrich,21,1.0
410,2020-06-27,Dobrich,21,0.0
411,2020-06-28,Dobrich,21,0.0
412,2020-06-29,Dobrich,21,0.0
413,2020-06-30,Dobrich,21,0.0
414,2020-07-01,Dobrich,21,0.0
415,2020-07-02,Dobrich,22,1.0
416,2020-07-03,Dobrich,22,0.0
417,2020-07-04,Dobrich,22,0.0
418,2020-07-05,Dobrich,24,2.0
419,2020-07-06,Dobrich,24,0.0
420,2020-07-07,Dobrich,25,1.0
421,2020-07-08,Dobrich,25,0.0
422,2020-07-09,Dobrich,30,5.0
423,2020-07-10,Dobrich,38,8.0
424,2020-07-11,Dobrich,53,15.0
425,2020-07-12,Dobrich,56,3.0
426,2020-07-13,Dobrich,56,0.0
427,2020-07-14,Dobrich,68,12.0
428,2020-07-15,Dobrich,77,9.0
429,2020-07-16,Dobrich,84,7.0
430,2020-07-17,Dobrich,96,12.0
431,2020-07-18,Dobrich,110,14.0
432,2020-07-19,Dobrich,112,2.0
433,2020-07-20,Dobrich,112,0.0
434,2020-07-21,Dobrich,117,5.0
435,2020-07-22,Dobrich,130,13.0
436,2020-07-23,Dobrich,148,18.0
437,2020-07-24,Dobrich,175,27.0
438,2020-07-25,Dobrich,198,23.0
439,2020-07-26,Dobrich,204,6.0
440,2020-07-27,Dobrich,208,4.0
441,2020-07-28,Dobrich,213,5.0
442,2020-07-29,Dobrich,231,18.0
443,2020-07-30,Dobrich,260,29.0
444,2020-07-31,Dobrich,308,48.0
445,2020-08-01,Dobrich,319,11.0
446,2020-08-02,Dobrich,331,12.0
447,2020-08-03,Dobrich,344,13.0
448,2020-08-04,Dobrich,363,19.0
449,2020-08-05,Dobrich,373,10.0
450,2020-08-06,Dobrich,381,8.0
451,2020-08-07,Dobrich,409,28.0
452,2020-08-08,Dobrich,424,15.0
453,2020-08-09,Dobrich,456,32.0
454,2020-08-10,Dobrich,463,7.0
455,2020-08-11,Dobrich,475,12.0
456,2020-08-12,Dobrich,492,17.0
457,2020-08-13,Dobrich,504,12.0
458,2020-08-14,Dobrich,514,10.0
459,2020-08-15,Dobrich,541,27.0
460,2020-08-16,Dobrich,543,2.0
461,2020-08-17,Dobrich,551,8.0
462,2020-08-18,Dobrich,563,12.0
463,2020-08-19,Dobrich,574,11.0
464,2020-08-20,Dobrich,585,11.0
465,2020-08-21,Dobrich,607,22.0
466,2020-08-22,Dobrich,632,25.0
467,2020-08-23,Dobrich,640,8.0
468,2020-08-24,Dobrich,650,10.0
469,2020-08-25,Dobrich,661,11.0
470,2020-08-26,Dobrich,674,13.0
471,2020-08-27,Dobrich,681,7.0
472,2020-08-28,Dobrich,695,14.0
473,2020-08-29,Dobrich,700,5.0
474,2020-08-30,Dobrich,703,3.0
475,2020-08-31,Dobrich,704,1.0
476,2020-09-01,Dobrich,711,7.0
477,2020-09-02,Dobrich,715,4.0
478,2020-09-03,Dobrich,726,11.0
479,2020-09-04,Dobrich,729,3.0
480,2020-09-05,Dobrich,737,8.0
481,2020-09-06,Dobrich,740,3.0
482,2020-09-07,Dobrich,740,0.0
483,2020-09-08,Dobrich,740,0.0
484,2020-09-09,Dobrich,747,7.0
485,2020-09-10,Dobrich,751,4.0
486,2020-09-11,Dobrich,755,4.0
487,2020-09-12,Dobrich,759,4.0
488,2020-09-13,Dobrich,762,3.0
489,2020-09-14,Dobrich,762,0.0
490,2020-09-15,Dobrich,766,4.0
491,2020-09-16,Dobrich,768,2.0
492,2020-09-17,Dobrich,771,3.0
493,2020-09-18,Dobrich,774,3.0
494,2020-09-19,Dobrich,777,3.0
495,2020-09-20,Dobrich,778,1.0
496,2020-09-21,Dobrich,781,3.0
497,2020-09-22,Dobrich,784,3.0
498,2020-09-23,Dobrich,784,0.0
499,2020-09-24,Dobrich,788,4.0
500,2020-09-25,Dobrich,794,6.0
501,2020-09-26,Dobrich,796,2.0
502,2020-09-27,Dobrich,799,3.0
503,2020-09-28,Dobrich,799,0.0
504,2020-09-29,Dobrich,804,5.0
505,2020-09-30,Dobrich,807,3.0
506,2020-10-01,Dobrich,812,5.0
507,2020-10-02,Dobrich,820,8.0
508,2020-10-03,Dobrich,825,5.0
509,2020-10-04,Dobrich,826,1.0
510,2020-10-05,Dobrich,827,1.0
511,2020-10-06,Dobrich,835,8.0
512,2020-10-07,Dobrich,839,4.0
513,2020-10-08,Dobrich,841,2.0
514,2020-10-09,Dobrich,859,18.0
515,2020-10-10,Dobrich,876,17.0
516,2020-10-11,Dobrich,887,11.0
517,2020-10-12,Dobrich,887,0.0
518,2020-10-13,Dobrich,897,10.0
519,2020-10-14,Dobrich,905,8.0
520,2020-10-15,Dobrich,912,7.0
521,2020-10-16,Dobrich,922,10.0
522,2020-10-17,Dobrich,927,5.0
523,2020-10-18,Dobrich,934,7.0
524,2020-10-19,Dobrich,938,4.0
525,2020-10-20,Dobrich,953,15.0
526,2020-10-21,Dobrich,954,1.0
527,2020-10-22,Dobrich,960,6.0
528,2020-10-23,Dobrich,974,14.0
529,2020-10-24,Dobrich,986,12.0
530,2020-10-25,Dobrich,986,0.0
531,2020-10-26,Dobrich,988,2.0
532,2020-10-27,Dobrich,1002,14.0
533,2020-10-28,Dobrich,1017,15.0
534,2020-10-29,Dobrich,1032,15.0
535,2020-10-30,Dobrich,1050,18.0
536,2020-10-31,Dobrich,1066,16.0
537,2020-11-01,Dobrich,1083,17.0
538,2020-11-02,Dobrich,1091,8.0
539,2020-11-03,Dobrich,1114,23.0
540,2020-11-04,Dobrich,1142,28.0
541,2020-11-05,Dobrich,1166,24.0
542,2020-11-06,Dobrich,1194,28.0
543,2020-11-07,Dobrich,1209,15.0
544,2020-11-08,Dobrich,1241,32.0
545,2020-11-09,Dobrich,1241,0.0
546,2020-11-10,Dobrich,1270,29.0
547,2020-11-11,Dobrich,1295,25.0
548,2020-11-12,Dobrich,1345,50.0
549,2020-11-13,Dobrich,1370,25.0
550,2020-11-14,Dobrich,1424,54.0
551,2020-11-15,Dobrich,1458,34.0
552,2020-11-16,Dobrich,1472,14.0
553,2020-11-17,Dobrich,1522,50.0
554,2020-11-18,Dobrich,1595,73.0
555,2020-11-19,Dobrich,1660,65.0
556,2020-11-20,Dobrich,1720,60.0
557,2020-11-21,Dobrich,1782,62.0
558,2020-11-22,Dobrich,1936,154.0
559,2020-11-23,Dobrich,1952,16.0
560,2020-11-24,Dobrich,1990,38.0
561,2020-11-25,Dobrich,2076,86.0
562,2020-11-26,Dobrich,2110,34.0
563,2020-11-27,Dobrich,2156,46.0
564,2020-11-28,Dobrich,2205,49.0
565,2020-11-29,Dobrich,2273,68.0
566,2020-11-30,Dobrich,2296,23.0
567,2020-12-01,Dobrich,2339,43.0
568,2020-12-02,Dobrich,2379,40.0
569,2020-12-03,Dobrich,2422,43.0
570,2020-12-04,Dobrich,2462,40.0
571,2020-12-05,Dobrich,2517,55.0
572,2020-12-06,Dobrich,2592,75.0
573,2020-12-07,Dobrich,2612,20.0
574,2020-12-08,Dobrich,2649,37.0
575,2020-12-09,Dobrich,2725,76.0
576,2020-12-10,Dobrich,2801,76.0
577,2020-12-11,Dobrich,2857,56.0
578,2020-12-12,Dobrich,2913,56.0
579,2020-12-13,Dobrich,2958,45.0
580,2020-12-14,Dobrich,2966,8.0
581,2020-12-15,Dobrich,2999,33.0
582,2020-12-16,Dobrich,3052,53.0
583,2020-12-17,Dobrich,3103,51.0
584,2020-12-18,Dobrich,3149,46.0
585,2020-06-07,Gabrovo,10,0.0
586,2020-06-08,Gabrovo,10,0.0
587,2020-06-09,Gabrovo,10,0.0
588,2020-06-10,Gabrovo,10,0.0
589,2020-06-11,Gabrovo,10,0.0
590,2020-06-12,Gabrovo,11,1.0
591,2020-06-13,Gabrovo,13,2.0
592,2020-06-14,Gabrovo,15,2.0
593,2020-06-15,Gabrovo,15,0.0
594,2020-06-16,Gabrovo,15,0.0
595,2020-06-17,Gabrovo,15,0.0
596,2020-06-18,Gabrovo,15,0.0
597,2020-06-19,Gabrovo,15,0.0
598,2020-06-20,Gabrovo,15,0.0
599,2020-06-21,Gabrovo,16,1.0
600,2020-06-22,Gabrovo,16,0.0
601,2020-06-23,Gabrovo,16,0.0
602,2020-06-24,Gabrovo,16,0.0
603,2020-06-25,Gabrovo,16,0.0
604,2020-06-26,Gabrovo,18,2.0
605,2020-06-27,Gabrovo,18,0.0
606,2020-06-28,Gabrovo,18,0.0
607,2020-06-29,Gabrovo,18,0.0
608,2020-06-30,Gabrovo,18,0.0
609,2020-07-01,Gabrovo,18,0.0
610,2020-07-02,Gabrovo,20,2.0
611,2020-07-03,Gabrovo,20,0.0
612,2020-07-04,Gabrovo,21,1.0
613,2020-07-05,Gabrovo,21,0.0
614,2020-07-06,Gabrovo,22,1.0
615,2020-07-07,Gabrovo,22,0.0
616,2020-07-08,Gabrovo,25,3.0
617,2020-07-09,Gabrovo,27,2.0
618,2020-07-10,Gabrovo,29,2.0
619,2020-07-11,Gabrovo,32,3.0
620,2020-07-12,Gabrovo,32,0.0
621,2020-07-13,Gabrovo,32,0.0
622,2020-07-14,Gabrovo,32,0.0
623,2020-07-15,Gabrovo,33,1.0
624,2020-07-16,Gabrovo,35,2.0
625,2020-07-17,Gabrovo,43,8.0
626,2020-07-18,Gabrovo,43,0.0
627,2020-07-19,Gabrovo,43,0.0
628,2020-07-20,Gabrovo,45,2.0
629,2020-07-21,Gabrovo,47,2.0
630,2020-07-22,Gabrovo,52,5.0
631,2020-07-23,Gabrovo,66,14.0
632,2020-07-24,Gabrovo,74,8.0
