,date,province,total_cases,new_cases
1392,2020-07-04,Kardzhali,64,3.0
1393,2020-07-05,Kardzhali,64,0.0
1394,2020-07-06,Kardzhali,64,0.0
1395,2020-07-07,Kardzhali,67,3.0
1396,2020-07-08,Kardzhali,71,4.0
1397,2020-07-09,Kardzhali,75,4.0
1398,2020-07-10,Kardzhali,80,5.0
1399,2020-07-11,Kardzhali,85,5.0
1400,2020-07-12,Kardzhali,86,1.0
1401,2020-07-13,Kardzhali,86,0.0
1402,2020-07-14,Kardzhali,87,1.0
1403,2020-07-15,Kardzhali,91,4.0
1404,2020-07-16,Kardzhali,94,3.0
1405,2020-07-17,Kardzhali,96,2.0
1406,2020-07-18,Kardzhali,98,2.0
1407,2020-07-19,Kardzhali,98,0.0
1408,2020-07-20,Kardzhali,98,0.0
1409,2020-07-21,Kardzhali,100,2.0
1410,2020-07-22,Kardzhali,101,1.0
1411,2020-07-23,Kardzhali,103,2.0
1412,2020-07-24,Kardzhali,108,5.0
1413,2020-07-25,Kardzhali,117,9.0
1414,2020-07-26,Kardzhali,117,0.0
1415,2020-07-27,Kardzhali,118,1.0
1416,2020-07-28,Kardzhali,120,2.0
1417,2020-07-29,Kardzhali,121,1.0
1418,2020-07-30,Kardzhali,128,7.0
1419,2020-07-31,Kardzhali,129,1.0
1420,2020-08-01,Kardzhali,135,6.0
1421,2020-08-02,Kardzhali,135,0.0
1422,2020-08-03,Kardzhali,135,0.0
1423,2020-08-04,Kardzhali,139,4.0
1424,2020-08-05,Kardzhali,140,1.0
1425,2020-08-06,Kardzhali,141,1.0
1426,2020-08-07,Kardzhali,142,1.0
1427,2020-08-08,Kardzhali,146,4.0
1428,2020-08-09,Kardzhali,147,1.0
1429,2020-08-10,Kardzhali,147,0.0
1430,2020-08-11,Kardzhali,147,0.0
1431,2020-08-12,Kardzhali,147,0.0
1432,2020-08-13,Kardzhali,147,0.0
1433,2020-08-14,Kardzhali,149,2.0
1434,2020-08-15,Kardzhali,152,3.0
1435,2020-08-16,Kardzhali,152,0.0
1436,2020-08-17,Kardzhali,153,1.0
1437,2020-08-18,Kardzhali,156,3.0
1438,2020-08-19,Kardzhali,162,6.0
1439,2020-08-20,Kardzhali,168,6.0
1440,2020-08-21,Kardzhali,170,2.0
1441,2020-08-22,Kardzhali,170,0.0
1442,2020-08-23,Kardzhali,170,0.0
1443,2020-08-24,Kardzhali,170,0.0
1444,2020-08-25,Kardzhali,170,0.0
1445,2020-08-26,Kardzhali,172,2.0
1446,2020-08-27,Kardzhali,173,1.0
1447,2020-08-28,Kardzhali,178,5.0
1448,2020-08-29,Kardzhali,181,3.0
1449,2020-08-30,Kardzhali,181,0.0
1450,2020-08-31,Kardzhali,181,0.0
1451,2020-09-01,Kardzhali,183,2.0
1452,2020-09-02,Kardzhali,184,1.0
1453,2020-09-03,Kardzhali,184,0.0
1454,2020-09-04,Kardzhali,186,2.0
1455,2020-09-05,Kardzhali,190,4.0
1456,2020-09-06,Kardzhali,196,6.0
1457,2020-09-07,Kardzhali,196,0.0
1458,2020-09-08,Kardzhali,199,3.0
1459,2020-09-09,Kardzhali,219,20.0
1460,2020-09-10,Kardzhali,220,1.0
1461,2020-09-11,Kardzhali,233,13.0
1462,2020-09-12,Kardzhali,234,1.0
1463,2020-09-13,Kardzhali,236,2.0
1464,2020-09-14,Kardzhali,236,0.0
1465,2020-09-15,Kardzhali,255,19.0
1466,2020-09-16,Kardzhali,261,6.0
1467,2020-09-17,Kardzhali,264,3.0
1468,2020-09-18,Kardzhali,265,1.0
1469,2020-09-19,Kardzhali,266,1.0
1470,2020-09-20,Kardzhali,266,0.0
1471,2020-09-21,Kardzhali,266,0.0
1472,2020-09-22,Kardzhali,266,0.0
1473,2020-09-23,Kardzhali,269,3.0
1474,2020-09-24,Kardzhali,269,0.0
1475,2020-09-25,Kardzhali,270,1.0
1476,2020-09-26,Kardzhali,278,8.0
1477,2020-09-27,Kardzhali,278,0.0
1478,2020-09-28,Kardzhali,278,0.0
1479,2020-09-29,Kardzhali,284,6.0
1480,2020-09-30,Kardzhali,287,3.0
1481,2020-10-01,Kardzhali,300,13.0
1482,2020-10-02,Kardzhali,313,13.0
1483,2020-10-03,Kardzhali,327,14.0
1484,2020-10-04,Kardzhali,327,0.0
1485,2020-10-05,Kardzhali,327,0.0
1486,2020-10-06,Kardzhali,341,14.0
1487,2020-10-07,Kardzhali,352,11.0
1488,2020-10-08,Kardzhali,362,10.0
1489,2020-10-09,Kardzhali,381,19.0
1490,2020-10-10,Kardzhali,390,9.0
1491,2020-10-11,Kardzhali,391,1.0
1492,2020-10-12,Kardzhali,392,1.0
1493,2020-10-13,Kardzhali,409,17.0
1494,2020-10-14,Kardzhali,429,20.0
1495,2020-10-15,Kardzhali,452,23.0
1496,2020-10-16,Kardzhali,473,21.0
1497,2020-10-17,Kardzhali,487,14.0
1498,2020-10-18,Kardzhali,492,5.0
1499,2020-10-19,Kardzhali,495,3.0
1500,2020-10-20,Kardzhali,513,18.0
1501,2020-10-21,Kardzhali,532,19.0
1502,2020-10-22,Kardzhali,574,42.0
1503,2020-10-23,Kardzhali,619,45.0
1504,2020-10-24,Kardzhali,641,22.0
1505,2020-10-25,Kardzhali,676,35.0
1506,2020-10-26,Kardzhali,676,0.0
1507,2020-10-27,Kardzhali,720,44.0
1508,2020-10-28,Kardzhali,774,54.0
1509,2020-10-29,Kardzhali,811,37.0
1510,2020-10-30,Kardzhali,843,32.0
1511,2020-10-31,Kardzhali,911,68.0
1512,2020-11-01,Kardzhali,911,0.0
1513,2020-11-02,Kardzhali,920,9.0
1514,2020-11-03,Kardzhali,954,34.0
1515,2020-11-04,Kardzhali,990,36.0
1516,2020-11-05,Kardzhali,1027,37.0
1517,2020-11-06,Kardzhali,1052,25.0
1518,2020-11-07,Kardzhali,1074,22.0
1519,2020-11-08,Kardzhali,1082,8.0
1520,2020-11-09,Kardzhali,1082,0.0
1521,2020-11-10,Kardzhali,1120,38.0
1522,2020-11-11,Kardzhali,1142,22.0
1523,2020-11-12,Kardzhali,1165,23.0
1524,2020-11-13,Kardzhali,1184,19.0
1525,2020-11-14,Kardzhali,1203,19.0
1526,2020-11-15,Kardzhali,1205,2.0
1527,2020-11-16,Kardzhali,1206,1.0
1528,2020-11-17,Kardzhali,1221,15.0
1529,2020-11-18,Kardzhali,1242,21.0
1530,2020-11-19,Kardzhali,1263,21.0
1531,2020-11-20,Kardzhali,1279,16.0
1532,2020-11-21,Kardzhali,1295,16.0
1533,2020-11-22,Kardzhali,1300,5.0
1534,2020-11-23,Kardzhali,1300,0.0
1535,2020-11-24,Kardzhali,1320,20.0
1536,2020-11-25,Kardzhali,1338,18.0
1537,2020-11-26,Kardzhali,1350,12.0
1538,2020-11-27,Kardzhali,1368,18.0
1539,2020-11-28,Kardzhali,1377,9.0
1540,2020-11-29,Kardzhali,1379,2.0
1541,2020-11-30,Kardzhali,1380,1.0
1542,2020-12-01,Kardzhali,1387,7.0
1543,2020-12-02,Kardzhali,1414,27.0
1544,2020-12-03,Kardzhali,1442,28.0
1545,2020-12-04,Kardzhali,1453,11.0
1546,2020-12-05,Kardzhali,1479,26.0
1547,2020-12-06,Kardzhali,1485,6.0
1548,2020-12-07,Kardzhali,1486,1.0
1549,2020-12-08,Kardzhali,1513,27.0
1550,2020-12-09,Kardzhali,1545,32.0
1551,2020-12-10,Kardzhali,1568,23.0
1552,2020-12-11,Kardzhali,1585,17.0
1553,2020-12-12,Kardzhali,1601,16.0
1554,2020-12-13,Kardzhali,1607,6.0
1555,2020-12-14,Kardzhali,1609,2.0
1556,2020-12-15,Kardzhali,1635,26.0
1557,2020-12-16,Kardzhali,1669,34.0
1558,2020-12-17,Kardzhali,1678,9.0
1559,2020-12-18,Kardzhali,1688,10.0
1560,2020-06-07,Lovech,7,0.0
1561,2020-06-08,Lovech,7,0.0
1562,2020-06-09,Lovech,8,1.0
1563,2020-06-10,Lovech,8,0.0
1564,2020-06-11,Lovech,8,0.0
1565,2020-06-12,Lovech,11,3.0
1566,2020-06-13,Lovech,11,0.0
1567,2020-06-14,Lovech,11,0.0
1568,2020-06-15,Lovech,12,1.0
1569,2020-06-16,Lovech,12,0.0
1570,2020-06-17,Lovech,12,0.0
1571,2020-06-18,Lovech,16,4.0
1572,2020-06-19,Lovech,16,0.0
1573,2020-06-20,Lovech,16,0.0
1574,2020-06-21,Lovech,16,0.0
1575,2020-06-22,Lovech,16,0.0
1576,2020-06-23,Lovech,16,0.0
1577,2020-06-24,Lovech,17,1.0
1578,2020-06-25,Lovech,17,0.0
1579,2020-06-26,Lovech,17,0.0
1580,2020-06-27,Lovech,17,0.0
1581,2020-06-28,Lovech,17,0.0
1582,2020-06-29,Lovech,17,0.0
1583,2020-06-30,Lovech,17,0.0
1584,2020-07-01,Lovech,17,0.0
1585,2020-07-02,Lovech,17,0.0
1586,2020-07-03,Lovech,19,2.0
1587,2020-07-04,Lovech,19,0.0
1588,2020-07-05,Lovech,19,0.0
1589,2020-07-06,Lovech,19,0.0
1590,2020-07-07,Lovech,19,0.0
1591,2020-07-08,Lovech,19,0.0
1592,2020-07-09,Lovech,20,1.0
1593,2020-07-10,Lovech,21,1.0
1594,2020-07-11,Lovech,21,0.0
1595,2020-07-12,Lovech,21,0.0
1596,2020-07-13,Lovech,22,1.0
1597,2020-07-14,Lovech,27,5.0
1598,2020-07-15,Lovech,28,1.0
1599,2020-07-16,Lovech,29,1.0
1600,2020-07-17,Lovech,30,1.0
1601,2020-07-18,Lovech,31,1.0
1602,2020-07-19,Lovech,34,3.0
1603,2020-07-20,Lovech,34,0.0
1604,2020-07-21,Lovech,34,0.0
1605,2020-07-22,Lovech,35,1.0
1606,2020-07-23,Lovech,35,0.0
1607,2020-07-24,Lovech,35,0.0
1608,2020-07-25,Lovech,35,0.0
1609,2020-07-26,Lovech,35,0.0
1610,2020-07-27,Lovech,35,0.0
1611,2020-07-28,Lovech,35,0.0
1612,2020-07-29,Lovech,35,0.0
1613,2020-07-30,Lovech,35,0.0
1614,2020-07-31,Lovech,35,0.0
1615,2020-08-01,Lovech,37,2.0
1616,2020-08-02,Lovech,37,0.0
1617,2020-08-03,Lovech,37,0.0
1618,2020-08-04,Lovech,39,2.0
1619,2020-08-05,Lovech,40,1.0
1620,2020-08-06,Lovech,41,1.0
1621,2020-08-07,Lovech,41,0.0
1622,2020-08-08,Lovech,41,0.0
1623,2020-08-09,Lovech,41,0.0
1624,2020-08-10,Lovech,41,0.0
1625,2020-08-11,Lovech,44,3.0
1626,2020-08-12,Lovech,46,2.0
1627,2020-08-13,Lovech,47,1.0
1628,2020-08-14,Lovech,51,4.0
1629,2020-08-15,Lovech,51,0.0
1630,2020-08-16,Lovech,51,0.0
1631,2020-08-17,Lovech,51,0.0
1632,2020-08-18,Lovech,51,0.0
1633,2020-08-19,Lovech,53,2.0
1634,2020-08-20,Lovech,54,1.0
1635,2020-08-21,Lovech,54,0.0
1636,2020-08-22,Lovech,56,2.0
1637,2020-08-23,Lovech,57,1.0
1638,2020-08-24,Lovech,57,0.0
1639,2020-08-25,Lovech,58,1.0
1640,2020-08-26,Lovech,59,1.0
1641,2020-08-27,Lovech,60,1.0
1642,2020-08-28,Lovech,60,0.0
1643,2020-08-29,Lovech,61,1.0
1644,2020-08-30,Lovech,61,0.0
1645,2020-08-31,Lovech,61,0.0
1646,2020-09-01,Lovech,61,0.0
1647,2020-09-02,Lovech,62,1.0
1648,2020-09-03,Lovech,62,0.0
1649,2020-09-04,Lovech,63,1.0
1650,2020-09-05,Lovech,63,0.0
1651,2020-09-06,Lovech,64,1.0
1652,2020-09-07,Lovech,64,0.0
1653,2020-09-08,Lovech,64,0.0
1654,2020-09-09,Lovech,64,0.0
1655,2020-09-10,Lovech,64,0.0
1656,2020-09-11,Lovech,64,0.0
1657,2020-09-12,Lovech,64,0.0
1658,2020-09-13,Lovech,64,0.0
1659,2020-09-14,Lovech,64,0.0
1660,2020-09-15,Lovech,64,0.0
1661,2020-09-16,Lovech,65,1.0
1662,2020-09-17,Lovech,65,0.0
1663,2020-09-18,Lovech,66,1.0
1664,2020-09-19,Lovech,67,1.0
1665,2020-09-20,Lovech,68,1.0
1666,2020-09-21,Lovech,68,0.0
1667,2020-09-22,Lovech,69,1.0
1668,2020-09-23,Lovech,69,0.0
1669,2020-09-24,Lovech,69,0.0
1670,2020-09-25,Lovech,70,1.0
1671,2020-09-26,Lovech,73,3.0
1672,2020-09-27,Lovech,76,3.0
1673,2020-09-28,Lovech,76,0.0
1674,2020-09-29,Lovech,78,2.0
1675,2020-09-30,Lovech,79,1.0
1676,2020-10-01,Lovech,79,0.0
1677,2020-10-02,Lovech,84,5.0
1678,2020-10-03,Lovech,85,1.0
1679,2020-10-04,Lovech,85,0.0
1680,2020-10-05,Lovech,85,0.0
1681,2020-10-06,Lovech,87,2.0
1682,2020-10-07,Lovech,92,5.0
1683,2020-10-08,Lovech,92,0.0
1684,2020-10-09,Lovech,94,2.0
1685,2020-10-10,Lovech,94,0.0
1686,2020-10-11,Lovech,100,6.0
1687,2020-10-12,Lovech,100,0.0
1688,2020-10-13,Lovech,108,8.0
1689,2020-10-14,Lovech,114,6.0
1690,2020-10-15,Lovech,119,5.0
1691,2020-10-16,Lovech,134,15.0
1692,2020-10-17,Lovech,157,23.0
1693,2020-10-18,Lovech,165,8.0
1694,2020-10-19,Lovech,167,2.0
1695,2020-10-20,Lovech,174,7.0
1696,2020-10-21,Lovech,191,17.0
1697,2020-10-22,Lovech,211,20.0
1698,2020-10-23,Lovech,222,11.0
1699,2020-10-24,Lovech,238,16.0
1700,2020-10-25,Lovech,252,14.0
1701,2020-10-26,Lovech,254,2.0
1702,2020-10-27,Lovech,274,20.0
1703,2020-10-28,Lovech,290,16.0
1704,2020-10-29,Lovech,321,31.0
1705,2020-10-30,Lovech,333,12.0
1706,2020-10-31,Lovech,389,56.0
1707,2020-11-01,Lovech,398,9.0
1708,2020-11-02,Lovech,411,13.0
1709,2020-11-03,Lovech,440,29.0
1710,2020-11-04,Lovech,462,22.0
1711,2020-11-05,Lovech,540,78.0
1712,2020-11-06,Lovech,550,10.0
1713,2020-11-07,Lovech,583,33.0
1714,2020-11-08,Lovech,615,32.0
1715,2020-11-09,Lovech,624,9.0
1716,2020-11-10,Lovech,649,25.0
1717,2020-11-11,Lovech,694,45.0
1718,2020-11-12,Lovech,726,32.0
1719,2020-11-13,Lovech,766,40.0
1720,2020-11-14,Lovech,808,42.0
1721,2020-11-15,Lovech,843,35.0
1722,2020-11-16,Lovech,872,29.0
1723,2020-11-17,Lovech,896,24.0
1724,2020-11-18,Lovech,950,54.0
1725,2020-11-19,Lovech,975,25.0
1726,2020-11-20,Lovech,1023,48.0
1727,2020-11-21,Lovech,1060,37.0
1728,2020-11-22,Lovech,1112,52.0
1729,2020-11-23,Lovech,1132,20.0
1730,2020-11-24,Lovech,1159,27.0
1731,2020-11-25,Lovech,1200,41.0
1732,2020-11-26,Lovech,1229,29.0
1733,2020-11-27,Lovech,1278,49.0
1734,2020-11-28,Lovech,1331,53.0
1735,2020-11-29,Lovech,1370,39.0
1736,2020-11-30,Lovech,1399,29.0
1737,2020-12-01,Lovech,1416,17.0
1738,2020-12-02,Lovech,1455,39.0
1739,2020-12-03,Lovech,1478,23.0
1740,2020-12-04,Lovech,1521,43.0
1741,2020-12-05,Lovech,1561,40.0
1742,2020-12-06,Lovech,1603,42.0
1743,2020-12-07,Lovech,1608,5.0
1744,2020-12-08,Lovech,1624,16.0
1745,2020-12-09,Lovech,1686,62.0
1746,2020-12-10,Lovech,1732,46.0
1747,2020-12-11,Lovech,1780,48.0
1748,2020-12-12,Lovech,1842,62.0
1749,2020-12-13,Lovech,1872,30.0
1750,2020-12-14,Lovech,1873,1.0
1751,2020-12-15,Lovech,1894,21.0
1752,2020-12-16,Lovech,1941,47.0
1753,2020-12-17,Lovech,1975,34.0
1754,2020-12-18,Lovech,2008,33.0
1755,2020-06-07,Montana,23,0.0
1756,2020-06-08,Montana,23,0.0
1757,2020-06-09,Montana,23,0.0
1758,2020-06-10,Montana,23,0.0
1759,2020-06-11,Montana,23,0.0
1760,2020-06-12,Montana,23,0.0
1761,2020-06-13,Montana,23,0.0
1762,2020-06-14,Montana,24,1.0
1763,2020-06-15,Montana,24,0.0
1764,2020-06-16,Montana,24,0.0
1765,2020-06-17,Montana,24,0.0
1766,2020-06-18,Montana,24,0.0
1767,2020-06-19,Montana,24,0.0
1768,2020-06-20,Montana,24,0.0
1769,2020-06-21,Montana,24,0.0
1770,2020-06-22,Montana,24,0.0
1771,2020-06-23,Montana,24,0.0
1772,2020-06-24,Montana,24,0.0
1773,2020-06-25,Montana,27,3.0
1774,2020-06-26,Montana,27,0.0
1775,2020-06-27,Montana,27,0.0
1776,2020-06-28,Montana,27,0.0
1777,2020-06-29,Montana,27,0.0
1778,2020-06-30,Montana,27,0.0
1779,2020-07-01,Montana,28,1.0
1780,2020-07-02,Montana,28,0.0
1781,2020-07-03,Montana,30,2.0
1782,2020-07-04,Montana,30,0.0
1783,2020-07-05,Montana,30,0.0
1784,2020-07-06,Montana,30,0.0
1785,2020-07-07,Montana,30,0.0
1786,2020-07-08,Montana,30,0.0
1787,2020-07-09,Montana,31,1.0
1788,2020-07-10,Montana,33,2.0
1789,2020-07-11,Montana,33,0.0
1790,2020-07-12,Montana,33,0.0
1791,2020-07-13,Montana,33,0.0
1792,2020-07-14,Montana,36,3.0
1793,2020-07-15,Montana,36,0.0
1794,2020-07-16,Montana,36,0.0
1795,2020-07-17,Montana,36,0.0
1796,2020-07-18,Montana,36,0.0
1797,2020-07-19,Montana,36,0.0
1798,2020-07-20,Montana,36,0.0
1799,2020-07-21,Montana,36,0.0
1800,2020-07-22,Montana,36,0.0
1801,2020-07-23,Montana,36,0.0
1802,2020-07-24,Montana,38,2.0
1803,2020-07-25,Montana,40,2.0
1804,2020-07-26,Montana,41,1.0
1805,2020-07-27,Montana,41,0.0
1806,2020-07-28,Montana,41,0.0
1807,2020-07-29,Montana,41,0.0
1808,2020-07-30,Montana,42,1.0
1809,2020-07-31,Montana,45,3.0
1810,2020-08-01,Montana,45,0.0
1811,2020-08-02,Montana,49,4.0
1812,2020-08-03,Montana,49,0.0
1813,2020-08-04,Montana,50,1.0
1814,2020-08-05,Montana,50,0.0
1815,2020-08-06,Montana,52,2.0
1816,2020-08-07,Montana,53,1.0
1817,2020-08-08,Montana,53,0.0
1818,2020-08-09,Montana,53,0.0
1819,2020-08-10,Montana,55,2.0
1820,2020-08-11,Montana,55,0.0
1821,2020-08-12,Montana,55,0.0
1822,2020-08-13,Montana,55,0.0
1823,2020-08-14,Montana,55,0.0
1824,2020-08-15,Montana,55,0.0
1825,2020-08-16,Montana,55,0.0
1826,2020-08-17,Montana,55,0.0
1827,2020-08-18,Montana,55,0.0
1828,2020-08-19,Montana,55,0.0
1829,2020-08-20,Montana,55,0.0
1830,2020-08-21,Montana,59,4.0
1831,2020-08-22,Montana,61,2.0
1832,2020-08-23,Montana,63,2.0
1833,2020-08-24,Montana,63,0.0
1834,2020-08-25,Montana,65,2.0
1835,2020-08-26,Montana,66,1.0
1836,2020-08-27,Montana,71,5.0
1837,2020-08-28,Montana,71,0.0
1838,2020-08-29,Montana,75,4.0
1839,2020-08-30,Montana,79,4.0
1840,2020-08-31,Montana,79,0.0
1841,2020-09-01,Montana,79,0.0
1842,2020-09-02,Montana,80,1.0
1843,2020-09-03,Montana,84,4.0
1844,2020-09-04,Montana,91,7.0
1845,2020-09-05,Montana,92,1.0
1846,2020-09-06,Montana,95,3.0
1847,2020-09-07,Montana,96,1.0
1848,2020-09-08,Montana,96,0.0
1849,2020-09-09,Montana,100,4.0
1850,2020-09-10,Montana,105,5.0
1851,2020-09-11,Montana,110,5.0
1852,2020-09-12,Montana,111,1.0
1853,2020-09-13,Montana,112,1.0
1854,2020-09-14,Montana,115,3.0
1855,2020-09-15,Montana,116,1.0
1856,2020-09-16,Montana,122,6.0
1857,2020-09-17,Montana,124,2.0
1858,2020-09-18,Montana,124,0.0
1859,2020-09-19,Montana,127,3.0
1860,2020-09-20,Montana,132,5.0
1861,2020-09-21,Montana,140,8.0
1862,2020-09-22,Montana,140,0.0
1863,2020-09-23,Montana,141,1.0
1864,2020-09-24,Montana,143,2.0
1865,2020-09-25,Montana,146,3.0
1866,2020-09-26,Montana,157,11.0
1867,2020-09-27,Montana,160,3.0
1868,2020-09-28,Montana,167,7.0
1869,2020-09-29,Montana,168,1.0
1870,2020-09-30,Montana,169,1.0
1871,2020-10-01,Montana,181,12.0
1872,2020-10-02,Montana,189,8.0
1873,2020-10-03,Montana,194,5.0
1874,2020-10-04,Montana,196,2.0
1875,2020-10-05,Montana,208,12.0
1876,2020-10-06,Montana,209,1.0
1877,2020-10-07,Montana,210,1.0
1878,2020-10-08,Montana,217,7.0
1879,2020-10-09,Montana,227,10.0
1880,2020-10-10,Montana,234,7.0
1881,2020-10-11,Montana,250,16.0
1882,2020-10-12,Montana,255,5.0
1883,2020-10-13,Montana,260,5.0
1884,2020-10-14,Montana,279,19.0
1885,2020-10-15,Montana,288,9.0
1886,2020-10-16,Montana,316,28.0
1887,2020-10-17,Montana,327,11.0
1888,2020-10-18,Montana,340,13.0
1889,2020-10-19,Montana,350,10.0
1890,2020-10-20,Montana,360,10.0
1891,2020-10-21,Montana,375,15.0
1892,2020-10-22,Montana,398,23.0
1893,2020-10-23,Montana,449,51.0
1894,2020-10-24,Montana,472,23.0
1895,2020-10-25,Montana,494,22.0
1896,2020-10-26,Montana,504,10.0
1897,2020-10-27,Montana,532,28.0
1898,2020-10-28,Montana,554,22.0
1899,2020-10-29,Montana,572,18.0
1900,2020-10-30,Montana,607,35.0
1901,2020-10-31,Montana,645,38.0
1902,2020-11-01,Montana,708,63.0
1903,2020-11-02,Montana,717,9.0
1904,2020-11-03,Montana,777,60.0
1905,2020-11-04,Montana,890,113.0
1906,2020-11-05,Montana,971,81.0
1907,2020-11-06,Montana,1016,45.0
1908,2020-11-07,Montana,1108,92.0
1909,2020-11-08,Montana,1139,31.0
1910,2020-11-09,Montana,1158,19.0
1911,2020-11-10,Montana,1213,55.0
1912,2020-11-11,Montana,1292,79.0
1913,2020-11-12,Montana,1329,37.0
1914,2020-11-13,Montana,1403,74.0
1915,2020-11-14,Montana,1496,93.0
1916,2020-11-15,Montana,1518,22.0
1917,2020-11-16,Montana,1535,17.0
1918,2020-11-17,Montana,1568,33.0
1919,2020-11-18,Montana,1657,89.0
1920,2020-11-19,Montana,1734,77.0
1921,2020-11-20,Montana,1798,64.0
1922,2020-11-21,Montana,1874,76.0
1923,2020-11-22,Montana,1955,81.0
1924,2020-11-23,Montana,1965,10.0
1925,2020-11-24,Montana,2014,49.0
1926,2020-11-25,Montana,2063,49.0
1927,2020-11-26,Montana,2127,64.0
1928,2020-11-27,Montana,2185,58.0
1929,2020-11-28,Montana,2215,30.0
1930,2020-11-29,Montana,2261,46.0
1931,2020-11-30,Montana,2261,0.0
1932,2020-12-01,Montana,2295,34.0
1933,2020-12-02,Montana,2354,59.0
1934,2020-12-03,Montana,2396,42.0
1935,2020-12-04,Montana,2432,36.0
1936,2020-12-05,Montana,2488,56.0
1937,2020-12-06,Montana,2506,18.0
1938,2020-12-07,Montana,2508,2.0
1939,2020-12-08,Montana,2558,50.0
1940,2020-12-09,Montana,2611,53.0
1941,2020-12-10,Montana,2668,57.0
1942,2020-12-11,Montana,2708,40.0
1943,2020-12-12,Montana,2755,47.0
1944,2020-12-13,Montana,2772,17.0
1945,2020-12-14,Montana,2783,11.0
1946,2020-12-15,Montana,2800,17.0
1947,2020-12-16,Montana,2836,36.0
1948,2020-12-17,Montana,2859,23.0
1949,2020-12-18,Montana,2878,19.0
1950,2020-06-07,Pazardzhik,173,21.0
1951,2020-06-08,Pazardzhik,175,2.0
1952,2020-06-09,Pazardzhik,178,3.0
1953,2020-06-10,Pazardzhik,194,16.0
1954,2020-06-11,Pazardzhik,196,2.0
1955,2020-06-12,Pazardzhik,198,2.0
1956,2020-06-13,Pazardzhik,210,12.0
1957,2020-06-14,Pazardzhik,210,0.0
1958,2020-06-15,Pazardzhik,210,0.0
1959,2020-06-16,Pazardzhik,212,2.0
1960,2020-06-17,Pazardzhik,222,10.0
1961,2020-06-18,Pazardzhik,226,4.0
1962,2020-06-19,Pazardzhik,243,17.0
1963,2020-06-20,Pazardzhik,243,0.0
1964,2020-06-21,Pazardzhik,245,2.0
1965,2020-06-22,Pazardzhik,246,1.0
1966,2020-06-23,Pazardzhik,249,3.0
1967,2020-06-24,Pazardzhik,259,10.0
1968,2020-06-25,Pazardzhik,265,6.0
1969,2020-06-26,Pazardzhik,269,4.0
1970,2020-06-27,Pazardzhik,277,8.0
1971,2020-06-28,Pazardzhik,294,17.0
1972,2020-06-29,Pazardzhik,298,4.0
1973,2020-06-30,Pazardzhik,307,9.0
1974,2020-07-01,Pazardzhik,314,7.0
1975,2020-07-02,Pazardzhik,317,3.0
1976,2020-07-03,Pazardzhik,323,6.0
1977,2020-07-04,Pazardzhik,330,7.0
1978,2020-07-05,Pazardzhik,339,9.0
1979,2020-07-06,Pazardzhik,344,5.0
1980,2020-07-07,Pazardzhik,350,6.0
1981,2020-07-08,Pazardzhik,352,2.0
1982,2020-07-09,Pazardzhik,359,7.0
1983,2020-07-10,Pazardzhik,361,2.0
1984,2020-07-11,Pazardzhik,372,11.0
1985,2020-07-12,Pazardzhik,378,6.0
1986,2020-07-13,Pazardzhik,379,1.0
1987,2020-07-14,Pazardzhik,380,1.0
1988,2020-07-15,Pazardzhik,385,5.0
1989,2020-07-16,Pazardzhik,391,6.0
1990,2020-07-17,Pazardzhik,396,5.0
1991,2020-07-18,Pazardzhik,402,6.0
1992,2020-07-19,Pazardzhik,405,3.0
1993,2020-07-20,Pazardzhik,412,7.0
1994,2020-07-21,Pazardzhik,415,3.0
1995,2020-07-22,Pazardzhik,423,8.0
1996,2020-07-23,Pazardzhik,430,7.0
1997,2020-07-24,Pazardzhik,435,5.0
1998,2020-07-25,Pazardzhik,448,13.0
1999,2020-07-26,Pazardzhik,453,5.0
2000,2020-07-27,Pazardzhik,457,4.0
2001,2020-07-28,Pazardzhik,464,7.0
2002,2020-07-29,Pazardzhik,473,9.0
2003,2020-07-30,Pazardzhik,475,2.0
2004,2020-07-31,Pazardzhik,481,6.0
2005,2020-08-01,Pazardzhik,486,5.0
2006,2020-08-02,Pazardzhik,493,7.0
2007,2020-08-03,Pazardzhik,494,1.0
2008,2020-08-04,Pazardzhik,502,8.0
2009,2020-08-05,Pazardzhik,510,8.0
2010,2020-08-06,Pazardzhik,519,9.0
2011,2020-08-07,Pazardzhik,531,12.0
2012,2020-08-08,Pazardzhik,536,5.0
2013,2020-08-09,Pazardzhik,540,4.0
2014,2020-08-10,Pazardzhik,547,7.0
2015,2020-08-11,Pazardzhik,554,7.0
2016,2020-08-12,Pazardzhik,563,9.0
2017,2020-08-13,Pazardzhik,571,8.0
2018,2020-08-14,Pazardzhik,579,8.0
2019,2020-08-15,Pazardzhik,587,8.0
2020,2020-08-16,Pazardzhik,589,2.0
2021,2020-08-17,Pazardzhik,591,2.0
2022,2020-08-18,Pazardzhik,594,3.0
2023,2020-08-19,Pazardzhik,601,7.0
2024,2020-08-20,Pazardzhik,608,7.0
2025,2020-08-21,Pazardzhik,619,11.0
2026,2020-08-22,Pazardzhik,625,6.0
2027,2020-08-23,Pazardzhik,631,6.0
2028,2020-08-24,Pazardzhik,631,0.0
2029,2020-08-25,Pazardzhik,637,6.0
2030,2020-08-26,Pazardzhik,644,7.0
2031,2020-08-27,Pazardzhik,656,12.0
2032,2020-08-28,Pazardzhik,666,10.0
