province,date,Estimated,Low_90,High_90
Kyustendil,2021-03-28,1.01,0.61,1.42
Kyustendil,2021-03-29,1.01,0.61,1.42
Kyustendil,2021-03-30,1.02,0.61,1.42
Kyustendil,2021-03-31,1.02,0.61,1.42
Kyustendil,2021-04-01,0.98,0.6,1.42
Kyustendil,2021-04-02,0.96,0.58,1.4
Kyustendil,2021-04-03,0.97,0.5700000000000001,1.39
Kyustendil,2021-04-04,0.93,0.52,1.34
Kyustendil,2021-04-05,0.93,0.53,1.36
Kyustendil,2021-04-06,0.92,0.51,1.34
Kyustendil,2021-04-07,0.93,0.53,1.37
Kyustendil,2021-04-08,0.91,0.5,1.34
Kyustendil,2021-04-09,0.92,0.52,1.37
Kyustendil,2021-04-10,0.92,0.51,1.36
Kyustendil,2021-04-11,0.91,0.48,1.33
Kyustendil,2021-04-12,0.89,0.48,1.34
Kyustendil,2021-04-13,0.89,0.46,1.32
Kyustendil,2021-04-14,0.88,0.47,1.34
Kyustendil,2021-04-15,0.86,0.45,1.33
Kyustendil,2021-04-16,0.86,0.43,1.31
Kyustendil,2021-04-17,0.85,0.43,1.32
Kyustendil,2021-04-18,0.8200000000000001,0.39,1.29
Kyustendil,2021-04-19,0.81,0.39,1.3
Kyustendil,2021-04-20,0.8200000000000001,0.37,1.28
Kyustendil,2021-04-21,0.8300000000000001,0.38,1.3
Kyustendil,2021-04-22,0.8200000000000001,0.38,1.31
Kyustendil,2021-04-23,0.8300000000000001,0.38,1.32
Kyustendil,2021-04-24,0.85,0.38,1.32
Kyustendil,2021-04-25,0.8300000000000001,0.37,1.32
Kyustendil,2021-04-26,0.8200000000000001,0.37,1.33
Kyustendil,2021-04-27,0.8200000000000001,0.35,1.31
Kyustendil,2021-04-28,0.8,0.33,1.3
Kyustendil,2021-04-29,0.78,0.31,1.29
Kyustendil,2021-04-30,0.76,0.29,1.28
Kyustendil,2021-05-01,0.76,0.28,1.28
Kyustendil,2021-05-02,0.74,0.25,1.26
Kyustendil,2021-05-03,0.73,0.24,1.26
Kyustendil,2021-05-04,0.75,0.24,1.27
Kyustendil,2021-05-05,0.77,0.25,1.29
Kyustendil,2021-05-06,0.77,0.25,1.3
Kyustendil,2021-05-07,0.8,0.27,1.33
Kyustendil,2021-05-08,0.8,0.28,1.35
Kyustendil,2021-05-09,0.79,0.28,1.36
Kyustendil,2021-05-10,0.8,0.26,1.34
Kyustendil,2021-05-11,0.77,0.25,1.34
Kyustendil,2021-05-12,0.76,0.22,1.31
Kyustendil,2021-05-13,0.75,0.21,1.31
Kyustendil,2021-05-14,0.74,0.17,1.27
Kyustendil,2021-05-15,0.74,0.17,1.28
Kyustendil,2021-05-16,0.75,0.17,1.29
Kyustendil,2021-05-17,0.75,0.17,1.3
Kyustendil,2021-05-18,0.76,0.18,1.32
Kyustendil,2021-05-19,0.76,0.18,1.33
Kyustendil,2021-05-20,0.77,0.19,1.35
Kyustendil,2021-05-21,0.75,0.16,1.32
Kyustendil,2021-05-22,0.74,0.14,1.3
Kyustendil,2021-05-23,0.72,0.13,1.29
Kyustendil,2021-05-24,0.71,0.12,1.28
Kyustendil,2021-05-25,0.71,0.11,1.28
Kyustendil,2021-05-26,0.71,0.11,1.29
Kyustendil,2021-05-27,0.71,0.11,1.3
Kyustendil,2021-05-28,0.72,0.07,1.26
Kyustendil,2021-05-29,0.72,0.09,1.29
Kyustendil,2021-05-30,0.72,0.09,1.3
Kyustendil,2021-05-31,0.73,0.1,1.32
Kyustendil,2021-06-01,0.71,0.08,1.29
Kyustendil,2021-06-02,0.71,0.08,1.3
Kyustendil,2021-06-03,0.68,0.07,1.28
Kyustendil,2021-06-04,0.6900000000000001,0.07,1.29
Kyustendil,2021-06-05,0.6900000000000001,0.05,1.27
Kyustendil,2021-06-06,0.6900000000000001,0.06,1.29
Kyustendil,2021-06-07,0.72,0.07,1.33
Kyustendil,2021-06-08,0.72,0.08,1.35
Kyustendil,2021-06-09,0.72,0.06,1.33
Kyustendil,2021-06-10,0.72,0.07,1.35
Kyustendil,2021-06-11,0.72,0.07,1.36
Kyustendil,2021-06-12,0.73,0.06,1.35
Kyustendil,2021-06-13,0.73,0.07,1.37
Kyustendil,2021-06-14,0.73,0.04,1.34
Kyustendil,2021-06-15,0.7000000000000001,0.06,1.35
Kyustendil,2021-06-16,0.7000000000000001,0.04,1.33
Kyustendil,2021-06-17,0.7000000000000001,0.05,1.35
Kyustendil,2021-06-18,0.74,0.06,1.39
Kyustendil,2021-06-19,0.74,0.07,1.41
Kyustendil,2021-06-20,0.74,0.05,1.39
Kyustendil,2021-06-21,0.74,0.07,1.42
Kyustendil,2021-06-22,0.75,0.05,1.4
Kyustendil,2021-06-23,0.75,0.07,1.43
Kyustendil,2021-06-24,0.72,0.03,1.36
Kyustendil,2021-06-25,0.72,0.04,1.38
Kyustendil,2021-06-26,0.72,0.02,1.36
Kyustendil,2021-06-27,0.68,0.03,1.35
Kyustendil,2021-06-28,0.68,0.04,1.37
Kyustendil,2021-06-29,0.68,0.02,1.35
Kyustendil,2021-06-30,0.68,0.03,1.37
Kyustendil,2021-07-01,0.68,0.01,1.35
Kyustendil,2021-07-02,0.68,0.02,1.37
Kyustendil,2021-07-03,0.68,0.03,1.39
Kyustendil,2021-07-04,0.68,0.02,1.38
Kyustendil,2021-07-05,0.63,0.0,1.33
Kyustendil,2021-07-06,0.63,0.02,1.36
Kyustendil,2021-07-07,0.62,0.02,1.37
Kyustendil,2021-07-08,0.62,0.01,1.36
Kyustendil,2021-07-09,0.61,0.02,1.38
Kyustendil,2021-07-10,0.61,0.01,1.37
Kyustendil,2021-07-11,0.6,0.02,1.39
Kyustendil,2021-07-12,0.6,0.0,1.37
Kyustendil,2021-07-13,0.59,0.01,1.39
Kyustendil,2021-07-14,0.59,0.0,1.38
Kyustendil,2021-07-15,0.58,0.01,1.4
Kyustendil,2021-07-16,0.0,6.3100000000000005,6.4
Kyustendil,2021-07-17,0.0,6.3100000000000005,6.4
Kyustendil,2021-07-18,0.0,6.3100000000000005,6.4
Kyustendil,2021-07-19,0.0,6.3100000000000005,6.4
Kyustendil,2021-07-20,0.0,6.3100000000000005,6.4
Kyustendil,2021-07-21,0.0,6.3100000000000005,6.4
Kyustendil,2021-07-22,0.0,6.3100000000000005,6.4
Kyustendil,2021-07-23,0.0,6.3100000000000005,6.4
Kyustendil,2021-07-24,0.0,6.3100000000000005,6.4
Kyustendil,2021-07-25,0.0,6.3100000000000005,6.4
Kyustendil,2021-07-26,0.0,6.3100000000000005,6.4
Kyustendil,2021-07-27,0.0,6.3100000000000005,6.4
Kyustendil,2021-07-28,0.0,6.3100000000000005,6.4
Kyustendil,2021-07-29,0.0,6.3100000000000005,6.4
Kyustendil,2021-07-30,0.0,6.3100000000000005,6.4
Kyustendil,2021-07-31,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-01,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-02,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-03,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-04,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-05,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-06,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-07,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-08,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-09,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-10,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-11,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-12,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-13,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-14,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-15,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-16,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-17,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-18,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-19,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-20,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-21,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-22,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-23,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-24,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-25,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-26,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-27,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-28,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-29,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-30,0.0,6.3100000000000005,6.4
Kyustendil,2021-08-31,0.0,6.3100000000000005,6.4
Kyustendil,2021-09-01,0.0,6.3100000000000005,6.4
Kyustendil,2021-09-02,0.0,6.3100000000000005,6.4
Kyustendil,2021-09-03,0.0,6.3100000000000005,6.4
Kyustendil,2021-09-04,0.0,6.3100000000000005,6.4
Kyustendil,2021-09-05,0.0,6.3100000000000005,6.4
Kyustendil,2021-09-06,0.0,6.3100000000000005,6.4
Kyustendil,2021-09-07,0.0,6.3100000000000005,6.4
Kyustendil,2021-09-08,0.0,6.3100000000000005,6.4
Kyustendil,2021-09-09,0.0,6.3100000000000005,6.4
Kyustendil,2021-09-10,0.0,6.3100000000000005,6.4
Kyustendil,2021-10-29,1.3,0.72,1.93
Kyustendil,2021-10-30,1.28,0.76,1.86
Kyustendil,2021-10-31,1.21,0.72,1.73
Kyustendil,2021-12-03,1.49,0.68,2.46
Kyustendil,2021-12-04,1.37,0.62,2.27
Kyustendil,2021-12-05,1.25,0.54,2.1
Kyustendil,2021-12-06,1.22,0.52,2.04
Kyustendil,2021-12-07,1.23,0.53,2.02
Kyustendil,2021-12-08,1.18,0.49,1.95
Kyustendil,2021-12-09,1.18,0.49,1.93
Kyustendil,2021-12-10,1.11,0.42,1.84
Kyustendil,2021-12-11,1.0,0.31,1.71
Kyustendil,2021-12-12,1.0,0.32,1.73
Kyustendil,2021-12-13,1.0,0.3,1.71
Kyustendil,2021-12-14,1.0,0.27,1.68
Kyustendil,2021-12-15,1.02,0.31,1.73
Kyustendil,2021-12-16,0.99,0.3,1.72
Kyustendil,2021-12-17,0.97,0.24,1.6500000000000001
Kyustendil,2021-12-18,0.91,0.21,1.61
Kyustendil,2021-12-19,0.86,0.15,1.53
Kyustendil,2021-12-20,0.84,0.14,1.52
Kyustendil,2021-12-21,0.91,0.16,1.58
Kyustendil,2021-12-22,0.91,0.17,1.6
Kyustendil,2021-12-23,0.98,0.21,1.67
Kyustendil,2021-12-24,1.01,0.25,1.72
Kyustendil,2021-12-25,1.0,0.27,1.74
Kyustendil,2021-12-26,0.97,0.24,1.7
Kyustendil,2021-12-27,1.12,0.39,1.8800000000000001
Kyustendil,2021-12-28,1.28,0.56,2.0300000000000002
Kyustendil,2021-12-29,1.43,0.74,2.17
Kyustendil,2021-12-30,1.37,0.7000000000000001,2.09
Kyustendil,2021-12-31,1.32,0.64,1.99
Kyustendil,2022-01-01,1.3,0.66,1.99
Kyustendil,2022-01-02,1.42,0.79,2.09
Kyustendil,2022-01-03,1.46,0.86,2.13
Kyustendil,2022-01-04,1.57,0.98,2.21
Kyustendil,2022-01-05,1.6400000000000001,1.05,2.23
Kyustendil,2022-01-06,1.7,1.1500000000000001,2.29
Kyustendil,2022-01-07,1.55,1.02,2.12
Kyustendil,2022-01-08,1.52,0.98,2.05
Kyustendil,2022-01-09,1.4000000000000001,0.87,1.92
Kyustendil,2022-01-10,1.31,0.8,1.84
Kyustendil,2022-01-11,1.25,0.76,1.8
Kyustendil,2022-01-12,1.33,0.84,1.87
Kyustendil,2022-01-13,1.34,0.86,1.8800000000000001
Kyustendil,2022-01-14,1.27,0.76,1.76
Kyustendil,2022-01-15,1.31,0.84,1.84
Kyustendil,2022-01-16,1.37,0.89,1.87
Kyustendil,2022-01-17,1.46,0.99,1.95
Kyustendil,2022-01-18,1.5,1.05,1.99
Kyustendil,2022-01-19,1.49,1.06,1.98
Kyustendil,2022-01-20,1.48,1.03,1.92
Kyustendil,2022-01-21,1.34,0.92,1.8
Kyustendil,2022-01-22,1.23,0.8,1.67
Kyustendil,2022-01-23,1.23,0.81,1.68
Kyustendil,2022-01-24,1.18,0.77,1.6400000000000001
Kyustendil,2022-01-25,1.18,0.76,1.62
Kyustendil,2022-01-26,1.18,0.77,1.6300000000000001
Lovech,2021-08-11,3.0,1.01,6.99
Lovech,2021-08-12,2.35,0.92,4.45
Lovech,2021-08-13,2.23,0.95,3.96
Lovech,2021-08-14,2.13,0.96,3.64
Lovech,2021-08-15,2.05,0.96,3.4
Lovech,2021-08-16,1.9,0.9,3.12
Lovech,2021-08-17,1.86,0.92,3.01
Lovech,2021-08-18,1.77,0.89,2.85
Lovech,2021-08-19,1.7,0.8300000000000001,2.68
Lovech,2021-08-20,1.64,0.8200000000000001,2.59
Lovech,2021-08-21,1.59,0.78,2.48
Lovech,2021-08-22,1.54,0.79,2.44
Lovech,2021-08-23,1.54,0.77,2.37
Lovech,2021-08-24,1.54,0.79,2.35
Lovech,2021-08-25,1.56,0.85,2.38
Lovech,2021-08-26,1.55,0.84,2.32
Lovech,2021-08-27,1.57,0.87,2.31
Lovech,2021-08-28,1.57,0.9,2.3000000000000003
Lovech,2021-08-29,1.55,0.91,2.27
Lovech,2021-08-30,1.53,0.9,2.22
Lovech,2021-08-31,1.51,0.88,2.16
Lovech,2021-09-01,1.47,0.87,2.12
Lovech,2021-09-02,1.4,0.81,2.03
Lovech,2021-09-03,1.36,0.78,1.98
Lovech,2021-09-04,1.32,0.74,1.92
Lovech,2021-09-05,1.26,0.71,1.88
Lovech,2021-09-06,1.25,0.6900000000000001,1.85
Lovech,2021-09-07,1.24,0.68,1.83
Lovech,2021-09-08,1.24,0.68,1.82
Lovech,2021-09-09,1.23,0.6900000000000001,1.83
Lovech,2021-09-10,1.24,0.7000000000000001,1.83
Lovech,2021-10-29,1.3,0.6900000000000001,2.0
Lovech,2021-10-30,1.25,0.6900000000000001,1.88
Lovech,2021-10-31,1.19,0.66,1.76
Lovech,2021-12-03,1.42,0.66,2.3000000000000003
Lovech,2021-12-04,1.19,0.47000000000000003,1.96
Lovech,2021-12-05,1.11,0.44,1.8800000000000001
Lovech,2021-12-06,1.07,0.41000000000000003,1.82
Lovech,2021-12-07,1.09,0.43,1.83
Lovech,2021-12-08,1.1,0.43,1.81
Lovech,2021-12-09,1.12,0.46,1.83
Lovech,2021-12-10,1.08,0.41000000000000003,1.76
Lovech,2021-12-11,1.02,0.36,1.7
Lovech,2021-12-12,1.05,0.38,1.72
Lovech,2021-12-13,1.06,0.41000000000000003,1.75
Lovech,2021-12-14,1.08,0.4,1.73
Lovech,2021-12-15,1.12,0.48,1.81
Lovech,2021-12-16,1.12,0.49,1.81
Lovech,2021-12-17,1.09,0.46,1.77
Lovech,2021-12-18,1.01,0.37,1.67
Lovech,2021-12-19,0.9400000000000001,0.31,1.61
Lovech,2021-12-20,0.9,0.26,1.56
Lovech,2021-12-21,0.91,0.26,1.57
Lovech,2021-12-22,0.85,0.2,1.5
Lovech,2021-12-23,0.8300000000000001,0.17,1.47
Lovech,2021-12-24,0.8200000000000001,0.14,1.44
Lovech,2021-12-25,0.72,0.1,1.36
Lovech,2021-12-26,0.65,0.05,1.27
Lovech,2021-12-27,0.73,0.09,1.3800000000000001
Lovech,2021-12-28,0.8300000000000001,0.13,1.49
Lovech,2021-12-29,1.01,0.28,1.72
Lovech,2021-12-30,1.07,0.34,1.78
Lovech,2021-12-31,1.11,0.4,1.83
Lovech,2022-01-01,1.12,0.42,1.83
Lovech,2022-01-02,1.29,0.61,2.0
Lovech,2022-01-03,1.32,0.65,2.0
Lovech,2022-01-04,1.36,0.73,2.05
Lovech,2022-01-05,1.42,0.8,2.08
Lovech,2022-01-06,1.44,0.8200000000000001,2.06
Lovech,2022-01-07,1.33,0.75,1.97
Lovech,2022-01-08,1.3800000000000001,0.79,1.98
Lovech,2022-01-09,1.28,0.7000000000000001,1.87
Lovech,2022-01-10,1.28,0.72,1.8800000000000001
Lovech,2022-01-11,1.3800000000000001,0.81,1.95
Lovech,2022-01-12,1.46,0.93,2.05
Lovech,2022-01-13,1.43,0.89,1.98
Lovech,2022-01-14,1.36,0.8300000000000001,1.9000000000000001
Lovech,2022-01-15,1.34,0.84,1.9000000000000001
Lovech,2022-01-16,1.4000000000000001,0.89,1.93
Lovech,2022-01-17,1.44,0.9400000000000001,1.96
Lovech,2022-01-18,1.45,0.96,1.96
Lovech,2022-01-19,1.47,1.0,1.98
Lovech,2022-01-20,1.45,0.99,1.95
Lovech,2022-01-21,1.31,0.85,1.79
Lovech,2022-01-22,1.25,0.81,1.75
Lovech,2022-01-23,1.25,0.8,1.73
Lovech,2022-01-24,1.24,0.77,1.69
Lovech,2022-01-25,1.25,0.81,1.73
Lovech,2022-01-26,1.24,0.8,1.71
Montana,2021-08-15,3.0,1.01,6.99
Montana,2021-08-16,2.77,1.14,4.99
Montana,2021-08-17,2.59,1.21,4.36
Montana,2021-08-18,2.24,1.07,3.7
Montana,2021-08-19,2.03,0.97,3.3000000000000003
Montana,2021-08-20,2.03,1.03,3.21
Montana,2021-08-21,1.89,0.94,2.94
Montana,2021-08-22,1.79,0.94,2.82
Montana,2021-08-23,1.75,0.94,2.73
Montana,2021-08-24,1.76,0.95,2.66
Montana,2021-08-25,1.72,0.94,2.57
Montana,2021-08-26,1.65,0.92,2.48
Montana,2021-08-27,1.66,0.95,2.46
Montana,2021-08-28,1.63,0.94,2.39
Montana,2021-08-29,1.55,0.89,2.29
Montana,2021-08-30,1.56,0.91,2.27
Montana,2021-08-31,1.53,0.91,2.23
Montana,2021-09-01,1.47,0.85,2.13
Montana,2021-09-02,1.42,0.81,2.06
Montana,2021-09-03,1.37,0.79,2.02
Montana,2021-09-04,1.37,0.79,2.0
Montana,2021-09-05,1.33,0.75,1.94
Montana,2021-09-06,1.33,0.77,1.95
Montana,2021-09-07,1.34,0.78,1.94
Montana,2021-09-08,1.32,0.78,1.93
Montana,2021-09-09,1.32,0.77,1.9
Montana,2021-09-10,1.33,0.8,1.92
Montana,2021-10-29,1.13,0.65,1.66
Montana,2021-10-30,1.08,0.65,1.57
Montana,2021-10-31,0.96,0.56,1.41
Montana,2021-12-03,1.45,0.68,2.31
Montana,2021-12-04,1.24,0.56,2.05
Montana,2021-12-05,1.1,0.43,1.84
Montana,2021-12-06,1.09,0.44,1.83
Montana,2021-12-07,1.05,0.41000000000000003,1.78
Montana,2021-12-08,1.05,0.41000000000000003,1.77
Montana,2021-12-09,1.07,0.42,1.77
Montana,2021-12-10,0.99,0.33,1.6600000000000001
Montana,2021-12-11,0.9,0.26,1.58
Montana,2021-12-12,0.93,0.27,1.6
Montana,2021-12-13,0.93,0.28,1.62
Montana,2021-12-14,0.9400000000000001,0.26,1.6
Montana,2021-12-15,0.97,0.29,1.6400000000000001
Montana,2021-12-16,0.97,0.29,1.6400000000000001
Montana,2021-12-17,0.92,0.24,1.58
Montana,2021-12-18,0.85,0.17,1.49
Montana,2021-12-19,0.79,0.14,1.44
Montana,2021-12-20,0.77,0.12,1.42
Montana,2021-12-21,0.81,0.13,1.46
Montana,2021-12-22,0.77,0.09,1.4000000000000001
Montana,2021-12-23,0.75,0.09,1.4000000000000001
Montana,2021-12-24,0.76,0.1,1.43
Montana,2021-12-25,0.64,0.02,1.27
Montana,2021-12-26,0.62,0.03,1.28
Montana,2021-12-27,0.63,0.02,1.29
Montana,2021-12-28,0.76,0.06,1.43
Montana,2021-12-29,0.9500000000000001,0.18,1.67
Montana,2021-12-30,1.01,0.26,1.78
Montana,2021-12-31,1.04,0.27,1.78
Montana,2022-01-01,1.07,0.33,1.84
Montana,2022-01-02,1.26,0.53,2.0300000000000002
Montana,2022-01-03,1.37,0.64,2.09
Montana,2022-01-04,1.42,0.71,2.11
Montana,2022-01-05,1.55,0.89,2.24
Montana,2022-01-06,1.55,0.93,2.23
Montana,2022-01-07,1.46,0.86,2.12
Montana,2022-01-08,1.47,0.86,2.08
Montana,2022-01-09,1.4000000000000001,0.8300000000000001,2.0300000000000002
Montana,2022-01-10,1.3900000000000001,0.81,1.98
Montana,2022-01-11,1.4000000000000001,0.84,1.99
Montana,2022-01-12,1.42,0.88,2.0100000000000002
Montana,2022-01-13,1.4000000000000001,0.87,1.98
Montana,2022-01-14,1.31,0.77,1.86
Montana,2022-01-15,1.37,0.85,1.93
Montana,2022-01-16,1.51,1.01,2.07
Montana,2022-01-17,1.61,1.12,2.15
Montana,2022-01-18,1.69,1.21,2.2
Montana,2022-01-19,1.68,1.22,2.18
Montana,2022-01-20,1.61,1.17,2.1
Montana,2022-01-21,1.41,0.98,1.8900000000000001
Montana,2022-01-22,1.29,0.86,1.76
Montana,2022-01-23,1.2,0.77,1.67
Montana,2022-01-24,1.17,0.74,1.6400000000000001
Montana,2022-01-25,1.17,0.74,1.6400000000000001
Montana,2022-01-26,1.21,0.76,1.6500000000000001
Pazardzhik,2020-10-09,3.0,1.01,6.99
Pazardzhik,2020-10-10,2.35,0.92,4.45
Pazardzhik,2020-10-11,2.23,0.95,3.96
Pazardzhik,2020-10-12,2.02,0.89,3.51
Pazardzhik,2020-10-13,1.97,0.9,3.3200000000000003
Pazardzhik,2020-10-14,2.0,0.95,3.23
Pazardzhik,2020-10-15,1.87,0.91,3.01
Pazardzhik,2020-10-16,1.83,0.91,2.89
Pazardzhik,2020-10-17,1.79,0.92,2.8000000000000003
Pazardzhik,2020-10-18,1.8,0.97,2.77
Pazardzhik,2020-10-19,1.76,0.96,2.67
Pazardzhik,2020-10-20,1.76,0.99,2.63
Pazardzhik,2020-10-21,1.75,1.02,2.59
Pazardzhik,2020-10-22,1.7,1.0,2.5
Pazardzhik,2020-10-23,1.69,1.02,2.46
Pazardzhik,2020-10-24,1.68,1.01,2.39
Pazardzhik,2020-10-25,1.64,1.01,2.34
Pazardzhik,2020-10-26,1.62,1.0,2.28
Pazardzhik,2020-10-27,1.61,1.02,2.26
Pazardzhik,2020-10-28,1.61,1.04,2.24
Pazardzhik,2020-10-29,1.57,1.01,2.17
Pazardzhik,2020-10-30,1.55,0.99,2.11
Pazardzhik,2020-10-31,1.53,1.0,2.09
Pazardzhik,2020-11-01,1.52,0.99,2.05
Pazardzhik,2020-11-02,1.5,1.01,2.05
Pazardzhik,2020-11-03,1.5,1.01,2.02
Pazardzhik,2020-11-04,1.49,1.02,2.01
Pazardzhik,2020-11-05,1.45,0.97,1.93
Pazardzhik,2020-11-06,1.45,0.99,1.93
Pazardzhik,2020-11-07,1.47,1.01,1.93
Pazardzhik,2020-11-08,1.47,1.02,1.92
Pazardzhik,2020-11-09,1.49,1.05,1.93
Pazardzhik,2020-11-10,1.48,1.05,1.91
Pazardzhik,2020-11-11,1.48,1.07,1.91
Pazardzhik,2020-11-12,1.45,1.04,1.86
Pazardzhik,2020-11-13,1.41,1.03,1.84
Pazardzhik,2020-11-14,1.41,1.01,1.8
Pazardzhik,2020-11-15,1.36,0.98,1.76
Pazardzhik,2020-11-16,1.33,0.95,1.72
Pazardzhik,2020-11-17,1.3,0.93,1.69
Pazardzhik,2020-11-18,1.28,0.92,1.68
Pazardzhik,2020-11-19,1.24,0.88,1.63
Pazardzhik,2020-11-20,1.21,0.86,1.61
Pazardzhik,2020-11-21,1.2,0.8300000000000001,1.57
Pazardzhik,2020-11-22,1.16,0.81,1.55
Pazardzhik,2020-11-23,1.13,0.78,1.52
Pazardzhik,2020-11-24,1.11,0.76,1.5
Pazardzhik,2020-11-25,1.1,0.75,1.49
Pazardzhik,2020-11-26,1.09,0.73,1.47
Pazardzhik,2020-11-27,1.07,0.71,1.45
Pazardzhik,2020-11-28,1.06,0.7000000000000001,1.44
Pazardzhik,2020-11-29,1.05,0.68,1.42
Pazardzhik,2020-11-30,1.06,0.6900000000000001,1.43
Pazardzhik,2020-12-01,1.07,0.7000000000000001,1.44
Pazardzhik,2020-12-02,1.08,0.72,1.46
Pazardzhik,2020-12-03,1.07,0.71,1.45
Pazardzhik,2020-12-04,1.07,0.71,1.45
Pazardzhik,2020-12-05,1.09,0.73,1.47
Pazardzhik,2020-12-06,1.07,0.72,1.46
Pazardzhik,2020-12-07,1.04,0.7000000000000001,1.44
Pazardzhik,2020-12-08,1.03,0.68,1.42
Pazardzhik,2020-12-09,1.01,0.66,1.4
Pazardzhik,2020-12-10,0.97,0.62,1.36
Pazardzhik,2020-12-11,0.95,0.58,1.32
Pazardzhik,2020-12-12,0.95,0.59,1.34
Pazardzhik,2020-12-13,0.92,0.55,1.3
Pazardzhik,2020-12-14,0.88,0.52,1.28
Pazardzhik,2020-12-15,0.88,0.49,1.25
Pazardzhik,2020-12-16,0.88,0.5,1.27
Pazardzhik,2020-12-17,0.85,0.48,1.26
Pazardzhik,2020-12-18,0.84,0.47,1.26
Pazardzhik,2020-12-19,0.84,0.45,1.24
Pazardzhik,2020-12-20,0.8200000000000001,0.43,1.23
Pazardzhik,2020-12-21,0.8,0.41,1.22
Pazardzhik,2020-12-22,0.78,0.39,1.21
Pazardzhik,2020-12-23,0.75,0.36,1.19
Pazardzhik,2020-12-24,0.73,0.33,1.17
Pazardzhik,2020-12-25,0.71,0.3,1.15
Pazardzhik,2020-12-26,0.71,0.28,1.14
Pazardzhik,2020-12-27,0.73,0.31,1.19
Pazardzhik,2020-12-28,0.72,0.3,1.19
Pazardzhik,2020-12-29,0.72,0.29,1.19
Pazardzhik,2020-12-30,0.74,0.3,1.21
Pazardzhik,2020-12-31,0.74,0.3,1.22
Pazardzhik,2021-01-01,0.75,0.3,1.23
Pazardzhik,2021-01-02,0.75,0.3,1.24
Pazardzhik,2021-01-03,0.74,0.29,1.24
Pazardzhik,2021-01-04,0.73,0.25,1.2
Pazardzhik,2021-01-05,0.72,0.25,1.21
Pazardzhik,2021-01-06,0.75,0.26,1.23
Pazardzhik,2021-01-07,0.75,0.27,1.25
Pazardzhik,2021-01-08,0.77,0.29,1.28
Pazardzhik,2021-01-09,0.78,0.31,1.31
Pazardzhik,2021-01-10,0.78,0.28,1.28
Pazardzhik,2021-01-11,0.79,0.3,1.31
Pazardzhik,2021-01-12,0.78,0.27,1.28
Pazardzhik,2021-01-13,0.8,0.3,1.32
Pazardzhik,2021-01-14,0.79,0.31,1.34
Pazardzhik,2021-01-15,0.8,0.3,1.33
Pazardzhik,2021-01-16,0.81,0.31,1.35
Pazardzhik,2021-01-17,0.8,0.29,1.33
Pazardzhik,2021-01-18,0.8200000000000001,0.32,1.37
Pazardzhik,2021-01-19,0.84,0.33,1.38
Pazardzhik,2021-01-20,0.86,0.34,1.39
Pazardzhik,2021-01-21,0.88,0.36,1.41
Pazardzhik,2021-01-22,0.9,0.38,1.43
Pazardzhik,2021-01-23,0.92,0.41,1.46
Pazardzhik,2021-01-24,0.94,0.44,1.49
Pazardzhik,2021-01-25,0.94,0.41,1.45
Pazardzhik,2021-01-26,0.96,0.45,1.49
Pazardzhik,2021-01-27,0.96,0.46,1.5
Pazardzhik,2021-01-28,0.95,0.42,1.45
Pazardzhik,2021-01-29,0.98,0.47,1.5
Pazardzhik,2021-01-30,0.99,0.5,1.53
Pazardzhik,2021-01-31,0.99,0.49,1.51
Pazardzhik,2021-02-01,1.01,0.52,1.54
Pazardzhik,2021-02-02,1.02,0.52,1.53
Pazardzhik,2021-02-03,1.04,0.5700000000000001,1.58
Pazardzhik,2021-02-04,1.04,0.56,1.56
Pazardzhik,2021-02-05,1.05,0.56,1.55
Pazardzhik,2021-02-06,1.09,0.62,1.61
Pazardzhik,2021-02-07,1.09,0.63,1.61
Pazardzhik,2021-02-08,1.11,0.65,1.62
