province,date,Estimated,Low_90,High_90
Blagoevgrad,2020-07-07,3.0,1.01,6.99
Blagoevgrad,2020-07-08,2.77,1.14,4.99
Blagoevgrad,2020-07-09,2.45,1.09,4.16
Blagoevgrad,2020-07-10,2.26,1.08,3.74
Blagoevgrad,2020-07-11,2.05,0.98,3.33
Blagoevgrad,2020-07-12,1.9,0.94,3.09
Blagoevgrad,2020-07-13,1.8,0.89,2.89
Blagoevgrad,2020-07-14,1.72,0.86,2.75
Blagoevgrad,2020-07-15,1.66,0.8300000000000001,2.63
Blagoevgrad,2020-07-16,1.64,0.85,2.59
Blagoevgrad,2020-07-17,1.59,0.8200000000000001,2.49
Blagoevgrad,2020-07-18,1.58,0.8300000000000001,2.45
Blagoevgrad,2020-07-19,1.61,0.88,2.46
Blagoevgrad,2020-07-20,1.62,0.9,2.43
Blagoevgrad,2020-07-21,1.6,0.91,2.39
Blagoevgrad,2020-07-22,1.61,0.92,2.35
Blagoevgrad,2020-07-23,1.58,0.91,2.29
Blagoevgrad,2020-07-24,1.53,0.89,2.23
Blagoevgrad,2020-07-25,1.52,0.88,2.18
Blagoevgrad,2020-07-26,1.5,0.89,2.16
Blagoevgrad,2020-07-27,1.46,0.87,2.11
Blagoevgrad,2020-07-28,1.45,0.86,2.07
Blagoevgrad,2020-07-29,1.42,0.86,2.05
Blagoevgrad,2020-07-30,1.39,0.8200000000000001,1.98
Blagoevgrad,2020-07-31,1.36,0.8,1.94
Blagoevgrad,2020-08-01,1.34,0.8,1.93
Blagoevgrad,2020-08-02,1.37,0.8300000000000001,1.94
Blagoevgrad,2020-08-03,1.36,0.8200000000000001,1.91
Blagoevgrad,2020-08-04,1.35,0.84,1.92
Blagoevgrad,2020-08-05,1.33,0.81,1.87
Blagoevgrad,2020-08-06,1.29,0.79,1.84
Blagoevgrad,2020-08-07,1.26,0.76,1.8
Blagoevgrad,2020-08-08,1.21,0.72,1.75
Blagoevgrad,2020-08-09,1.18,0.6900000000000001,1.72
Blagoevgrad,2020-08-10,1.13,0.62,1.64
Blagoevgrad,2020-08-11,1.06,0.58,1.61
Blagoevgrad,2020-08-12,1.08,0.58,1.61
Blagoevgrad,2020-08-13,1.07,0.5700000000000001,1.6
Blagoevgrad,2020-08-14,1.07,0.58,1.62
Blagoevgrad,2020-08-15,1.08,0.59,1.63
Blagoevgrad,2020-08-16,1.06,0.56,1.6
Blagoevgrad,2020-08-17,1.05,0.54,1.58
Blagoevgrad,2020-08-18,1.05,0.55,1.6
Blagoevgrad,2020-08-19,1.03,0.53,1.58
Blagoevgrad,2020-08-20,1.03,0.51,1.56
Blagoevgrad,2020-08-21,1.03,0.53,1.59
Blagoevgrad,2020-08-22,1.04,0.53,1.59
Blagoevgrad,2020-08-23,1.05,0.54,1.6
Blagoevgrad,2020-08-24,1.05,0.53,1.59
Blagoevgrad,2020-08-25,1.05,0.53,1.59
Blagoevgrad,2020-08-26,1.08,0.56,1.62
Blagoevgrad,2020-08-27,1.06,0.54,1.6
Blagoevgrad,2020-08-28,1.04,0.53,1.59
Blagoevgrad,2020-08-29,1.04,0.52,1.58
Blagoevgrad,2020-08-30,1.05,0.53,1.59
Blagoevgrad,2020-08-31,1.04,0.52,1.58
Blagoevgrad,2020-09-01,1.05,0.53,1.59
Blagoevgrad,2020-09-02,1.06,0.55,1.61
Blagoevgrad,2020-09-03,1.07,0.56,1.62
Blagoevgrad,2020-09-04,1.06,0.55,1.61
Blagoevgrad,2020-09-05,1.05,0.55,1.61
Blagoevgrad,2020-09-06,1.05,0.55,1.61
Blagoevgrad,2020-09-07,1.02,0.52,1.58
Blagoevgrad,2020-09-08,1.03,0.53,1.59
Blagoevgrad,2020-09-09,1.05,0.55,1.61
Blagoevgrad,2020-09-10,1.04,0.52,1.57
Blagoevgrad,2020-09-11,1.04,0.52,1.57
Blagoevgrad,2020-09-12,1.05,0.54,1.59
Blagoevgrad,2020-09-13,1.05,0.54,1.59
Blagoevgrad,2020-09-14,1.05,0.55,1.6
Blagoevgrad,2020-09-15,1.06,0.56,1.61
Blagoevgrad,2020-09-16,1.04,0.52,1.56
Blagoevgrad,2020-09-17,1.01,0.49,1.53
Blagoevgrad,2020-09-18,1.01,0.52,1.57
Blagoevgrad,2020-09-19,1.03,0.53,1.58
Blagoevgrad,2020-09-20,1.0,0.5,1.55
Blagoevgrad,2020-09-21,1.01,0.51,1.56
Blagoevgrad,2020-09-22,1.02,0.52,1.57
Blagoevgrad,2020-09-23,1.04,0.54,1.59
Blagoevgrad,2020-09-24,1.05,0.55,1.6
Blagoevgrad,2020-09-25,1.05,0.53,1.57
Blagoevgrad,2020-09-26,1.07,0.5700000000000001,1.61
Blagoevgrad,2020-09-27,1.08,0.59,1.63
Blagoevgrad,2020-09-28,1.08,0.58,1.61
Blagoevgrad,2020-09-29,1.08,0.59,1.62
Blagoevgrad,2020-09-30,1.03,0.51,1.53
Blagoevgrad,2020-10-01,1.02,0.5,1.52
Blagoevgrad,2020-10-02,1.0,0.52,1.55
Blagoevgrad,2020-10-03,1.0,0.51,1.54
Blagoevgrad,2020-10-04,1.0,0.51,1.54
Blagoevgrad,2020-10-05,1.0,0.5,1.53
Blagoevgrad,2020-10-06,1.04,0.54,1.57
Blagoevgrad,2020-10-07,1.11,0.62,1.65
Blagoevgrad,2020-10-08,1.14,0.66,1.68
Blagoevgrad,2020-10-09,1.19,0.71,1.72
Blagoevgrad,2020-10-10,1.24,0.75,1.74
Blagoevgrad,2020-10-11,1.27,0.8,1.78
Blagoevgrad,2020-10-12,1.31,0.85,1.81
Blagoevgrad,2020-10-13,1.32,0.86,1.8
Blagoevgrad,2020-10-14,1.31,0.86,1.78
Blagoevgrad,2020-10-15,1.26,0.8300000000000001,1.74
Blagoevgrad,2020-10-16,1.24,0.8200000000000001,1.72
Blagoevgrad,2020-10-17,1.24,0.8,1.68
Blagoevgrad,2020-10-18,1.2,0.79,1.67
Blagoevgrad,2020-10-19,1.19,0.78,1.65
Blagoevgrad,2020-10-20,1.22,0.81,1.67
Blagoevgrad,2020-10-21,1.22,0.81,1.66
Blagoevgrad,2020-10-22,1.22,0.81,1.65
Blagoevgrad,2020-10-23,1.28,0.87,1.7
Blagoevgrad,2020-10-24,1.3,0.9,1.72
Blagoevgrad,2020-10-25,1.34,0.95,1.76
Blagoevgrad,2020-10-26,1.36,0.97,1.76
Blagoevgrad,2020-10-27,1.4,1.04,1.82
Blagoevgrad,2020-10-28,1.37,1.0,1.76
Blagoevgrad,2020-10-29,1.34,0.98,1.73
Blagoevgrad,2020-10-30,1.34,0.99,1.73
Blagoevgrad,2020-10-31,1.35,0.99,1.71
Blagoevgrad,2020-11-01,1.33,0.98,1.69
Blagoevgrad,2020-11-02,1.35,1.01,1.71
Blagoevgrad,2020-11-03,1.39,1.05,1.74
Blagoevgrad,2020-11-04,1.38,1.06,1.74
Blagoevgrad,2020-11-05,1.34,1.02,1.69
Blagoevgrad,2020-11-06,1.34,1.03,1.69
Blagoevgrad,2020-11-07,1.33,1.02,1.67
Blagoevgrad,2020-11-08,1.29,0.98,1.62
Blagoevgrad,2020-11-09,1.25,0.94,1.57
Blagoevgrad,2020-11-10,1.23,0.93,1.56
Blagoevgrad,2020-11-11,1.2,0.9,1.53
Blagoevgrad,2020-11-12,1.13,0.81,1.43
Blagoevgrad,2020-11-13,1.14,0.8300000000000001,1.45
Blagoevgrad,2020-11-14,1.14,0.84,1.46
Blagoevgrad,2020-11-15,1.11,0.81,1.43
Blagoevgrad,2020-11-16,1.09,0.79,1.41
Blagoevgrad,2020-11-17,1.1,0.8,1.42
Blagoevgrad,2020-11-18,1.08,0.79,1.41
Blagoevgrad,2020-11-19,1.03,0.74,1.36
Blagoevgrad,2020-11-20,1.02,0.72,1.34
Blagoevgrad,2020-11-21,1.01,0.7000000000000001,1.32
Blagoevgrad,2020-11-22,0.95,0.66,1.29
Blagoevgrad,2020-11-23,0.92,0.62,1.25
Blagoevgrad,2020-11-24,0.9,0.61,1.25
Blagoevgrad,2020-11-25,0.89,0.58,1.22
Blagoevgrad,2020-11-26,0.87,0.5700000000000001,1.22
Blagoevgrad,2020-11-27,0.88,0.5700000000000001,1.22
Blagoevgrad,2020-11-28,0.89,0.58,1.24
Blagoevgrad,2020-11-29,0.87,0.55,1.21
Blagoevgrad,2020-11-30,0.87,0.54,1.2
Blagoevgrad,2020-12-01,0.92,0.6,1.27
Blagoevgrad,2020-12-02,0.94,0.62,1.29
Blagoevgrad,2020-12-03,0.93,0.61,1.28
Blagoevgrad,2020-12-04,0.97,0.64,1.31
Blagoevgrad,2020-12-05,0.98,0.66,1.33
Blagoevgrad,2020-12-06,0.96,0.64,1.31
Blagoevgrad,2020-12-07,0.94,0.62,1.29
Blagoevgrad,2020-12-08,0.92,0.6,1.27
Blagoevgrad,2020-12-09,0.91,0.5700000000000001,1.24
Blagoevgrad,2020-12-10,0.86,0.54,1.22
Blagoevgrad,2020-12-11,0.87,0.54,1.22
Blagoevgrad,2020-12-12,0.88,0.55,1.24
Blagoevgrad,2020-12-13,0.8200000000000001,0.48,1.17
Blagoevgrad,2020-12-14,0.81,0.48,1.18
Blagoevgrad,2020-12-15,0.8,0.47,1.18
Blagoevgrad,2020-12-16,0.79,0.44,1.15
Blagoevgrad,2020-12-17,0.76,0.41,1.13
Blagoevgrad,2020-12-18,0.76,0.41,1.14
Blagoevgrad,2020-12-19,0.76,0.41,1.15
Blagoevgrad,2020-12-20,0.72,0.37,1.12
Blagoevgrad,2020-12-21,0.6900000000000001,0.33,1.09
Blagoevgrad,2020-12-22,0.66,0.3,1.07
Blagoevgrad,2020-12-23,0.64,0.26,1.04
Blagoevgrad,2020-12-24,0.61,0.22,1.01
Blagoevgrad,2020-12-25,0.6,0.22,1.03
Blagoevgrad,2020-12-26,0.61,0.21,1.03
Blagoevgrad,2020-12-27,0.6,0.18,1.01
Blagoevgrad,2020-12-28,0.61,0.2,1.05
Blagoevgrad,2020-12-29,0.62,0.2,1.06
Blagoevgrad,2020-12-30,0.65,0.23,1.11
Blagoevgrad,2020-12-31,0.66,0.24,1.13
Blagoevgrad,2021-01-01,0.65,0.2,1.09
Blagoevgrad,2021-01-02,0.67,0.23,1.14
Blagoevgrad,2021-01-03,0.67,0.21,1.12
Blagoevgrad,2021-01-04,0.65,0.2,1.12
Blagoevgrad,2021-01-05,0.66,0.2,1.13
Blagoevgrad,2021-01-06,0.67,0.2,1.14
Blagoevgrad,2021-01-07,0.6900000000000001,0.22,1.17
Blagoevgrad,2021-01-08,0.74,0.26,1.22
Blagoevgrad,2021-01-09,0.77,0.31,1.28
Blagoevgrad,2021-01-10,0.79,0.31,1.28
Blagoevgrad,2021-01-11,0.81,0.33,1.3
Blagoevgrad,2021-01-12,0.8200000000000001,0.34,1.31
Blagoevgrad,2021-01-13,0.8200000000000001,0.34,1.31
Blagoevgrad,2021-01-14,0.8,0.31,1.28
Blagoevgrad,2021-01-15,0.79,0.32,1.3
Blagoevgrad,2021-01-16,0.79,0.31,1.29
Blagoevgrad,2021-01-17,0.75,0.28,1.27
Blagoevgrad,2021-01-18,0.72,0.23,1.22
Blagoevgrad,2021-01-19,0.71,0.23,1.23
Blagoevgrad,2021-01-20,0.71,0.22,1.23
Blagoevgrad,2021-01-21,0.7000000000000001,0.18,1.19
Blagoevgrad,2021-01-22,0.71,0.21,1.24
Blagoevgrad,2021-01-23,0.74,0.23,1.27
Blagoevgrad,2021-01-24,0.77,0.25,1.3
Blagoevgrad,2021-01-25,0.8200000000000001,0.31,1.37
Blagoevgrad,2021-01-26,0.85,0.34,1.4
Blagoevgrad,2021-01-27,0.87,0.36,1.42
Blagoevgrad,2021-01-28,0.89,0.39,1.45
Blagoevgrad,2021-01-29,0.91,0.39,1.44
Blagoevgrad,2021-01-30,0.93,0.42,1.47
Blagoevgrad,2021-01-31,0.92,0.42,1.47
Blagoevgrad,2021-02-01,0.92,0.41,1.45
Blagoevgrad,2021-02-02,0.97,0.47,1.51
Blagoevgrad,2021-02-03,0.98,0.48,1.51
Blagoevgrad,2021-02-04,1.01,0.53,1.56
Blagoevgrad,2021-02-05,1.08,0.6,1.62
Blagoevgrad,2021-02-06,1.13,0.64,1.64
Blagoevgrad,2021-02-07,1.13,0.66,1.65
Blagoevgrad,2021-02-08,1.15,0.66,1.63
Blagoevgrad,2021-02-09,1.16,0.6900000000000001,1.65
Blagoevgrad,2021-02-10,1.13,0.68,1.63
Blagoevgrad,2021-02-11,1.08,0.63,1.57
Blagoevgrad,2021-02-12,1.07,0.61,1.54
Blagoevgrad,2021-02-13,1.07,0.62,1.55
Blagoevgrad,2021-02-14,1.04,0.61,1.54
Blagoevgrad,2021-02-15,1.04,0.59,1.51
Blagoevgrad,2021-02-16,1.07,0.63,1.55
Blagoevgrad,2021-02-17,1.08,0.65,1.57
Blagoevgrad,2021-02-18,1.06,0.62,1.53
Blagoevgrad,2021-02-19,1.09,0.66,1.57
Blagoevgrad,2021-02-20,1.12,0.68,1.58
Blagoevgrad,2021-02-21,1.12,0.7000000000000001,1.6
Blagoevgrad,2021-02-22,1.15,0.73,1.62
Blagoevgrad,2021-02-23,1.2,0.78,1.66
Blagoevgrad,2021-02-24,1.22,0.81,1.68
Blagoevgrad,2021-02-25,1.19,0.79,1.65
Blagoevgrad,2021-02-26,1.23,0.8300000000000001,1.68
Blagoevgrad,2021-02-27,1.25,0.8300000000000001,1.66
Blagoevgrad,2021-02-28,1.18,0.77,1.59
Blagoevgrad,2021-03-01,1.19,0.8,1.62
Blagoevgrad,2021-03-02,1.2,0.81,1.62
Blagoevgrad,2021-03-03,1.19,0.79,1.59
Blagoevgrad,2021-03-04,1.15,0.78,1.58
Blagoevgrad,2021-03-05,1.17,0.78,1.57
Blagoevgrad,2021-03-06,1.19,0.8200000000000001,1.61
Blagoevgrad,2021-03-07,1.18,0.8,1.58
Blagoevgrad,2021-03-08,1.18,0.8,1.57
Blagoevgrad,2021-03-09,1.24,0.88,1.65
Blagoevgrad,2021-03-10,1.21,0.85,1.61
Blagoevgrad,2021-03-11,1.16,0.8,1.55
Blagoevgrad,2021-03-12,1.21,0.86,1.61
Blagoevgrad,2021-03-13,1.26,0.91,1.65
Blagoevgrad,2021-03-14,1.26,0.91,1.64
Blagoevgrad,2021-03-15,1.28,0.94,1.66
Blagoevgrad,2021-03-16,1.33,0.99,1.7
Blagoevgrad,2021-03-17,1.33,1.0,1.7
Blagoevgrad,2021-03-18,1.29,0.96,1.65
Blagoevgrad,2021-03-19,1.29,0.97,1.65
Blagoevgrad,2021-03-20,1.28,0.96,1.63
Blagoevgrad,2021-03-21,1.2,0.88,1.54
Blagoevgrad,2021-03-22,1.16,0.85,1.51
Blagoevgrad,2021-03-23,1.16,0.85,1.51
Blagoevgrad,2021-03-24,1.13,0.8200000000000001,1.48
Blagoevgrad,2021-03-25,1.06,0.73,1.38
Blagoevgrad,2021-03-26,1.07,0.77,1.43
Blagoevgrad,2021-03-27,1.09,0.78,1.44
Blagoevgrad,2021-03-28,1.06,0.75,1.41
Blagoevgrad,2021-03-29,1.06,0.75,1.41
Blagoevgrad,2021-03-30,1.09,0.78,1.44
Blagoevgrad,2021-03-31,1.09,0.76,1.41
Blagoevgrad,2021-04-01,1.05,0.74,1.39
Blagoevgrad,2021-04-02,1.05,0.74,1.39
Blagoevgrad,2021-04-03,1.05,0.73,1.38
Blagoevgrad,2021-04-04,0.98,0.66,1.31
Blagoevgrad,2021-04-05,0.95,0.64,1.3
Blagoevgrad,2021-04-06,0.93,0.61,1.27
Blagoevgrad,2021-04-07,0.9,0.59,1.26
Blagoevgrad,2021-04-08,0.85,0.52,1.19
Blagoevgrad,2021-04-09,0.86,0.53,1.21
Blagoevgrad,2021-04-10,0.85,0.53,1.22
Blagoevgrad,2021-04-11,0.8200000000000001,0.48,1.17
Blagoevgrad,2021-04-12,0.8,0.47,1.17
Blagoevgrad,2021-04-13,0.8,0.47,1.18
Blagoevgrad,2021-04-14,0.81,0.46,1.17
Blagoevgrad,2021-04-15,0.78,0.44,1.16
Blagoevgrad,2021-04-16,0.81,0.46,1.19
Blagoevgrad,2021-04-17,0.81,0.44,1.17
Blagoevgrad,2021-04-18,0.78,0.43,1.17
Blagoevgrad,2021-04-19,0.78,0.43,1.18
Blagoevgrad,2021-04-20,0.79,0.43,1.19
Blagoevgrad,2021-04-21,0.79,0.42,1.18
Blagoevgrad,2021-04-22,0.77,0.4,1.17
Blagoevgrad,2021-04-23,0.78,0.42,1.2
Blagoevgrad,2021-04-24,0.8,0.42,1.2
Blagoevgrad,2021-04-25,0.78,0.41,1.2
Blagoevgrad,2021-04-26,0.8,0.41,1.2
Blagoevgrad,2021-04-27,0.79,0.41,1.21
Blagoevgrad,2021-04-28,0.8,0.39,1.19
Blagoevgrad,2021-04-29,0.77,0.38,1.19
Blagoevgrad,2021-04-30,0.75,0.36,1.18
Blagoevgrad,2021-05-01,0.73,0.34,1.17
Blagoevgrad,2021-05-02,0.6900000000000001,0.3,1.14
Blagoevgrad,2021-05-03,0.66,0.26,1.11
Blagoevgrad,2021-05-04,0.68,0.26,1.12
Blagoevgrad,2021-05-05,0.6900000000000001,0.26,1.13
Blagoevgrad,2021-05-06,0.71,0.27,1.15
Blagoevgrad,2021-05-07,0.75,0.31,1.2
Blagoevgrad,2021-05-08,0.77,0.34,1.24
Blagoevgrad,2021-05-09,0.79,0.33,1.23
Blagoevgrad,2021-05-10,0.79,0.35,1.26
Blagoevgrad,2021-05-11,0.78,0.32,1.23
Blagoevgrad,2021-05-12,0.79,0.35,1.27
Blagoevgrad,2021-05-13,0.76,0.3,1.22
Blagoevgrad,2021-05-14,0.78,0.33,1.26
Blagoevgrad,2021-05-15,0.79,0.35,1.29
Blagoevgrad,2021-05-16,0.78,0.32,1.26
Blagoevgrad,2021-05-17,0.78,0.32,1.27
Blagoevgrad,2021-05-18,0.76,0.29,1.24
Blagoevgrad,2021-05-19,0.76,0.29,1.25
Blagoevgrad,2021-05-20,0.73,0.27,1.24
Blagoevgrad,2021-05-21,0.71,0.25,1.23
Blagoevgrad,2021-05-22,0.71,0.21,1.19
Blagoevgrad,2021-05-23,0.6900000000000001,0.2,1.19
Blagoevgrad,2021-05-24,0.68,0.19,1.19
Blagoevgrad,2021-05-25,0.71,0.22,1.24
Blagoevgrad,2021-05-26,0.71,0.22,1.25
Blagoevgrad,2021-05-27,0.73,0.23,1.27
Blagoevgrad,2021-05-28,0.74,0.23,1.28
Blagoevgrad,2021-05-29,0.76,0.25,1.31
Blagoevgrad,2021-05-30,0.77,0.23,1.29
Blagoevgrad,2021-05-31,0.76,0.24,1.31
Blagoevgrad,2021-06-01,0.75,0.21,1.28
Blagoevgrad,2021-06-02,0.75,0.22,1.3
Blagoevgrad,2021-06-03,0.72,0.19,1.27
Blagoevgrad,2021-06-04,0.73,0.19,1.28
Blagoevgrad,2021-06-05,0.73,0.19,1.29
Blagoevgrad,2021-06-06,0.71,0.17,1.27
Blagoevgrad,2021-06-07,0.71,0.17,1.28
Blagoevgrad,2021-06-08,0.7000000000000001,0.15,1.26
Blagoevgrad,2021-06-09,0.7000000000000001,0.15,1.27
Blagoevgrad,2021-06-10,0.71,0.15,1.28
Blagoevgrad,2021-06-11,0.73,0.13,1.27
Blagoevgrad,2021-06-12,0.74,0.14,1.29
Blagoevgrad,2021-06-13,0.74,0.15,1.31
Blagoevgrad,2021-06-14,0.75,0.16,1.33
Blagoevgrad,2021-06-15,0.75,0.17,1.35
Blagoevgrad,2021-06-16,0.74,0.12,1.29
Blagoevgrad,2021-06-17,0.74,0.13,1.31
Blagoevgrad,2021-06-18,0.73,0.13,1.31
Blagoevgrad,2021-06-19,0.73,0.13,1.32
Blagoevgrad,2021-06-20,0.71,0.1,1.28
Blagoevgrad,2021-06-21,0.7000000000000001,0.1,1.28
Blagoevgrad,2021-06-22,0.7000000000000001,0.07,1.25
Blagoevgrad,2021-06-23,0.68,0.08,1.26
Blagoevgrad,2021-06-24,0.68,0.05,1.23
Blagoevgrad,2021-06-25,0.68,0.06,1.25
Blagoevgrad,2021-06-26,0.68,0.07,1.27
Blagoevgrad,2021-06-27,0.6900000000000001,0.07,1.28
Blagoevgrad,2021-06-28,0.6900000000000001,0.07,1.29
Blagoevgrad,2021-06-29,0.6900000000000001,0.05,1.27
Blagoevgrad,2021-06-30,0.6900000000000001,0.06,1.29
Blagoevgrad,2021-07-01,0.67,0.06,1.28
Blagoevgrad,2021-07-02,0.7000000000000001,0.03,1.27
Blagoevgrad,2021-07-03,0.67,0.05,1.28
Blagoevgrad,2021-07-04,0.67,0.05,1.29
Blagoevgrad,2021-07-05,0.67,0.03,1.27
Blagoevgrad,2021-07-06,0.7000000000000001,0.04,1.31
Blagoevgrad,2021-07-07,0.71,0.05,1.33
Blagoevgrad,2021-07-08,0.71,0.06,1.35
Blagoevgrad,2021-07-09,0.71,0.04,1.33
Blagoevgrad,2021-07-10,0.71,0.05,1.35
Blagoevgrad,2021-07-11,0.72,0.03,1.33
Blagoevgrad,2021-07-12,0.72,0.05,1.36
Blagoevgrad,2021-07-13,0.72,0.06,1.38
Blagoevgrad,2021-07-14,0.76,0.07,1.42
Blagoevgrad,2021-07-15,0.76,0.06,1.41
Blagoevgrad,2021-07-16,0.76,0.07,1.43
Blagoevgrad,2021-07-17,0.76,0.06,1.42
Blagoevgrad,2021-07-18,0.77,0.05,1.41
Blagoevgrad,2021-07-19,0.8,0.07,1.46
Blagoevgrad,2021-07-20,0.81,0.1,1.5
Blagoevgrad,2021-07-21,0.81,0.09,1.49
Blagoevgrad,2021-07-22,0.78,0.08,1.46
Blagoevgrad,2021-07-23,0.8200000000000001,0.06,1.46
Blagoevgrad,2021-07-24,0.8200000000000001,0.1,1.51
Blagoevgrad,2021-07-25,0.8200000000000001,0.09,1.5
Blagoevgrad,2021-07-26,0.8300000000000001,0.09,1.5
Blagoevgrad,2021-07-27,0.86,0.13,1.57
Blagoevgrad,2021-07-28,0.87,0.13,1.57
Blagoevgrad,2021-07-29,0.9,0.16,1.62
Blagoevgrad,2021-07-30,0.93,0.18,1.65
Blagoevgrad,2021-07-31,0.97,0.22,1.7
Blagoevgrad,2021-08-01,1.0,0.26,1.74
Blagoevgrad,2021-08-02,1.03,0.27,1.74
Blagoevgrad,2021-08-03,1.05,0.31,1.77
Blagoevgrad,2021-08-04,1.08,0.36,1.81
Blagoevgrad,2021-08-05,1.07,0.36,1.79
Blagoevgrad,2021-08-06,1.09,0.38,1.79
Blagoevgrad,2021-08-07,1.06,0.39,1.79
Blagoevgrad,2021-08-08,1.09,0.4,1.78
Blagoevgrad,2021-08-09,1.11,0.41,1.77
Blagoevgrad,2021-08-10,1.15,0.47,1.81
Blagoevgrad,2021-08-11,1.16,0.5,1.82
Blagoevgrad,2021-08-12,1.17,0.54,1.84
Blagoevgrad,2021-08-13,1.21,0.59,1.87
Blagoevgrad,2021-08-14,1.21,0.59,1.84
Blagoevgrad,2021-08-15,1.22,0.62,1.85
Blagoevgrad,2021-08-16,1.24,0.66,1.87
Blagoevgrad,2021-08-17,1.26,0.68,1.86
Blagoevgrad,2021-08-18,1.28,0.72,1.88
Blagoevgrad,2021-08-19,1.28,0.73,1.87
Blagoevgrad,2021-08-20,1.31,0.75,1.86
Blagoevgrad,2021-08-21,1.36,0.84,1.93
Blagoevgrad,2021-08-22,1.39,0.87,1.93
Blagoevgrad,2021-08-23,1.43,0.92,1.95
Blagoevgrad,2021-08-24,1.47,0.97,1.97
Blagoevgrad,2021-08-25,1.46,1.0,1.98
Blagoevgrad,2021-08-26,1.42,0.97,1.92
Blagoevgrad,2021-08-27,1.41,0.97,1.9
Blagoevgrad,2021-08-28,1.39,0.96,1.87
Blagoevgrad,2021-08-29,1.36,0.94,1.83
Blagoevgrad,2021-08-30,1.32,0.89,1.76
Blagoevgrad,2021-08-31,1.32,0.91,1.77
Blagoevgrad,2021-09-01,1.29,0.89,1.74
Blagoevgrad,2021-09-02,1.25,0.85,1.69
Blagoevgrad,2021-09-03,1.23,0.8300000000000001,1.66
Blagoevgrad,2021-09-04,1.23,0.81,1.63
Blagoevgrad,2021-09-05,1.21,0.8200000000000001,1.64
Blagoevgrad,2021-09-06,1.21,0.81,1.62
Blagoevgrad,2021-09-07,1.22,0.84,1.65
Blagoevgrad,2021-09-08,1.22,0.8300000000000001,1.63
Blagoevgrad,2021-09-09,1.18,0.79,1.58
Blagoevgrad,2021-09-10,1.2,0.8200000000000001,1.61
Blagoevgrad,2021-10-29,1.13,0.73,1.59
Blagoevgrad,2021-10-30,1.14,0.76,1.53
Blagoevgrad,2021-10-31,1.06,0.73,1.45
Blagoevgrad,2021-12-03,1.23,0.64,1.8800000000000001
Blagoevgrad,2021-12-04,1.02,0.46,1.6
Blagoevgrad,2021-12-05,0.9500000000000001,0.43,1.54
Blagoevgrad,2021-12-06,0.91,0.39,1.48
Blagoevgrad,2021-12-07,0.91,0.38,1.46
Blagoevgrad,2021-12-08,0.91,0.39,1.47
Blagoevgrad,2021-12-09,0.92,0.41000000000000003,1.49
Blagoevgrad,2021-12-10,0.87,0.33,1.4000000000000001
Blagoevgrad,2021-12-11,0.8200000000000001,0.3,1.3800000000000001
Blagoevgrad,2021-12-12,0.79,0.26,1.34
Blagoevgrad,2021-12-13,0.79,0.25,1.34
Blagoevgrad,2021-12-14,0.8,0.25,1.35
Blagoevgrad,2021-12-15,0.8,0.25,1.36
Blagoevgrad,2021-12-16,0.79,0.25,1.37
Blagoevgrad,2021-12-17,0.78,0.22,1.34
Blagoevgrad,2021-12-18,0.74,0.19,1.31
Blagoevgrad,2021-12-19,0.77,0.21,1.35
Blagoevgrad,2021-12-20,0.79,0.21,1.36
Blagoevgrad,2021-12-21,0.85,0.27,1.44
Blagoevgrad,2021-12-22,0.87,0.3,1.48
Blagoevgrad,2021-12-23,0.92,0.34,1.52
Blagoevgrad,2021-12-24,0.93,0.35000000000000003,1.53
Blagoevgrad,2021-12-25,0.88,0.32,1.5
Blagoevgrad,2021-12-26,0.84,0.25,1.42
Blagoevgrad,2021-12-27,1.1,0.5,1.68
Blagoevgrad,2021-12-28,1.31,0.76,1.92
Blagoevgrad,2021-12-29,1.55,1.02,2.14
Blagoevgrad,2021-12-30,1.53,1.01,2.08
Blagoevgrad,2021-12-31,1.5,1.01,2.05
Blagoevgrad,2022-01-01,1.5,1.02,2.0300000000000002
Blagoevgrad,2022-01-02,1.82,1.35,2.32
Blagoevgrad,2022-01-03,2.17,1.72,2.63
Blagoevgrad,2022-01-04,2.31,1.9000000000000001,2.74
Blagoevgrad,2022-01-05,2.37,1.99,2.77
Blagoevgrad,2022-01-06,2.2,1.86,2.59
Blagoevgrad,2022-01-07,1.85,1.52,2.22
Blagoevgrad,2022-01-08,1.84,1.52,2.2
Blagoevgrad,2022-01-09,1.67,1.36,2.02
Blagoevgrad,2022-01-10,1.53,1.22,1.87
Blagoevgrad,2022-01-11,1.6,1.3,1.94
Blagoevgrad,2022-01-12,1.6300000000000001,1.33,1.95
Blagoevgrad,2022-01-13,1.54,1.24,1.84
Blagoevgrad,2022-01-14,1.3,1.02,1.62
Blagoevgrad,2022-01-15,1.19,0.91,1.51
Blagoevgrad,2022-01-16,1.2,0.9,1.49
Blagoevgrad,2022-01-17,1.25,0.96,1.55
Blagoevgrad,2022-01-18,1.21,0.92,1.5
Blagoevgrad,2022-01-19,1.2,0.92,1.5
Blagoevgrad,2022-01-20,1.17,0.9,1.48
Blagoevgrad,2022-01-21,0.99,0.72,1.3
Blagoevgrad,2022-01-22,0.75,0.46,1.04
Blagoevgrad,2022-01-23,0.63,0.34,0.9400000000000001
Blagoevgrad,2022-01-24,0.61,0.3,0.91
Blagoevgrad,2022-01-25,0.68,0.39,1.02
